idx,lr,layers,neurons,max_iter,fit_time,score_time,test_root_mean_squared_error,test_mean_absolute_error,test_r2_score
0.0,0.01,3.0,5.0,100.0,0.1729671001434326,0.0006867885589599609,0.731487392136971,0.5350738048553467,-0.3517575881170588
1.0,0.01,3.0,5.0,200.0,0.2867952823638916,0.00040044784545898435,0.600051190258874,0.36006143093109133,0.08709116608469314
2.0,0.01,3.0,5.0,500.0,0.21359710693359374,0.0010011672973632812,0.7947977142470541,0.6317034065723419,-0.6241531952242694
3.0,0.01,3.0,5.0,1000.0,0.14993977546691895,0.0008007049560546875,0.9298908107504129,0.8646969199180603,-1.1909115576391192
4.0,0.01,3.0,10.0,100.0,0.1625504970550537,0.0008008480072021484,0.7040744813322054,0.4957208752632141,-0.25669035779227534
5.0,0.01,3.0,10.0,200.0,0.18106765747070314,0.0006002426147460937,0.645129426752878,0.41619197726249696,-0.05595267245344502
6.0,0.01,3.0,10.0,500.0,0.27057614326477053,0.0005994319915771484,0.5921498420034834,0.35064143538475034,0.11206261653089386
7.0,0.01,3.0,10.0,1000.0,0.16775364875793458,0.0006005764007568359,0.7125618205104479,0.5077443480491638,-0.285451644269886
8.0,0.01,3.0,20.0,100.0,0.19225358963012695,0.0005983352661132812,0.6244097258769514,0.38988750576972964,0.014660017496205779
9.0,0.01,3.0,20.0,200.0,0.234016752243042,0.001000833511352539,1.0308568840965253,1.0626659154891969,-1.7268750257947054
10.0,0.01,3.0,20.0,500.0,0.2189016819000244,0.0008008003234863282,1.2834469893006943,1.6472361743450166,-3.1443908964962555
11.0,0.01,3.0,20.0,1000.0,0.21155862808227538,0.00040035247802734376,0.6753386133838932,0.45608224272727965,-0.15595821061315668
12.0,0.01,3.0,50.0,100.0,0.3625511646270752,0.0007994651794433593,0.8191938784074422,0.6710786104202271,-0.7007829844837689
13.0,0.01,3.0,50.0,200.0,0.32367939949035646,0.0004004955291748047,0.8386475423153353,0.7033297002315522,-0.7956633635330366
14.0,0.01,3.0,50.0,500.0,0.2880861759185791,0.0010008811950683594,0.936812326626587,0.877617335319519,-1.2412671870082832
15.0,0.01,3.0,50.0,1000.0,0.3513310432434082,0.0008006572723388671,0.8912713934268867,0.7943646967411041,-0.9852623033910831
