idx,n_estimators,max_features,fit_time,score_time,test_root_mean_squared_error,test_mean_absolute_error,test_r2_score
48.0,200.0,21.0,2.6579161167144774,0.020418548583984376,0.5294056426380631,0.2802703344570206,0.2897729416375444
49.0,200.0,22.0,2.815494918823242,0.01961989402770996,0.5285396093819916,0.2793541186856683,0.2919719729101347
50.0,200.0,23.0,2.8800236225128173,0.01981773376464844,0.528609917256605,0.2794284446220348,0.29187497746424007
51.0,200.0,24.0,3.0477882385253907,0.02021822929382324,0.5282308461789166,0.2790278268548942,0.2930067378369563
52.0,200.0,25.0,3.1279168128967285,0.020210933685302735,0.5299215304717603,0.2808168284575328,0.28834121655381645
53.0,200.0,26.0,3.2488911151885986,0.020418453216552734,0.5301748987636068,0.28108542327900077,0.28770210502645516
54.0,200.0,27.0,3.3396209239959718,0.020618772506713866,0.5302281403399801,0.28114188080839364,0.2874593475019308
55.0,200.0,28.0,3.4691944122314453,0.020618724822998046,0.5305591025708728,0.28149296132080986,0.28653251411757813
56.0,300.0,1.0,0.5028563022613526,0.030628061294555663,0.545018359454208,0.29704501214215623,0.2478586664446701
57.0,300.0,2.0,0.7006362915039063,0.030427885055541993,0.5384574523682812,0.28993642801093983,0.265602551764632
58.0,300.0,3.0,0.8891815185546875,0.030827999114990234,0.534143168880571,0.2853089248617782,0.2771853046243239
59.0,300.0,4.0,1.0947947025299072,0.029626846313476562,0.53209816575463,0.2831284579994417,0.2827592872526238
60.0,300.0,5.0,1.2817910671234132,0.02952289581298828,0.5324125892802796,0.2834631652241316,0.28195784732895146
61.0,300.0,6.0,1.4061430931091308,0.030634450912475585,0.5296571217265673,0.2805366665956718,0.2892473764900199
62.0,300.0,7.0,1.5877535820007325,0.029827117919921875,0.5301421265233774,0.2810506743147287,0.2878909603936891
63.0,300.0,8.0,1.760728359222412,0.030027294158935548,0.5286965676641137,0.27952006065981466,0.2916668004813761
64.0,300.0,9.0,1.9317779064178466,0.030836963653564455,0.5284290633971939,0.2792372750428355,0.2924922322315947
65.0,300.0,10.0,2.1112529277801513,0.029590082168579102,0.5297300857306916,0.2806139637282458,0.2888435793619791
66.0,300.0,11.0,2.292940139770508,0.029626798629760743,0.5291183536769926,0.279966232197851,0.29055343610691003
67.0,300.0,12.0,2.4820847034454347,0.029385995864868165,0.5283217443110002,0.27912386551181784,0.29276338514683464
