idx,lr,n_estimators,max_depth,fit_time,score_time,test_root_mean_squared_error,test_mean_absolute_error,test_r2_score
74.0,0.1,500.0,3.0,4.2503533363342285,0.002401924133300781,1.167396473904016,1.36281452728353,0.17279530959460407
75.0,0.1,500.0,4.0,5.6970137596130375,0.003002786636352539,1.1616139206445049,1.3493469006350982,0.18661958051743083
76.0,0.1,500.0,5.0,6.920290517807007,0.0042038440704345705,1.1677642997619844,1.3636734597985978,0.17320500710283418
77.0,0.1,500.0,10.0,12.799249935150147,0.009208965301513671,1.2375662314486338,1.5315701772219732,0.07933230928617083
78.0,0.1,1000.0,1.0,3.0002663135528564,0.0016015052795410156,1.2141640818145631,1.4741944175686013,0.10159794941698896
79.0,0.1,1000.0,2.0,5.73478364944458,0.0026006221771240233,1.2005524972582637,1.4413262986730533,0.1294207606874194
80.0,0.1,1000.0,3.0,8.521691226959229,0.004000425338745117,1.168706238778511,1.3658742725598139,0.17098511600604602
81.0,0.1,1000.0,4.0,11.020904684066773,0.0050046443939208984,1.1621985315043863,1.350705426630952,0.1859020624804845
82.0,0.1,1000.0,5.0,13.629958391189575,0.006806278228759765,1.167789609617709,1.3637325723310811,0.1731926463393068
83.0,0.1,1000.0,10.0,25.262985229492188,0.017728042602539063,1.2375662211517244,1.531570151735759,0.07933232490586928
84.0,0.05,1.0,1.0,0.0038036823272705076,0.0006002426147460937,1.2890525052533082,1.6616563612998299,0.004152567052659717
85.0,0.05,1.0,2.0,0.00700674057006836,0.0008008956909179687,1.2825122608789443,1.6448376993048215,0.013973112920568177
86.0,0.05,1.0,3.0,0.010209417343139649,0.0008009433746337891,1.2823559483423814,1.6444367782490885,0.013454634557450485
87.0,0.05,1.0,4.0,0.011210393905639649,0.0006005287170410157,1.2829927224349433,1.6460703258210274,0.012810966957509651
88.0,0.05,1.0,5.0,0.014012718200683593,0.0004002094268798828,1.2828671269695326,1.6457480654590628,0.013205258004309472
89.0,0.05,1.0,10.0,0.024021720886230467,0.0006005287170410157,1.278886257611075,1.635550059906461,0.019870381930806414
90.0,0.05,10.0,1.0,0.0302278995513916,0.0004002571105957031,1.259101277648553,1.585336027376219,0.04943582037119389
91.0,0.05,10.0,2.0,0.05785279273986817,0.0006006717681884766,1.2239935113116869,1.4981601157331124,0.1010198871804198
92.0,0.05,10.0,3.0,0.08367648124694824,0.00040035247802734376,1.2180819076904286,1.483723533842754,0.10715598974700728
93.0,0.05,10.0,4.0,0.10809855461120606,0.0008008003234863282,1.2120177970889587,1.4689871404603723,0.11516198285499564
94.0,0.05,10.0,5.0,0.13554563522338867,0.0008008956909179687,1.2024993594137225,1.446004709390413,0.1298980674081483
95.0,0.05,10.0,10.0,0.23862762451171876,0.0008005619049072266,1.2097354422993047,1.4634598403550942,0.1222256856583391
96.0,0.05,50.0,1.0,0.149505090713501,0.0008008480072021484,1.1976180273815853,1.4342889395093597,0.13805398891487017
97.0,0.05,50.0,2.0,0.29540424346923827,0.0008008003234863282,1.166119888225001,1.3598355937138886,0.18002079684065334
98.0,0.05,50.0,3.0,0.4240287780761719,0.0006003856658935546,1.1513552901252195,1.3256190040993285,0.1975598707761596
99.0,0.05,50.0,4.0,0.5489981651306153,0.0008003711700439453,1.1588001789268942,1.342817854681002,0.18756304578269956
100.0,0.05,50.0,5.0,0.6966222286224365,0.0008007049560546875,1.155714579384042,1.3356761890008328,0.19179570535997187
101.0,0.05,50.0,10.0,1.189600133895874,0.0012010574340820313,1.2260985407773732,1.503317631696404,0.09741854480127037
102.0,0.05,100.0,1.0,0.29899888038635253,0.0008008003234863282,1.1946603794295088,1.4272134221786577,0.1378434956013331
103.0,0.05,100.0,2.0,0.5797618389129638,0.0009986400604248048,1.1494443862659183,1.3212223971182335,0.20039539754454605
104.0,0.05,100.0,3.0,0.8445278644561768,0.0009955406188964845,1.1420587805325502,1.3042982581914955,0.2104997009744499
105.0,0.05,100.0,4.0,1.1074088096618653,0.0010008811950683594,1.1503502931720535,1.3233057970010293,0.2002389787331343
106.0,0.05,100.0,5.0,1.362777042388916,0.0012010574340820313,1.1608397748040218,1.3475489827670522,0.1849274796890465
