idx,C,gamma,fit_time,score_time,test_root_mean_squared_error,test_mean_absolute_error,test_r2_score,max_features,n_estimators
176.0,,,6.480924463272094,0.09969043731689453,0.5292484444632815,0.2801039159668031,0.2902801275225557,9.0,1000.0
177.0,,,7.306905937194824,0.09620928764343262,0.528679516449154,0.2795020311129113,0.29177953907624543,10.0,1000.0
178.0,,,7.718686962127686,0.09668784141540528,0.5290295967821854,0.2798723142715217,0.29076217678085803,11.0,1000.0
179.0,,,8.386789512634277,0.09719429016113282,0.5286588404104082,0.2794801695440775,0.29177904940975463,12.0,1000.0
180.0,,,8.781866550445557,0.09928994178771973,0.529026994644106,0.279869561062175,0.2907911309067356,13.0,1000.0
181.0,,,9.524279260635376,0.09679937362670898,0.5284477976352574,0.27925707482555395,0.29233130640470417,14.0,1000.0
182.0,,,10.034555912017822,0.10289387702941895,0.528268134344308,0.27906722176361587,0.2928929391019506,15.0,1000.0
183.0,,,10.71231951713562,0.09528660774230957,0.5293660476228021,0.2802284123757869,0.28985232962341884,16.0,1000.0
184.0,,,11.264330101013183,0.09548678398132324,0.5283304038126514,0.2791330155928393,0.29262677079277194,17.0,1000.0
185.0,,,11.985132360458374,0.09909005165100097,0.5279725540082046,0.2787550177859465,0.2935873960295269,18.0,1000.0
186.0,,,12.318117046356202,0.09761514663696289,0.5274515107475468,0.2782050961898695,0.2949626300695124,19.0,1000.0
187.0,,,12.893459224700928,0.09519772529602051,0.5286948247125897,0.27951821767787594,0.2916774919709161,20.0,1000.0
188.0,,,13.665395212173461,0.103294038772583,0.528757413963507,0.2795844028213755,0.29148634671664897,21.0,1000.0
189.0,,,14.129973697662354,0.0960874080657959,0.52835345833937,0.2791573769391723,0.2925005932032468,22.0,1000.0
190.0,,,14.750781440734864,0.10009098052978516,0.5284869383914254,0.2792984440503422,0.29213941842581603,23.0,1000.0
191.0,,,15.430718088150025,0.09651360511779786,0.527823997036619,0.2785981718477128,0.2939128248976455,24.0,1000.0
192.0,,,16.001878929138183,0.09624404907226562,0.5284791334516079,0.27929019449376236,0.29215323318842373,25.0,1000.0
193.0,,,16.530978631973266,0.09617466926574707,0.5289887129361386,0.2798290584138324,0.29079657147941373,26.0,1000.0
194.0,,,16.934167861938477,0.10129203796386718,0.5287650596947852,0.27959248835402967,0.2914367589990271,27.0,1000.0
195.0,,,17.453058195114135,0.09463324546813964,0.5291920259424919,0.2800442003211191,0.29024308487750317,28.0,1000.0
