idx,lr,n_estimators,max_depth,fit_time,score_time,test_root_mean_squared_error,test_mean_absolute_error,test_r2_score,eta,min_child_weight,subsample
,,,10,163.1755765,0.074403143,162.4654254,26395.01445,0.571956524,0.05,3,1
,,,10,159.9460987,0.083201838,162.47837,26399.2207,0.571943723,0.05,5,1
,,,2,27.8216114,0.026001835,162.4701415,26396.54688,0.571942859,0.3,5,0.9
,,,2,25.82315078,0.022002506,162.4761281,26398.49219,0.571934321,0.05,3,0.7
,,,2,28.09475551,0.030400181,162.4863672,26401.81953,0.571869321,0.3,4,0.9
,,,2,24.81308093,0.029402637,162.5446477,26420.7625,0.571566858,0.05,2,0.6
,,,6,82.28380928,0.043200922,162.5604947,26425.91445,0.571434994,0.1,2,0.7
,,,2,24.65951247,0.026601315,162.5955993,26437.32891,0.571315761,0.05,3,0.6
,,,2,25.04280176,0.036403036,162.61129,26442.43164,0.571238684,0.05,5,0.6
,,,2,25.6251965,0.031403971,162.6167513,26444.20781,0.571195529,0.05,1,0.6
,,,2,24.83660779,0.02900176,162.6532895,26456.09258,0.571010946,0.05,4,0.6
,,,2,26.78644862,0.019403315,162.7240799,26479.12617,0.570665089,0.05,4,0.8
,,,2,27.18508015,0.028403234,162.7274658,26480.22813,0.57064643,0.05,5,0.8
,,,10,162.3984455,0.082199669,162.742623,26485.16133,0.570545895,0.05,4,1
,,,6,77.89581037,0.074603462,162.7170221,26476.8293,0.570530703,0.1,3,0.6
,,,2,35.4783968,0.030803633,162.7545662,26489.04883,0.570505164,0.05,1,0.8
,,,2,26.65423913,0.025203323,162.7686061,26493.61914,0.570428065,0.05,3,0.8
,,,2,27.04408741,0.028202534,162.7762916,26496.12109,0.570386467,0.05,2,0.8
,,,2,31.10841813,0.02640214,162.8011248,26504.20625,0.570213674,0.3,1,0.9
,,,2,27.43122873,0.02659955,162.7968299,26502.80781,0.570170958,0.3,2,0.9
,,,2,27.52055473,0.02620101,162.8382597,26516.29883,0.570048697,0.05,4,0.9
,,,2,26.84576392,0.02800355,162.8317179,26514.16836,0.570012629,0.3,4,0.8
,,,2,27.67275681,0.027202177,162.8481775,26519.52891,0.570006981,0.05,2,0.9
,,,2,32.54539719,0.031002855,162.8532662,26521.18633,0.569980113,0.05,1,0.9
,,,8,123.6600519,0.079600954,162.8488995,26519.76406,0.569967472,0.1,1,0.9
,,,4,55.49628153,0.032800198,162.8709012,26526.93047,0.569863304,0.2,4,1
,,,4,55.46964302,0.039399433,162.8730933,26527.64453,0.569838413,0.2,2,0.9
,,,4,55.24687381,0.031200361,162.9273383,26545.31758,0.569668473,0.2,5,1
,,,2,27.89011202,0.028003168,162.9113304,26540.10156,0.569662451,0.05,5,0.9
,,,2,27.57958422,0.036804199,162.9200604,26542.94609,0.569628182,0.05,3,0.9
,,,8,121.8143655,0.076002645,162.9342203,26547.56016,0.569505729,0.1,1,0.8
,,,4,54.77485509,0.036201429,162.9573624,26555.10195,0.569435038,0.2,3,0.9
,,,8,145.3246611,0.084200335,162.9700413,26559.23438,0.56932515,0.1,2,0.8
,,,8,125.195373,0.070801258,162.992101,26566.425,0.569160512,0.1,1,1
,,,8,158.5510897,0.089602184,162.9907937,26565.99883,0.569157789,0.1,2,1
,,,8,120.9065134,0.079001236,162.9872059,26564.8293,0.569145889,0.1,5,0.9
,,,8,121.8979498,0.067602777,162.9905648,26565.92422,0.569137202,0.1,5,1
,,,8,119.9175549,0.077202129,163.0067423,26571.19805,0.569103893,0.1,4,0.8
,,,10,173.6660264,0.084400463,162.9950512,26567.38672,0.569076855,0.05,1,1
,,,8,130.0300441,0.072399378,163.0375424,26581.24023,0.568935526,0.1,3,0.9
,,,6,85.03307734,0.04600153,163.038944,26581.69727,0.56892442,0.1,4,0.6
,,,8,123.2902483,0.069601297,163.0763757,26593.9043,0.568700162,0.1,4,1
,,,2,26.4558322,0.032202053,163.1079888,26604.21602,0.568615325,0.3,2,0.8
,,,10,162.4156447,0.117405987,163.1024613,26602.41289,0.568594191,0.1,4,0.8
,,,4,55.83206682,0.033402586,163.1308452,26611.67266,0.568465792,0.2,3,1
,,,8,120.3953789,0.067801285,163.14534,26616.40195,0.568299299,0.1,3,0.8
,,,2,26.97260747,0.028200245,163.1985873,26633.77891,0.568090316,0.3,3,0.8
,,,2,28.17599554,0.028801775,163.2122228,26638.22969,0.568084756,0.05,1,1
,,,2,27.85030894,0.026200771,163.2163214,26639.56758,0.568046233,0.05,5,1
,,,2,27.90346723,0.027402592,163.2279309,26643.35742,0.56798428,0.05,3,1
,,,8,122.7540854,0.060204649,163.2173218,26639.89414,0.567922811,0.1,3,1
,,,2,27.5908886,0.02580266,163.278119,26659.74414,0.567731791,0.05,2,1
,,,2,28.02531052,0.026602459,163.2783546,26659.82109,0.567726403,0.05,4,1
,,,8,118.9202661,0.062201071,163.3043339,26668.30547,0.567577951,0.1,5,0.8
,,,4,56.5474297,0.02980237,163.2985308,26666.41016,0.567567013,0.2,1,1
,,,2,25.76255932,0.029403019,163.3788255,26692.64063,0.567084569,0.3,4,0.7
,,,2,27.30498943,0.024602795,163.381171,26693.40703,0.567070906,0.3,5,0.8
,,,4,54.88488855,0.026402283,163.4184035,26705.57461,0.566962073,0.2,1,0.9
,,,4,55.26714597,0.034800196,163.4220798,26706.77617,0.566932544,0.2,2,1
,,,2,26.03450985,0.028001642,163.4232116,26707.14609,0.566842088,0.3,2,0.7
,,,2,34.86826072,0.026801729,163.4300608,26709.38477,0.56684164,0.3,1,0.7
,,,6,78.2127974,0.042601395,163.4354398,26711.14297,0.56679761,0.1,2,0.6
,,,6,76.37331762,0.049603271,163.444425,26714.08008,0.566746247,0.1,5,0.6
,,,4,56.00328436,0.034600019,163.4567209,26718.09961,0.566743696,0.2,5,0.9
,,,10,166.2290804,0.090401363,163.4525722,26716.74336,0.566736161,0.1,1,1
,,,2,25.34000807,0.02320075,163.5542293,26749.98594,0.566237803,0.3,5,0.6
,,,8,117.2633154,0.070200205,163.5557197,26750.47344,0.566215325,0.1,1,0.7
,,,2,25.29719782,0.032401657,163.6108509,26768.51055,0.565968008,0.3,3,0.6
,,,4,54.41399775,0.034601068,163.6255037,26773.30547,0.565804959,0.2,4,0.9
,,,2,25.72879791,0.025802088,163.6721177,26788.56211,0.565630347,0.3,1,0.6
,,,2,25.88476291,0.024801779,163.679787,26791.07266,0.565517967,0.3,5,0.7
,,,10,162.61283,0.088802147,163.6821388,26791.84258,0.565491943,0.1,4,0.9
,,,10,165.115478,0.096399117,163.7035037,26798.83711,0.565473749,0.1,2,1
,,,2,34.08520346,0.039195108,163.6983673,26797.15547,0.565408195,0.3,1,0.8
,,,2,24.65619378,0.02580204,163.7152229,26802.67422,0.565387997,0.3,2,0.6
,,,2,25.78999557,0.026002216,163.7131817,26802.00586,0.565345551,0.3,3,0.7
,,,10,162.9272579,0.086401129,163.7239853,26805.54336,0.565303306,0.1,5,0.9
,,,8,113.3976806,0.072400808,163.7109734,26801.28281,0.565301681,0.1,1,0.6
,,,10,162.7980171,0.089602423,163.7435328,26811.94453,0.565261869,0.1,3,0.9
,,,2,24.85255046,0.023599434,163.7428994,26811.73711,0.565205083,0.3,4,0.6
,,,10,160.6219041,0.107199335,163.8397142,26843.45195,0.564670458,0.1,1,0.8
,,,10,151.9099712,0.119405222,163.8320548,26840.94219,0.564654025,0.1,5,0.7
,,,10,164.4673975,0.106402636,163.8304108,26840.40352,0.564644769,0.1,1,0.9
,,,8,118.1015183,0.06619873,163.8762061,26855.41094,0.564539565,0.1,2,0.7
,,,4,53.22460942,0.032201576,163.8986956,26862.78242,0.564455164,0.2,3,0.8
,,,10,170.4062187,0.080800486,163.8712099,26853.77344,0.564451707,0.1,2,0.9
,,,8,116.1626117,0.064201117,163.9177576,26869.03125,0.564234359,0.1,4,0.7
,,,10,191.2810315,0.11600275,163.9542357,26880.99141,0.56403275,0.1,2,0.8
,,,10,157.9798304,0.084401751,164.0173509,26901.69141,0.563805399,0.1,5,1
,,,4,53.23886132,0.041400528,164.0291026,26905.54648,0.563730219,0.2,2,0.8
,,,10,154.266563,0.137200928,164.0373993,26908.26836,0.563593132,0.1,1,0.7
,,,10,180.8803555,0.102810621,164.0741996,26920.34297,0.563462212,0.1,4,0.7
,,,4,52.72304907,0.038801289,164.1515794,26945.74102,0.563076131,0.2,5,0.8
,,,8,116.3628438,0.071400642,164.195621,26960.20195,0.562857714,0.1,3,0.6
,,,8,116.6088665,0.064602947,164.1764224,26953.89766,0.56285546,0.1,3,0.7
,,,4,52.77726483,0.053402376,164.2419792,26975.42773,0.562657525,0.2,4,0.8
,,,10,161.5252608,0.099802399,164.2795933,26987.78477,0.562389071,0.1,4,1
,,,10,158.758126,0.08980608,164.287869,26990.50391,0.562265903,0.1,3,0.8
,,,10,178.2240855,0.146001291,164.3177728,27000.33047,0.562118305,0.1,2,0.7
,,,10,156.4395185,0.090604544,164.3378546,27006.93047,0.562064983,0.1,5,0.8
,,,8,119.7446537,0.064400864,164.3305631,27004.53398,0.562011462,0.1,5,0.7
,,,4,51.15990925,0.03500104,164.3388542,27007.25898,0.561967335,0.2,5,0.7
,,,8,111.6260335,0.072001839,164.3477841,27010.19414,0.561938786,0.1,2,0.6
,,,4,52.96723661,0.029001093,164.4201578,27033.98828,0.56181702,0.2,1,0.8
,,,10,163.0478709,0.095602226,164.4048369,27028.95039,0.561590212,0.1,3,1
,,,8,112.3723451,0.064599991,164.4589543,27046.74766,0.561402877,0.1,4,0.6
,,,4,51.01305971,0.035400963,164.4631988,27048.14375,0.561333373,0.2,2,0.7
,,,10,155.5455866,0.096204281,164.5403482,27073.52617,0.560953144,0.1,3,0.7
,,,4,51.03946037,0.040202713,164.5865037,27088.71719,0.560798189,0.2,3,0.7
,,,4,50.84281988,0.0404006,164.7443403,27140.69766,0.559803892,0.2,4,0.7
,,,6,87.50250702,0.047400475,164.8655951,27180.66445,0.559305782,0.2,4,1
,,,4,53.03832355,0.038802052,164.8857831,27187.32148,0.559031697,0.2,1,0.7
,,,6,87.35795598,0.04120369,164.946793,27207.44453,0.5587554,0.2,1,1
,,,8,108.6187652,0.070201254,165.0448519,27239.80313,0.558199899,0.1,5,0.6
,,,10,150.3727989,0.099401808,165.1091684,27261.0375,0.557813568,0.1,1,0.6
,,,10,147.4667516,0.115605307,165.1522475,27275.26484,0.557754457,0.1,5,0.6
,,,6,85.2164465,0.044600821,165.2967549,27323.01719,0.556860929,0.2,5,1
,,,10,150.1477384,0.097464991,165.3108542,27327.67852,0.556761598,0.1,3,0.6
,,,6,92.36482401,0.035800886,165.3705049,27347.40391,0.55654932,0.2,2,1
,,,10,152.8527737,0.105800343,165.4210608,27364.12734,0.556201149,0.1,2,0.6
,,,6,90.30074024,0.054002047,165.5949336,27421.68203,0.555318597,0.2,3,1
,,,4,49.9759232,0.035801792,165.6486269,27439.46758,0.55492221,0.2,1,0.6
,,,6,85.39115272,0.050800991,165.6943723,27454.625,0.554777935,0.2,5,0.9
,,,6,89.18655748,0.05400176,165.7264854,27465.26797,0.554582936,0.2,1,0.9
,,,8,123.0062607,0.056401777,165.7888694,27485.94922,0.55425681,0.2,3,1
,,,8,123.6990272,0.059802818,165.812818,27493.89063,0.554079378,0.2,4,1
,,,4,49.2576684,0.038402462,165.8449448,27504.5457,0.553931214,0.2,5,0.6
,,,6,86.89497824,0.05060153,165.9167301,27528.36133,0.553602658,0.2,3,0.9
,,,4,49.0118279,0.043000889,165.9377884,27535.34961,0.553452644,0.2,3,0.6
,,,8,124.5002722,0.057704353,166.0448546,27570.89375,0.55285238,0.2,1,1
,,,4,50.37272601,0.037601519,166.0529859,27573.59414,0.552803999,0.2,4,0.6
,,,4,55.79066138,0.040601826,166.12498,27597.50898,0.552418743,0.3,3,1
,,,8,132.7178959,0.066800117,166.151183,27606.21563,0.552265672,0.2,2,1
,,,6,86.77543697,0.040601301,166.2540566,27640.41133,0.551772914,0.2,4,0.9
,,,4,55.54363551,0.039003658,166.3945131,27687.13398,0.551000454,0.3,4,1
,,,6,86.52474399,0.040999937,166.3803882,27682.43359,0.550996447,0.2,2,0.9
,,,10,163.6667648,0.095004082,166.4064255,27691.09844,0.550799285,0.2,3,1
,,,4,48.90800672,0.039600658,166.4978205,27721.52422,0.550467852,0.2,2,0.6
,,,10,170.6536497,0.150001144,166.5012575,27722.66875,0.550453671,0.1,4,0.6
,,,8,123.3442547,0.067201042,166.5737402,27746.81094,0.550083377,0.2,1,0.9
,,,4,54.89927893,0.039202595,166.5904655,27752.3832,0.549933582,0.3,5,1
,,,8,127.4860808,0.06240592,166.5882555,27751.64688,0.549768235,0.2,5,1
,,,6,85.77873197,0.053801584,166.7358479,27800.84297,0.549107841,0.2,2,0.8
,,,4,55.15905614,0.042201662,166.7618729,27809.52227,0.548992507,0.3,3,0.9
,,,8,127.4795722,0.062401485,166.7743739,27813.6918,0.54898611,0.2,2,0.9
,,,8,125.4680564,0.073402977,166.7989808,27821.9,0.548820797,0.2,4,0.9
,,,4,54.90342445,0.02920208,166.8882696,27851.69453,0.5483228,0.3,1,0.9
,,,10,164.6814308,0.094399118,166.9482271,27871.71055,0.548018126,0.2,1,1
,,,6,85.12689304,0.047601986,166.945472,27870.79063,0.54800264,0.2,1,0.8
,,,4,55.9284739,0.032400799,167.0745319,27913.89922,0.547431174,0.3,1,1
,,,10,161.2817948,0.08940134,167.0874537,27918.21719,0.547312613,0.2,4,1
,,,10,166.3996119,0.091199446,167.0950679,27920.76172,0.547248997,0.2,1,0.9
,,,6,85.03799486,0.046201277,167.095553,27920.92383,0.547212609,0.2,4,0.8
,,,6,83.56104269,0.049803114,167.1017701,27923.00156,0.54717068,0.2,5,0.8
,,,10,160.8522228,0.080800772,167.3088765,27992.26016,0.546124032,0.2,5,0.9
,,,4,54.60002618,0.032400465,167.4131351,28027.15781,0.545547165,0.3,2,0.9
,,,4,56.11567831,0.036000109,167.4380774,28035.50977,0.545447075,0.3,2,1
,,,6,85.04616861,0.042201567,167.4711846,28046.59766,0.54519519,0.2,3,0.8
,,,10,163.9039078,0.094402647,167.4886272,28052.44023,0.545172571,0.2,2,0.9
,,,10,159.48205,0.086404467,167.5286834,28065.85977,0.544800129,0.2,5,1
,,,2,25.13088555,0.026999712,167.6504397,28106.66992,0.544295631,0.01,5,0.6
,,,2,24.84793925,0.030603313,167.6509802,28106.85117,0.544292602,0.01,4,0.6
,,,2,24.85576391,0.025000668,167.6510198,28106.86445,0.544292393,0.01,3,0.6
,,,2,28.71800122,0.028997898,167.6510921,28106.88867,0.544292,0.01,1,0.6
,,,2,24.98818793,0.029802561,167.6510921,28106.88867,0.544292,0.01,2,0.6
,,,8,122.3462351,0.079401875,167.6200806,28096.49141,0.544286241,0.2,3,0.9
,,,10,164.5230037,0.092402029,167.613074,28094.14258,0.544221518,0.2,2,1
,,,8,118.5263465,0.067401838,167.7094586,28126.4625,0.543875787,0.2,5,0.8
,,,6,82.34040604,0.052801037,167.7262383,28132.09102,0.543754254,0.2,5,0.7
,,,2,31.55019546,0.02380352,167.7502736,28140.1543,0.543748447,0.01,1,0.7
,,,2,25.81608653,0.024602175,167.7502736,28140.1543,0.543748447,0.01,2,0.7
,,,2,26.14526339,0.034001207,167.7502736,28140.1543,0.543748447,0.01,3,0.7
,,,2,26.09475946,0.025200891,167.7502736,28140.1543,0.543748447,0.01,4,0.7
,,,2,27.24340425,0.03040247,167.7502736,28140.1543,0.543748447,0.01,5,0.7
,,,2,29.60479941,0.035801744,167.8054002,28158.65234,0.543460293,0.01,1,0.8
,,,2,27.61203809,0.02960124,167.8054002,28158.65234,0.543460293,0.01,2,0.8
,,,2,29.94340844,0.027003527,167.8054002,28158.65234,0.543460293,0.01,3,0.8
,,,2,26.95029202,0.025803995,167.8054002,28158.65234,0.543460293,0.01,4,0.8
,,,2,27.25842152,0.024201012,167.8054002,28158.65234,0.543460293,0.01,5,0.8
,,,8,120.5144526,0.072000933,167.8603854,28177.10898,0.543069752,0.2,3,0.8
,,,2,37.53706756,0.043201876,167.8880405,28186.39414,0.543004773,0.01,1,0.9
,,,2,27.95401988,0.025803137,167.8880405,28186.39414,0.543004773,0.01,2,0.9
,,,2,28.1595983,0.023800468,167.8880405,28186.39414,0.543004773,0.01,3,0.9
,,,2,27.89595203,0.026403856,167.8880405,28186.39414,0.543004773,0.01,4,0.9
,,,2,27.83655686,0.026400948,167.8880405,28186.39414,0.543004773,0.01,5,0.9
,,,10,160.5029331,0.100605965,167.9053561,28192.20859,0.542804829,0.2,3,0.8
,,,6,82.26088538,0.050302792,167.9297414,28200.39805,0.542677529,0.2,3,0.7
,,,10,201.0221197,0.113202047,167.908413,28193.23516,0.542670656,0.2,2,0.8
,,,2,28.64780245,0.02600174,167.9687797,28213.51094,0.542565644,0.01,1,1
,,,2,28.34167972,0.025000811,167.9687797,28213.51094,0.542565644,0.01,2,1
,,,2,28.43258801,0.033201408,167.9687797,28213.51094,0.542565644,0.01,3,1
,,,2,28.45836182,0.026799774,167.9687797,28213.51094,0.542565644,0.01,4,1
,,,2,28.23700423,0.023603868,167.9687797,28213.51094,0.542565644,0.01,5,1
,,,10,161.960751,0.11900177,167.9262382,28199.22148,0.542479666,0.2,1,0.8
,,,8,152.3192301,0.116998291,168.0191639,28230.43945,0.54218079,0.2,2,0.8
,,,4,54.46244702,0.038203764,168.0458759,28239.41641,0.542050733,0.3,5,0.9
,,,8,120.2348498,0.058803511,168.0428377,28238.39531,0.542046836,0.2,5,0.9
,,,6,82.08039837,0.052599192,168.0860097,28252.90664,0.541855149,0.2,2,0.7
,,,4,53.24503727,0.037600088,168.0829896,28251.89141,0.541826927,0.3,3,0.8
,,,6,82.28266678,0.054400635,168.0874133,28253.37852,0.541768367,0.2,4,0.7
,,,6,83.42790327,0.050401163,168.1095451,28260.81914,0.541701394,0.2,1,0.7
,,,4,54.90124416,0.039602661,168.1590556,28277.46797,0.541633943,0.3,4,0.9
,,,8,120.3924606,0.068003511,168.1492257,28274.16211,0.541417248,0.2,4,0.8
,,,10,156.8024413,0.087403297,168.2575906,28310.6168,0.540846412,0.2,5,0.8
,,,10,162.9403185,0.084201384,168.3699911,28348.45391,0.540316461,0.2,3,0.9
,,,10,160.1464475,0.094199514,168.3919744,28355.85703,0.540126574,0.2,4,0.8
,,,8,126.1129761,0.074399948,168.3766994,28350.71289,0.540093656,0.2,1,0.8
,,,10,162.9809671,0.081201839,168.4756694,28384.05117,0.539791459,0.2,4,0.9
,,,10,156.0449067,0.105600834,168.6459714,28441.46367,0.538740355,0.2,1,0.7
,,,4,53.21586075,0.038401699,168.6684282,28449.03867,0.538620825,0.3,5,0.8
,,,8,117.4809686,0.078002739,168.6988209,28459.29219,0.538450599,0.2,2,0.7
,,,4,53.60519233,0.031002283,168.9754339,28552.69727,0.536952777,0.3,2,0.8
,,,8,118.0283213,0.076801205,169.1544921,28613.24219,0.536023094,0.2,1,0.7
,,,10,225.6232736,0.231396675,169.172926,28619.47891,0.535873576,0.2,2,0.7
,,,10,170.0635479,0.109200001,169.2748908,28653.98867,0.535395862,0.2,4,0.7
,,,4,53.32210379,0.037002563,169.3693911,28685.99063,0.534863191,0.3,1,0.8
,,,8,116.5377893,0.0742033,169.419451,28702.95039,0.534477862,0.2,5,0.7
,,,10,152.2506218,0.113605547,169.4877461,28726.09609,0.534061827,0.2,5,0.7
,,,6,87.50999427,0.043603563,169.5867162,28759.6543,0.533590422,0.3,2,1
,,,4,53.58929558,0.03460083,169.6383389,28777.16602,0.533256429,0.3,4,0.8
,,,6,87.72358689,0.058002234,169.662284,28785.29063,0.533192685,0.3,4,1
,,,8,116.7748858,0.07180233,169.6723313,28788.7,0.532973798,0.2,4,0.7
,,,8,118.1713175,0.073402596,169.6845937,28792.86133,0.532937831,0.2,3,0.7
,,,4,51.48780937,0.037202501,169.7341925,28809.69609,0.532844849,0.3,1,0.7
,,,6,78.75488644,0.041201305,169.7747922,28823.48008,0.532509126,0.2,2,0.6
,,,10,164.1799054,0.106600094,169.7887279,28828.21211,0.532430544,0.3,3,1
,,,6,88.08575296,0.047801161,169.9024893,28866.85586,0.531945454,0.3,3,1
,,,6,90.28068848,0.042401743,169.9020329,28866.70078,0.531812965,0.3,1,1
,,,6,85.74090877,0.051400757,169.9078657,28868.68281,0.531799623,0.3,5,1
,,,10,162.8137535,0.085800457,170.1780169,28960.55742,0.530362485,0.3,4,1
,,,6,79.98086853,0.05480175,170.2646252,28990.04258,0.529786733,0.2,1,0.6
,,,4,50.61819925,0.032600832,170.2743271,28993.34648,0.529631336,0.3,2,0.7
,,,8,121.3379698,0.060202503,170.3594408,29022.33906,0.529409973,0.3,5,1
,,,6,78.37128935,0.058801603,170.3606079,29022.73672,0.52937756,0.2,3,0.6
,,,10,163.2324407,0.094202709,170.3533529,29020.26484,0.529160005,0.3,5,1
,,,8,124.274614,0.065000916,170.4140718,29040.95586,0.529097152,0.3,3,1
,,,6,85.54069176,0.048601198,170.4173863,29042.08555,0.528971056,0.3,5,0.9
,,,6,77.24274402,0.04560051,170.4623343,29057.40742,0.528628652,0.2,5,0.6
,,,8,149.9974309,0.084208536,170.5399593,29083.87773,0.528328794,0.3,2,1
,,,10,156.6808187,0.106807423,170.5649139,29092.38984,0.528212114,0.2,3,0.7
,,,8,124.8165929,0.05920105,170.570748,29094.38008,0.528058376,0.3,1,1
,,,10,164.0688758,0.081799364,170.6033423,29105.50039,0.528011429,0.3,1,1
,,,8,122.2705727,0.059602642,170.6509687,29121.75313,0.527698518,0.3,4,0.9
,,,6,79.67922158,0.043600225,170.6502523,29121.50859,0.527641233,0.2,4,0.6
,,,6,86.84158816,0.048400879,170.7154419,29143.76211,0.527408876,0.3,4,0.9
,,,6,87.38166618,0.047001505,170.7380635,29151.48633,0.527257559,0.3,3,0.9
,,,8,114.0858895,0.093400908,170.8125675,29176.9332,0.526658366,0.2,1,0.6
,,,10,164.76335,0.091000843,170.9567482,29226.20977,0.525988016,0.3,2,1
,,,8,141.5672568,0.059201336,170.9850174,29235.87617,0.525766469,0.3,4,1
,,,10,176.2796127,0.127005482,171.0088916,29244.04102,0.525713062,0.2,2,0.6
,,,10,162.9676755,0.104400063,171.1506498,29292.54492,0.525115485,0.3,3,0.9
,,,10,149.4866981,0.108804989,171.1735368,29300.37969,0.524936904,0.2,3,0.6
,,,8,123.5716893,0.073802137,171.1761497,29301.27422,0.524792365,0.3,3,0.9
,,,4,51.29335003,0.044399309,171.216209,29314.99023,0.524533936,0.3,4,0.7
,,,8,112.1102321,0.068801689,171.3569978,29363.2207,0.52361308,0.2,4,0.6
,,,4,49.37280784,0.038602877,171.4672835,29401.0293,0.523355392,0.3,3,0.6
,,,6,89.36219964,0.041800213,171.4721472,29402.69727,0.523298144,0.3,1,0.9
,,,6,86.77516651,0.059601688,171.4627294,29399.46758,0.52328084,0.3,2,0.9
,,,8,113.9645607,0.067201328,171.4482201,29394.49219,0.523204535,0.2,3,0.6
,,,10,175.5008492,0.134200096,171.5238379,29420.42695,0.522902452,0.2,4,0.6
,,,4,51.06844721,0.03840003,171.5189995,29418.76719,0.522684301,0.3,5,0.7
,,,8,113.1580935,0.07880168,171.5865193,29441.93359,0.522507647,0.2,2,0.6
,,,4,50.90491486,0.032203484,171.6374119,29459.40117,0.522157612,0.3,3,0.7
,,,10,160.4589162,0.08040247,171.6725831,29471.47578,0.522119446,0.3,5,0.9
,,,10,163.2488286,0.086602116,171.6336965,29458.12578,0.522094297,0.3,4,0.9
,,,6,83.37066946,0.054402113,171.6626529,29468.06641,0.522063551,0.3,5,0.8
,,,10,165.094221,0.089200068,171.7585958,29501.01523,0.521665688,0.3,1,0.9
,,,8,158.3997793,0.083401299,171.8464726,29531.21016,0.521073029,0.3,2,0.9
,,,8,110.9860914,0.066000223,171.8505358,29532.60664,0.521022645,0.2,5,0.6
,,,4,50.1428297,0.035599661,171.8907527,29546.43086,0.52084242,0.3,2,0.6
,,,10,148.5750186,0.091203308,171.896093,29548.2668,0.520557067,0.2,5,0.6
,,,10,166.1936127,0.099403191,171.9663348,29572.42031,0.520503895,0.3,2,0.9
,,,8,121.6101389,0.061800337,171.9991904,29583.72148,0.520084738,0.3,5,0.9
,,,10,152.7020063,0.144802999,172.1001593,29618.46484,0.519521415,0.2,1,0.6
,,,6,85.34697762,0.054804087,172.1755781,29644.42969,0.519297012,0.3,3,0.8
,,,8,121.3943398,0.067203617,172.1794463,29645.76172,0.519274647,0.3,4,0.8
,,,8,124.9809188,0.061400366,172.1989334,29652.47266,0.519175339,0.3,1,0.9
,,,4,48.93309536,0.035403442,172.3812612,29715.29922,0.518146555,0.3,4,0.6
,,,6,85.91197515,0.050999784,172.4175607,29727.81523,0.51789605,0.3,1,0.8
,,,6,85.80369077,0.049001789,172.5796917,29783.75,0.516920064,0.3,2,0.8
,,,10,162.661248,0.106598663,172.6356679,29803.07383,0.516546751,0.3,1,0.8
,,,6,86.47865191,0.046401691,172.6569169,29810.41094,0.516475057,0.3,4,0.8
,,,4,49.46879473,0.033802509,172.6861111,29820.49297,0.516303554,0.3,1,0.6
,,,4,49.52309332,0.031200552,172.6993153,29825.05352,0.516286376,0.3,5,0.6
,,,8,122.7280983,0.066051149,172.7876632,29855.57656,0.515736426,0.3,1,0.8
,,,8,125.5049727,0.068399477,172.8207661,29867.01719,0.515648909,0.3,2,0.8
,,,10,164.4245977,0.086999178,173.4543629,30086.41602,0.511928185,0.3,2,0.8
,,,8,119.147421,0.06499939,173.9548781,30260.29961,0.509303379,0.3,5,0.8
,,,8,120.4619461,0.067799473,174.1015385,30311.3457,0.508411069,0.3,3,0.8
,,,6,82.6451786,0.046200085,174.2716282,30370.60039,0.507516249,0.3,4,0.7
,,,10,158.2493346,0.079203987,174.305888,30382.54258,0.507291083,0.3,5,0.8
,,,8,119.9737017,0.060202503,174.5933143,30482.82539,0.505656376,0.3,5,0.7
,,,6,85.320293,0.081603575,174.6403402,30499.24844,0.505392979,0.3,1,0.7
,,,10,162.9124215,0.082002974,174.7086503,30523.1125,0.505073079,0.3,3,0.8
,,,10,160.8726443,0.092600918,174.7396031,30533.92891,0.504925786,0.3,4,0.8
,,,6,81.69078498,0.05460062,174.7804125,30548.19258,0.504499644,0.3,2,0.7
,,,10,160.7421424,0.10700531,174.8072633,30557.5793,0.504304479,0.3,3,0.7
,,,8,132.3863942,0.096800947,174.9365633,30602.80117,0.503766796,0.3,2,0.7
,,,8,117.452903,0.063601542,175.0739152,30650.87578,0.50298574,0.3,3,0.7
,,,8,117.6650914,0.065800953,175.2586069,30715.5793,0.501973445,0.3,4,0.7
,,,10,203.0885168,0.125402308,175.2376233,30708.22461,0.501853375,0.3,2,0.7
,,,10,157.3820839,0.108000183,175.4465007,30781.47461,0.500770146,0.3,1,0.7
,,,8,118.9439114,0.071803999,175.5495122,30817.63125,0.500416135,0.3,1,0.7
,,,10,156.1595057,0.096604443,175.540015,30814.29688,0.500364932,0.3,5,0.7
,,,10,159.652044,0.092600298,175.9862876,30971.17344,0.497699673,0.3,4,0.7
,,,6,83.2516819,0.050800323,176.005907,30978.0793,0.497559514,0.3,3,0.7
,,,6,81.5568593,0.069402266,176.1704763,31036.03672,0.49657839,0.3,5,0.7
,,,6,79.6367908,0.041801405,177.639416,31555.76211,0.488077661,0.3,4,0.6
,,,6,79.00313649,0.044798803,177.6368245,31554.84141,0.487957923,0.3,3,0.6
,,,8,115.5035357,0.092407036,177.7345809,31589.58125,0.487482842,0.3,1,0.6
,,,8,112.7602945,0.090401077,178.0872372,31715.06406,0.485590123,0.3,3,0.6
,,,10,150.8693064,0.101605511,178.1915084,31752.21367,0.484869509,0.3,3,0.6
,,,6,79.02787542,0.054403734,178.3223819,31798.87188,0.48396712,0.3,2,0.6
