WOODLAND_S,WOODLAND_T,HECTARES,SHAPE_LENG,SHAPE_AREA,IFT,IOA,SHAPE_AR_1,SHAPE_LEN
NFI Base Map,Woodland,0.83408828675,549.40028318900,8340.88286750000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.56774258285,360.06589560500,5677.42582850000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,1.94057984665,1007.92581162000,19405.79846650000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.51070350650,308.72744241500,5107.03506500000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,1.23325752110,553.12784031600,12332.57521100000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.57159051185,399.90286057200,5715.90511850000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.61627317615,405.53172364700,6162.73176150000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.65053894170,476.59123674000,6505.38941700000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.80533857805,572.24421558700,8053.38578050000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.57019929760,614.20869826100,5701.99297600000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,2.33509026680,755.76123074500,23350.90266800000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.51104424920,307.83029020800,5110.44249200000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.72703396910,430.68752201000,7270.33969100000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,3.94396244575,1467.88818312000,39439.62445750000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.76404279120,505.94531260200,7640.42791200000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,1.13624836450,990.82643966800,11362.48364500000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,4.26294669095,1173.10400346000,42629.46690950000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.53015475960,403.59361334500,5301.54759600000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.90994401635,771.12680212300,9099.44016350000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.58104851035,481.01082433900,5810.48510349000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,1.18109524935,664.91893431000,11810.95249350000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,3.38080832135,1399.97488357000,33808.08321350000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.61725614060,431.86261961700,6172.56140600000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,2.27116922785,710.06381375700,22711.69227850000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,1.43177221535,513.85494839400,14317.72215350000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,2.86228110895,1283.27669925000,28622.81108950000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.83430188395,543.06259818200,8343.01883950000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.62912582700,328.11749977700,6291.25827000000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,5.37827853070,2349.44244330000,53782.78530700000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,1.23834665690,511.86193370600,12383.46656900000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.50415998340,412.30862026800,5041.59983400000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.82508330640,561.72107375900,8250.83306400000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,1.47435303660,819.00513610600,14743.53036600000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.66673417740,381.39094259400,6667.34177400000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.50257376345,434.59811305100,5025.73763450000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,1.14471324885,646.31173539900,11447.13248850000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,1.17590446775,613.89464366200,11759.04467750000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,1.21081163040,481.22686169800,12108.11630400000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,7.59563756845,2342.88161081000,75956.37568450000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.64510974415,607.58161307000,6451.09744150000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.90318160505,940.68384258000,9031.81605049000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.54876202100,403.22848194000,5487.62021000000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.53589063155,331.70102050200,5358.90631550000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.70857560180,743.45348132500,7085.75601800000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.58896525050,441.46480444500,5889.65250500000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,2.35680521370,876.56227686600,23568.05213700000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.53001737055,448.26208911600,5300.17370550000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,1.45155399620,829.71617464000,14515.53996200000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.82200198425,554.37910108800,8220.01984250000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,0.77002178790,560.01167808900,7700.21787900000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,2.05237710170,1413.25190149000,20523.77101700000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Woodland,3.60161122930,1401.72619175000,36016.11229300000,Broadleaved,,0.00000000000,0.00000000000
NFI Base Map,Non Woodland,0.98061816050,396.51766891100,9806.18160500000,Interpreted Open Area,Bare ground/rock,0.00000000000,0.00000000000
NFI Base Map,Non Woodland,0.92097742440,367.23223754300,9209.77424400000,Interpreted Open Area,Bare ground/rock,0.00000000000,0.00000000000
NFI Base Map,Non Woodland,1.01472049330,955.21485800200,10147.20493300000,Interpreted Open Area,Forest Road or track,0.00000000000,0.00000000000
NFI Base Map,Non Woodland,0.60356195145,370.59020092400,6035.61951450000,Interpreted Open Area,Bare ground/rock,0.00000000000,0.00000000000
NFI Base Map,Non Woodland,2.36948286260,1661.02653884000,23694.82862600000,Interpreted Open Area,Forest Road or track,0.00000000000,0.00000000000
NFI Base Map,Non Woodland,1.12130610000,1031.64029577000,11213.06100000000,Interpreted Open Area,Forest Road or track,0.00000000000,0.00000000000
NFI Base Map,Non Woodland,0.58927718535,514.70645030200,5892.77185350000,Interpreted Open Area,Forest Road or track,0.00000000000,0.00000000000
NFI Base Map,Non Woodland,3.76667440050,1869.78539494000,37666.74400500000,Interpreted Open Area,Forest Road or track,0.00000000000,0.00000000000
NFI Base Map,Non Woodland,0.57807291535,593.16206974700,5780.72915350000,Interpreted Open Area,Grass,0.00000000000,0.00000000000
NFI Base Map,Non Woodland,0.57031934065,567.24150600800,5703.19340650000,Interpreted Open Area,Grass,0.00000000000,0.00000000000
NFI Base Map,Non Woodland,0.60343603350,331.96057297000,6034.36033500000,Interpreted Open Area,Grass,0.00000000000,0.00000000000
NFI Base Map,Non Woodland,0.80089250270,801.32452729000,8008.92502700000,Interpreted Open Area,Grass,0.00000000000,0.00000000000
NFI Base Map,Non Woodland,0.77297722290,776.72011872400,7729.77222900000,Interpreted Open Area,Grass,0.00000000000,0.00000000000
NFI Base Map,Non Woodland,2.01026767205,1418.40663070000,20102.67672050000,Interpreted Open Area,Grass,0.00000000000,0.00000000000
NFI Base Map,Non Woodland,3.49032309300,1514.37794987000,34903.23093000000,Interpreted Open Area,Forest Road or track,0.00000000000,0.00000000000
