WKT,fid,id,left,top,right,bottom,AGB
POINT (324161.8479 651990.5522),13496,13496,324161.8479,651990.5522,324461.8479,652290.5522,22
POINT (324161.8479 651690.5522),13497,13497,324161.8479,651690.5522,324461.8479,651990.5522,67
POINT (324161.8479 651390.5522),13498,13498,324161.8479,651390.5522,324461.8479,651690.5522,123
POINT (324161.8479 651090.5522),13499,13499,324161.8479,651090.5522,324461.8479,651390.5522,74
POINT (324161.8479 650790.5522),13500,13500,324161.8479,650790.5522,324461.8479,651090.5522,359
POINT (324161.8479 650490.5522),13501,13501,324161.8479,650490.5522,324461.8479,650790.5522,466
POINT (324161.8479 650190.5522),13502,13502,324161.8479,650190.5522,324461.8479,650490.5522,330
POINT (324161.8479 649890.5522),13503,13503,324161.8479,649890.5522,324461.8479,650190.5522,201
POINT (324161.8479 649590.5522),13504,13504,324161.8479,649590.5522,324461.8479,649890.5522,134
POINT (324161.8479 649290.5522),13505,13505,324161.8479,649290.5522,324461.8479,649590.5522,262
POINT (324161.8479 648990.5522),13506,13506,324161.8479,648990.5522,324461.8479,649290.5522,23
POINT (324161.8479 648690.5522),13507,13507,324161.8479,648690.5522,324461.8479,648990.5522,196
POINT (324161.8479 648390.5522),13508,13508,324161.8479,648390.5522,324461.8479,648690.5522,196
POINT (324161.8479 648090.5522),13509,13509,324161.8479,648090.5522,324461.8479,648390.5522,114
POINT (324161.8479 647790.5522),13510,13510,324161.8479,647790.5522,324461.8479,648090.5522,67
POINT (324161.8479 647490.5522),13511,13511,324161.8479,647490.5522,324461.8479,647790.5522,260
POINT (324161.8479 647190.5522),13512,13512,324161.8479,647190.5522,324461.8479,647490.5522,153
POINT (324161.8479 646890.5522),13513,13513,324161.8479,646890.5522,324461.8479,647190.5522,70
POINT (324161.8479 646590.5522),13514,13514,324161.8479,646590.5522,324461.8479,646890.5522,204
POINT (324161.8479 646290.5522),13515,13515,324161.8479,646290.5522,324461.8479,646590.5522,185
POINT (324161.8479 645990.5522),13516,13516,324161.8479,645990.5522,324461.8479,646290.5522,185
POINT (324161.8479 645690.5522),13517,13517,324161.8479,645690.5522,324461.8479,645990.5522,59
POINT (324161.8479 645390.5522),13518,13518,324161.8479,645390.5522,324461.8479,645690.5522,51
POINT (324161.8479 645090.5522),13519,13519,324161.8479,645090.5522,324461.8479,645390.5522,49
POINT (324161.8479 644790.5522),13520,13520,324161.8479,644790.5522,324461.8479,645090.5522,91
POINT (324161.8479 644490.5522),13521,13521,324161.8479,644490.5522,324461.8479,644790.5522,64
POINT (324161.8479 644190.5522),13522,13522,324161.8479,644190.5522,324461.8479,644490.5522,104
POINT (324161.8479 643890.5522),13523,13523,324161.8479,643890.5522,324461.8479,644190.5522,52
POINT (324161.8479 643590.5522),13524,13524,324161.8479,643590.5522,324461.8479,643890.5522,306
POINT (324161.8479 643290.5522),13525,13525,324161.8479,643290.5522,324461.8479,643590.5522,148
POINT (324161.8479 642990.5522),13526,13526,324161.8479,642990.5522,324461.8479,643290.5522,291
POINT (324161.8479 642690.5522),13527,13527,324161.8479,642690.5522,324461.8479,642990.5522,147
POINT (324161.8479 642390.5522),13528,13528,324161.8479,642390.5522,324461.8479,642690.5522,128
POINT (324161.8479 642090.5522),13529,13529,324161.8479,642090.5522,324461.8479,642390.5522,53
POINT (324161.8479 641790.5522),13530,13530,324161.8479,641790.5522,324461.8479,642090.5522,306
POINT (324161.8479 641490.5522),13531,13531,324161.8479,641490.5522,324461.8479,641790.5522,254
POINT (324161.8479 641190.5522),13532,13532,324161.8479,641190.5522,324461.8479,641490.5522,98
POINT (324161.8479 640890.5522),13533,13533,324161.8479,640890.5522,324461.8479,641190.5522,180
POINT (324161.8479 640590.5522),13534,13534,324161.8479,640590.5522,324461.8479,640890.5522,118
POINT (324161.8479 640290.5522),13535,13535,324161.8479,640290.5522,324461.8479,640590.5522,298
POINT (324161.8479 639990.5522),13536,13536,324161.8479,639990.5522,324461.8479,640290.5522,93
POINT (324161.8479 639690.5522),13537,13537,324161.8479,639690.5522,324461.8479,639990.5522,67
POINT (324161.8479 639390.5522),13538,13538,324161.8479,639390.5522,324461.8479,639690.5522,42
POINT (324161.8479 639090.5522),13539,13539,324161.8479,639090.5522,324461.8479,639390.5522,46
POINT (324161.8479 638790.5522),13540,13540,324161.8479,638790.5522,324461.8479,639090.5522,106
POINT (324161.8479 638490.5522),13541,13541,324161.8479,638490.5522,324461.8479,638790.5522,388
POINT (324161.8479 638190.5522),13542,13542,324161.8479,638190.5522,324461.8479,638490.5522,784
POINT (324161.8479 637890.5522),13543,13543,324161.8479,637890.5522,324461.8479,638190.5522,688
POINT (324161.8479 637590.5522),13544,13544,324161.8479,637590.5522,324461.8479,637890.5522,663
POINT (324161.8479 637290.5522),13545,13545,324161.8479,637290.5522,324461.8479,637590.5522,240
POINT (324161.8479 636990.5522),13546,13546,324161.8479,636990.5522,324461.8479,637290.5522,49
POINT (324161.8479 636690.5522),13547,13547,324161.8479,636690.5522,324461.8479,636990.5522,130
POINT (324161.8479 636390.5522),13548,13548,324161.8479,636390.5522,324461.8479,636690.5522,221
POINT (324161.8479 636090.5522),13549,13549,324161.8479,636090.5522,324461.8479,636390.5522,126
POINT (324161.8479 635790.5522),13550,13550,324161.8479,635790.5522,324461.8479,636090.5522,126
POINT (324161.8479 635490.5522),13551,13551,324161.8479,635490.5522,324461.8479,635790.5522,286
POINT (324161.8479 635190.5522),13552,13552,324161.8479,635190.5522,324461.8479,635490.5522,196
POINT (324161.8479 634890.5522),13553,13553,324161.8479,634890.5522,324461.8479,635190.5522,128
POINT (324161.8479 634590.5522),13554,13554,324161.8479,634590.5522,324461.8479,634890.5522,164
POINT (324161.8479 634290.5522),13555,13555,324161.8479,634290.5522,324461.8479,634590.5522,122
POINT (324161.8479 633990.5522),13556,13556,324161.8479,633990.5522,324461.8479,634290.5522,275
POINT (324161.8479 633690.5522),13557,13557,324161.8479,633690.5522,324461.8479,633990.5522,483
POINT (324161.8479 633390.5522),13558,13558,324161.8479,633390.5522,324461.8479,633690.5522,256
POINT (324161.8479 633090.5522),13559,13559,324161.8479,633090.5522,324461.8479,633390.5522,196
POINT (324161.8479 632790.5522),13560,13560,324161.8479,632790.5522,324461.8479,633090.5522,97
POINT (324161.8479 632490.5522),13561,13561,324161.8479,632490.5522,324461.8479,632790.5522,112
POINT (324161.8479 632190.5522),13562,13562,324161.8479,632190.5522,324461.8479,632490.5522,23
POINT (324161.8479 631890.5522),13563,13563,324161.8479,631890.5522,324461.8479,632190.5522,171
POINT (324161.8479 631590.5522),13564,13564,324161.8479,631590.5522,324461.8479,631890.5522,245
POINT (324161.8479 631290.5522),13565,13565,324161.8479,631290.5522,324461.8479,631590.5522,91
POINT (324161.8479 630990.5522),13566,13566,324161.8479,630990.5522,324461.8479,631290.5522,62
POINT (324161.8479 630690.5522),13567,13567,324161.8479,630690.5522,324461.8479,630990.5522,121
POINT (324161.8479 630390.5522),13568,13568,324161.8479,630390.5522,324461.8479,630690.5522,89
POINT (324161.8479 630090.5522),13569,13569,324161.8479,630090.5522,324461.8479,630390.5522,43
POINT (324161.8479 629790.5522),13570,13570,324161.8479,629790.5522,324461.8479,630090.5522,38
POINT (324161.8479 629490.5522),13571,13571,324161.8479,629490.5522,324461.8479,629790.5522,47
POINT (324161.8479 629190.5522),13572,13572,324161.8479,629190.5522,324461.8479,629490.5522,442
POINT (324161.8479 628890.5522),13573,13573,324161.8479,628890.5522,324461.8479,629190.5522,292
POINT (324161.8479 628590.5522),13574,13574,324161.8479,628590.5522,324461.8479,628890.5522,810
POINT (324161.8479 628290.5522),13575,13575,324161.8479,628290.5522,324461.8479,628590.5522,742
POINT (324161.8479 627990.5522),13576,13576,324161.8479,627990.5522,324461.8479,628290.5522,600
POINT (324161.8479 627690.5522),13577,13577,324161.8479,627690.5522,324461.8479,627990.5522,16
POINT (324161.8479 627390.5522),13578,13578,324161.8479,627390.5522,324461.8479,627690.5522,37
POINT (324161.8479 627090.5522),13579,13579,324161.8479,627090.5522,324461.8479,627390.5522,88
POINT (324161.8479 626790.5522),13580,13580,324161.8479,626790.5522,324461.8479,627090.5522,74
POINT (324161.8479 626490.5522),13581,13581,324161.8479,626490.5522,324461.8479,626790.5522,127
POINT (324161.8479 626190.5522),13582,13582,324161.8479,626190.5522,324461.8479,626490.5522,44
POINT (324161.8479 625890.5522),13583,13583,324161.8479,625890.5522,324461.8479,626190.5522,44
POINT (324161.8479 625590.5522),13584,13584,324161.8479,625590.5522,324461.8479,625890.5522,86
POINT (324161.8479 625290.5522),13585,13585,324161.8479,625290.5522,324461.8479,625590.5522,54
POINT (324161.8479 624990.5522),13586,13586,324161.8479,624990.5522,324461.8479,625290.5522,17
POINT (324161.8479 624690.5522),13587,13587,324161.8479,624690.5522,324461.8479,624990.5522,191
POINT (324161.8479 624390.5522),13588,13588,324161.8479,624390.5522,324461.8479,624690.5522,124
POINT (324161.8479 624090.5522),13589,13589,324161.8479,624090.5522,324461.8479,624390.5522,48
POINT (324161.8479 623790.5522),13590,13590,324161.8479,623790.5522,324461.8479,624090.5522,50
POINT (324161.8479 623490.5522),13591,13591,324161.8479,623490.5522,324461.8479,623790.5522,243
POINT (324161.8479 623190.5522),13592,13592,324161.8479,623190.5522,324461.8479,623490.5522,55
POINT (324161.8479 622890.5522),13593,13593,324161.8479,622890.5522,324461.8479,623190.5522,92
POINT (324161.8479 622590.5522),13594,13594,324161.8479,622590.5522,324461.8479,622890.5522,58
POINT (324161.8479 622290.5522),13595,13595,324161.8479,622290.5522,324461.8479,622590.5522,0
POINT (324161.8479 621990.5522),13596,13596,324161.8479,621990.5522,324461.8479,622290.5522,0
POINT (324161.8479 621690.5522),13597,13597,324161.8479,621690.5522,324461.8479,621990.5522,0
POINT (324161.8479 621390.5522),13598,13598,324161.8479,621390.5522,324461.8479,621690.5522,18
POINT (324161.8479 621090.5522),13599,13599,324161.8479,621090.5522,324461.8479,621390.5522,145
POINT (324161.8479 620790.5522),13600,13600,324161.8479,620790.5522,324461.8479,621090.5522,49
POINT (324161.8479 620490.5522),13601,13601,324161.8479,620490.5522,324461.8479,620790.5522,625
POINT (324161.8479 620190.5522),13602,13602,324161.8479,620190.5522,324461.8479,620490.5522,617
POINT (324161.8479 619890.5522),13603,13603,324161.8479,619890.5522,324461.8479,620190.5522,38
POINT (324161.8479 619590.5522),13604,13604,324161.8479,619590.5522,324461.8479,619890.5522,125
POINT (324161.8479 619290.5522),13605,13605,324161.8479,619290.5522,324461.8479,619590.5522,113
POINT (324161.8479 618990.5522),13606,13606,324161.8479,618990.5522,324461.8479,619290.5522,111
POINT (324161.8479 618690.5522),13607,13607,324161.8479,618690.5522,324461.8479,618990.5522,60
POINT (324161.8479 618390.5522),13608,13608,324161.8479,618390.5522,324461.8479,618690.5522,132
POINT (324161.8479 618090.5522),13609,13609,324161.8479,618090.5522,324461.8479,618390.5522,210
POINT (324161.8479 617790.5522),13610,13610,324161.8479,617790.5522,324461.8479,618090.5522,40
POINT (324161.8479 617490.5522),13611,13611,324161.8479,617490.5522,324461.8479,617790.5522,56
POINT (324161.8479 617190.5522),13612,13612,324161.8479,617190.5522,324461.8479,617490.5522,55
POINT (324161.8479 616890.5522),13613,13613,324161.8479,616890.5522,324461.8479,617190.5522,30
POINT (324161.8479 616590.5522),13614,13614,324161.8479,616590.5522,324461.8479,616890.5522,117
POINT (324161.8479 616290.5522),13615,13615,324161.8479,616290.5522,324461.8479,616590.5522,113
POINT (324161.8479 615990.5522),13616,13616,324161.8479,615990.5522,324461.8479,616290.5522,131
POINT (324161.8479 615690.5522),13617,13617,324161.8479,615690.5522,324461.8479,615990.5522,131
POINT (324161.8479 615390.5522),13618,13618,324161.8479,615390.5522,324461.8479,615690.5522,111
POINT (324161.8479 615090.5522),13619,13619,324161.8479,615090.5522,324461.8479,615390.5522,74
POINT (324161.8479 614790.5522),13620,13620,324161.8479,614790.5522,324461.8479,615090.5522,43
POINT (324161.8479 614490.5522),13621,13621,324161.8479,614490.5522,324461.8479,614790.5522,83
POINT (324161.8479 614190.5522),13622,13622,324161.8479,614190.5522,324461.8479,614490.5522,142
POINT (324161.8479 613890.5522),13623,13623,324161.8479,613890.5522,324461.8479,614190.5522,323
POINT (324161.8479 613590.5522),13624,13624,324161.8479,613590.5522,324461.8479,613890.5522,770
POINT (324461.8479 652590.5522),13625,13625,324461.8479,652590.5522,324761.8479,652890.5522,
POINT (324461.8479 652290.5522),13626,13626,324461.8479,652290.5522,324761.8479,652590.5522,166
POINT (324461.8479 651990.5522),13627,13627,324461.8479,651990.5522,324761.8479,652290.5522,169
POINT (324461.8479 651690.5522),13628,13628,324461.8479,651690.5522,324761.8479,651990.5522,86
POINT (324461.8479 651390.5522),13629,13629,324461.8479,651390.5522,324761.8479,651690.5522,202
POINT (324461.8479 651090.5522),13630,13630,324461.8479,651090.5522,324761.8479,651390.5522,211
POINT (324461.8479 650790.5522),13631,13631,324461.8479,650790.5522,324761.8479,651090.5522,113
POINT (324461.8479 650490.5522),13632,13632,324461.8479,650490.5522,324761.8479,650790.5522,113
POINT (324461.8479 650190.5522),13633,13633,324461.8479,650190.5522,324761.8479,650490.5522,76
POINT (324461.8479 649890.5522),13634,13634,324461.8479,649890.5522,324761.8479,650190.5522,206
POINT (324461.8479 649590.5522),13635,13635,324461.8479,649590.5522,324761.8479,649890.5522,90
POINT (324461.8479 649290.5522),13636,13636,324461.8479,649290.5522,324761.8479,649590.5522,528
POINT (324461.8479 648990.5522),13637,13637,324461.8479,648990.5522,324761.8479,649290.5522,163
POINT (324461.8479 648690.5522),13638,13638,324461.8479,648690.5522,324761.8479,648990.5522,282
POINT (324461.8479 648390.5522),13639,13639,324461.8479,648390.5522,324761.8479,648690.5522,157
POINT (324461.8479 648090.5522),13640,13640,324461.8479,648090.5522,324761.8479,648390.5522,143
POINT (324461.8479 647790.5522),13641,13641,324461.8479,647790.5522,324761.8479,648090.5522,67
POINT (324461.8479 647490.5522),13642,13642,324461.8479,647490.5522,324761.8479,647790.5522,95
POINT (324461.8479 647190.5522),13643,13643,324461.8479,647190.5522,324761.8479,647490.5522,50
POINT (324461.8479 646890.5522),13644,13644,324461.8479,646890.5522,324761.8479,647190.5522,100
POINT (324461.8479 646590.5522),13645,13645,324461.8479,646590.5522,324761.8479,646890.5522,113
POINT (324461.8479 646290.5522),13646,13646,324461.8479,646290.5522,324761.8479,646590.5522,120
POINT (324461.8479 645990.5522),13647,13647,324461.8479,645990.5522,324761.8479,646290.5522,120
POINT (324461.8479 645690.5522),13648,13648,324461.8479,645690.5522,324761.8479,645990.5522,30
POINT (324461.8479 645390.5522),13649,13649,324461.8479,645390.5522,324761.8479,645690.5522,56
POINT (324461.8479 645090.5522),13650,13650,324461.8479,645090.5522,324761.8479,645390.5522,83
POINT (324461.8479 644790.5522),13651,13651,324461.8479,644790.5522,324761.8479,645090.5522,40
POINT (324461.8479 644490.5522),13652,13652,324461.8479,644490.5522,324761.8479,644790.5522,50
POINT (324461.8479 644190.5522),13653,13653,324461.8479,644190.5522,324761.8479,644490.5522,107
POINT (324461.8479 643890.5522),13654,13654,324461.8479,643890.5522,324761.8479,644190.5522,98
POINT (324461.8479 643590.5522),13655,13655,324461.8479,643590.5522,324761.8479,643890.5522,108
POINT (324461.8479 643290.5522),13656,13656,324461.8479,643290.5522,324761.8479,643590.5522,66
POINT (324461.8479 642990.5522),13657,13657,324461.8479,642990.5522,324761.8479,643290.5522,12
POINT (324461.8479 642690.5522),13658,13658,324461.8479,642690.5522,324761.8479,642990.5522,14
POINT (324461.8479 642390.5522),13659,13659,324461.8479,642390.5522,324761.8479,642690.5522,104
POINT (324461.8479 642090.5522),13660,13660,324461.8479,642090.5522,324761.8479,642390.5522,166
POINT (324461.8479 641790.5522),13661,13661,324461.8479,641790.5522,324761.8479,642090.5522,96
POINT (324461.8479 641490.5522),13662,13662,324461.8479,641490.5522,324761.8479,641790.5522,96
POINT (324461.8479 641190.5522),13663,13663,324461.8479,641190.5522,324761.8479,641490.5522,335
POINT (324461.8479 640890.5522),13664,13664,324461.8479,640890.5522,324761.8479,641190.5522,114
POINT (324461.8479 640590.5522),13665,13665,324461.8479,640590.5522,324761.8479,640890.5522,350
POINT (324461.8479 640290.5522),13666,13666,324461.8479,640290.5522,324761.8479,640590.5522,52
POINT (324461.8479 639990.5522),13667,13667,324461.8479,639990.5522,324761.8479,640290.5522,349
POINT (324461.8479 639690.5522),13668,13668,324461.8479,639690.5522,324761.8479,639990.5522,86
POINT (324461.8479 639390.5522),13669,13669,324461.8479,639390.5522,324761.8479,639690.5522,41
POINT (324461.8479 639090.5522),13670,13670,324461.8479,639090.5522,324761.8479,639390.5522,70
POINT (324461.8479 638790.5522),13671,13671,324461.8479,638790.5522,324761.8479,639090.5522,208
POINT (324461.8479 638490.5522),13672,13672,324461.8479,638490.5522,324761.8479,638790.5522,354
POINT (324461.8479 638190.5522),13673,13673,324461.8479,638190.5522,324761.8479,638490.5522,762
POINT (324461.8479 637890.5522),13674,13674,324461.8479,637890.5522,324761.8479,638190.5522,498
POINT (324461.8479 637590.5522),13675,13675,324461.8479,637590.5522,324761.8479,637890.5522,178
POINT (324461.8479 637290.5522),13676,13676,324461.8479,637290.5522,324761.8479,637590.5522,46
POINT (324461.8479 636990.5522),13677,13677,324461.8479,636990.5522,324761.8479,637290.5522,83
POINT (324461.8479 636690.5522),13678,13678,324461.8479,636690.5522,324761.8479,636990.5522,178
POINT (324461.8479 636390.5522),13679,13679,324461.8479,636390.5522,324761.8479,636690.5522,226
POINT (324461.8479 636090.5522),13680,13680,324461.8479,636090.5522,324761.8479,636390.5522,226
POINT (324461.8479 635790.5522),13681,13681,324461.8479,635790.5522,324761.8479,636090.5522,194
POINT (324461.8479 635490.5522),13682,13682,324461.8479,635490.5522,324761.8479,635790.5522,214
POINT (324461.8479 635190.5522),13683,13683,324461.8479,635190.5522,324761.8479,635490.5522,452
POINT (324461.8479 634890.5522),13684,13684,324461.8479,634890.5522,324761.8479,635190.5522,269
POINT (324461.8479 634590.5522),13685,13685,324461.8479,634590.5522,324761.8479,634890.5522,154
POINT (324461.8479 634290.5522),13686,13686,324461.8479,634290.5522,324761.8479,634590.5522,134
POINT (324461.8479 633990.5522),13687,13687,324461.8479,633990.5522,324761.8479,634290.5522,373
POINT (324461.8479 633690.5522),13688,13688,324461.8479,633690.5522,324761.8479,633990.5522,184
POINT (324461.8479 633390.5522),13689,13689,324461.8479,633390.5522,324761.8479,633690.5522,138
POINT (324461.8479 633090.5522),13690,13690,324461.8479,633090.5522,324761.8479,633390.5522,155
POINT (324461.8479 632790.5522),13691,13691,324461.8479,632790.5522,324761.8479,633090.5522,125
POINT (324461.8479 632490.5522),13692,13692,324461.8479,632490.5522,324761.8479,632790.5522,319
POINT (324461.8479 632190.5522),13693,13693,324461.8479,632190.5522,324761.8479,632490.5522,258
POINT (324461.8479 631890.5522),13694,13694,324461.8479,631890.5522,324761.8479,632190.5522,219
POINT (324461.8479 631590.5522),13695,13695,324461.8479,631590.5522,324761.8479,631890.5522,264
POINT (324461.8479 631290.5522),13696,13696,324461.8479,631290.5522,324761.8479,631590.5522,211
POINT (324461.8479 630990.5522),13697,13697,324461.8479,630990.5522,324761.8479,631290.5522,29
POINT (324461.8479 630690.5522),13698,13698,324461.8479,630690.5522,324761.8479,630990.5522,116
POINT (324461.8479 630390.5522),13699,13699,324461.8479,630390.5522,324761.8479,630690.5522,91
POINT (324461.8479 630090.5522),13700,13700,324461.8479,630090.5522,324761.8479,630390.5522,185
POINT (324461.8479 629790.5522),13701,13701,324461.8479,629790.5522,324761.8479,630090.5522,54
POINT (324461.8479 629490.5522),13702,13702,324461.8479,629490.5522,324761.8479,629790.5522,28
POINT (324461.8479 629190.5522),13703,13703,324461.8479,629190.5522,324761.8479,629490.5522,595
POINT (324461.8479 628890.5522),13704,13704,324461.8479,628890.5522,324761.8479,629190.5522,475
POINT (324461.8479 628590.5522),13705,13705,324461.8479,628590.5522,324761.8479,628890.5522,950
POINT (324461.8479 628290.5522),13706,13706,324461.8479,628290.5522,324761.8479,628590.5522,961
POINT (324461.8479 627990.5522),13707,13707,324461.8479,627990.5522,324761.8479,628290.5522,522
POINT (324461.8479 627690.5522),13708,13708,324461.8479,627690.5522,324761.8479,627990.5522,16
POINT (324461.8479 627390.5522),13709,13709,324461.8479,627390.5522,324761.8479,627690.5522,16
POINT (324461.8479 627090.5522),13710,13710,324461.8479,627090.5522,324761.8479,627390.5522,156
POINT (324461.8479 626790.5522),13711,13711,324461.8479,626790.5522,324761.8479,627090.5522,277
POINT (324461.8479 626490.5522),13712,13712,324461.8479,626490.5522,324761.8479,626790.5522,113
POINT (324461.8479 626190.5522),13713,13713,324461.8479,626190.5522,324761.8479,626490.5522,285
POINT (324461.8479 625890.5522),13714,13714,324461.8479,625890.5522,324761.8479,626190.5522,285
POINT (324461.8479 625590.5522),13715,13715,324461.8479,625590.5522,324761.8479,625890.5522,189
POINT (324461.8479 625290.5522),13716,13716,324461.8479,625290.5522,324761.8479,625590.5522,72
POINT (324461.8479 624990.5522),13717,13717,324461.8479,624990.5522,324761.8479,625290.5522,20
POINT (324461.8479 624690.5522),13718,13718,324461.8479,624690.5522,324761.8479,624990.5522,111
POINT (324461.8479 624390.5522),13719,13719,324461.8479,624390.5522,324761.8479,624690.5522,34
POINT (324461.8479 624090.5522),13720,13720,324461.8479,624090.5522,324761.8479,624390.5522,112
POINT (324461.8479 623790.5522),13721,13721,324461.8479,623790.5522,324761.8479,624090.5522,92
POINT (324461.8479 623490.5522),13722,13722,324461.8479,623490.5522,324761.8479,623790.5522,39
POINT (324461.8479 623190.5522),13723,13723,324461.8479,623190.5522,324761.8479,623490.5522,0
POINT (324461.8479 622890.5522),13724,13724,324461.8479,622890.5522,324761.8479,623190.5522,0
POINT (324461.8479 622590.5522),13725,13725,324461.8479,622590.5522,324761.8479,622890.5522,0
POINT (324461.8479 622290.5522),13726,13726,324461.8479,622290.5522,324761.8479,622590.5522,0
POINT (324461.8479 621990.5522),13727,13727,324461.8479,621990.5522,324761.8479,622290.5522,1087
POINT (324461.8479 621690.5522),13728,13728,324461.8479,621690.5522,324761.8479,621990.5522,1230
POINT (324461.8479 621390.5522),13729,13729,324461.8479,621390.5522,324761.8479,621690.5522,800
POINT (324461.8479 621090.5522),13730,13730,324461.8479,621090.5522,324761.8479,621390.5522,118
POINT (324461.8479 620790.5522),13731,13731,324461.8479,620790.5522,324761.8479,621090.5522,27
POINT (324461.8479 620490.5522),13732,13732,324461.8479,620490.5522,324761.8479,620790.5522,340
POINT (324461.8479 620190.5522),13733,13733,324461.8479,620190.5522,324761.8479,620490.5522,646
POINT (324461.8479 619890.5522),13734,13734,324461.8479,619890.5522,324761.8479,620190.5522,202
POINT (324461.8479 619590.5522),13735,13735,324461.8479,619590.5522,324761.8479,619890.5522,214
POINT (324461.8479 619290.5522),13736,13736,324461.8479,619290.5522,324761.8479,619590.5522,186
POINT (324461.8479 618990.5522),13737,13737,324461.8479,618990.5522,324761.8479,619290.5522,150
POINT (324461.8479 618690.5522),13738,13738,324461.8479,618690.5522,324761.8479,618990.5522,69
POINT (324461.8479 618390.5522),13739,13739,324461.8479,618390.5522,324761.8479,618690.5522,92
POINT (324461.8479 618090.5522),13740,13740,324461.8479,618090.5522,324761.8479,618390.5522,40
POINT (324461.8479 617790.5522),13741,13741,324461.8479,617790.5522,324761.8479,618090.5522,35
POINT (324461.8479 617490.5522),13742,13742,324461.8479,617490.5522,324761.8479,617790.5522,98
POINT (324461.8479 617190.5522),13743,13743,324461.8479,617190.5522,324761.8479,617490.5522,121
POINT (324461.8479 616890.5522),13744,13744,324461.8479,616890.5522,324761.8479,617190.5522,121
POINT (324461.8479 616590.5522),13745,13745,324461.8479,616590.5522,324761.8479,616890.5522,17
POINT (324461.8479 616290.5522),13746,13746,324461.8479,616290.5522,324761.8479,616590.5522,141
POINT (324461.8479 615990.5522),13747,13747,324461.8479,615990.5522,324761.8479,616290.5522,141
POINT (324461.8479 615690.5522),13748,13748,324461.8479,615690.5522,324761.8479,615990.5522,137
POINT (324461.8479 615390.5522),13749,13749,324461.8479,615390.5522,324761.8479,615690.5522,73
POINT (324461.8479 615090.5522),13750,13750,324461.8479,615090.5522,324761.8479,615390.5522,20
POINT (324461.8479 614790.5522),13751,13751,324461.8479,614790.5522,324761.8479,615090.5522,213
POINT (324461.8479 614490.5522),13752,13752,324461.8479,614490.5522,324761.8479,614790.5522,60
POINT (324461.8479 614190.5522),13753,13753,324461.8479,614190.5522,324761.8479,614490.5522,216
POINT (324461.8479 613890.5522),13754,13754,324461.8479,613890.5522,324761.8479,614190.5522,434
POINT (324461.8479 613590.5522),13755,13755,324461.8479,613590.5522,324761.8479,613890.5522,920
POINT (324761.8479 652590.5522),13756,13756,324761.8479,652590.5522,325061.8479,652890.5522,
POINT (324761.8479 652290.5522),13757,13757,324761.8479,652290.5522,325061.8479,652590.5522,69
POINT (324761.8479 651990.5522),13758,13758,324761.8479,651990.5522,325061.8479,652290.5522,108
POINT (324761.8479 651690.5522),13759,13759,324761.8479,651690.5522,325061.8479,651990.5522,260
POINT (324761.8479 651390.5522),13760,13760,324761.8479,651390.5522,325061.8479,651690.5522,132
POINT (324761.8479 651090.5522),13761,13761,324761.8479,651090.5522,325061.8479,651390.5522,142
POINT (324761.8479 650790.5522),13762,13762,324761.8479,650790.5522,325061.8479,651090.5522,96
POINT (324761.8479 650490.5522),13763,13763,324761.8479,650490.5522,325061.8479,650790.5522,106
POINT (324761.8479 650190.5522),13764,13764,324761.8479,650190.5522,325061.8479,650490.5522,43
POINT (324761.8479 649890.5522),13765,13765,324761.8479,649890.5522,325061.8479,650190.5522,125
POINT (324761.8479 649590.5522),13766,13766,324761.8479,649590.5522,325061.8479,649890.5522,73
POINT (324761.8479 649290.5522),13767,13767,324761.8479,649290.5522,325061.8479,649590.5522,240
POINT (324761.8479 648990.5522),13768,13768,324761.8479,648990.5522,325061.8479,649290.5522,70
POINT (324761.8479 648690.5522),13769,13769,324761.8479,648690.5522,325061.8479,648990.5522,128
POINT (324761.8479 648390.5522),13770,13770,324761.8479,648390.5522,325061.8479,648690.5522,229
POINT (324761.8479 648090.5522),13771,13771,324761.8479,648090.5522,325061.8479,648390.5522,118
POINT (324761.8479 647790.5522),13772,13772,324761.8479,647790.5522,325061.8479,648090.5522,81
POINT (324761.8479 647490.5522),13773,13773,324761.8479,647490.5522,325061.8479,647790.5522,45
POINT (324761.8479 647190.5522),13774,13774,324761.8479,647190.5522,325061.8479,647490.5522,23
POINT (324761.8479 646890.5522),13775,13775,324761.8479,646890.5522,325061.8479,647190.5522,133
POINT (324761.8479 646590.5522),13776,13776,324761.8479,646590.5522,325061.8479,646890.5522,70
POINT (324761.8479 646290.5522),13777,13777,324761.8479,646290.5522,325061.8479,646590.5522,70
POINT (324761.8479 645990.5522),13778,13778,324761.8479,645990.5522,325061.8479,646290.5522,107
POINT (324761.8479 645690.5522),13779,13779,324761.8479,645690.5522,325061.8479,645990.5522,58
POINT (324761.8479 645390.5522),13780,13780,324761.8479,645390.5522,325061.8479,645690.5522,74
POINT (324761.8479 645090.5522),13781,13781,324761.8479,645090.5522,325061.8479,645390.5522,27
POINT (324761.8479 644790.5522),13782,13782,324761.8479,644790.5522,325061.8479,645090.5522,70
POINT (324761.8479 644490.5522),13783,13783,324761.8479,644490.5522,325061.8479,644790.5522,179
POINT (324761.8479 644190.5522),13784,13784,324761.8479,644190.5522,325061.8479,644490.5522,141
POINT (324761.8479 643890.5522),13785,13785,324761.8479,643890.5522,325061.8479,644190.5522,125
POINT (324761.8479 643590.5522),13786,13786,324761.8479,643590.5522,325061.8479,643890.5522,91
