WKT,fid,id,left,top,right,bottom,AGB
POINT (304361.8479 630390.5522),4922,4922,304361.8479,630390.5522,304661.8479,630690.5522,15
POINT (304361.8479 630090.5522),4923,4923,304361.8479,630090.5522,304661.8479,630390.5522,142
POINT (304361.8479 629790.5522),4924,4924,304361.8479,629790.5522,304661.8479,630090.5522,389
POINT (304361.8479 629490.5522),4925,4925,304361.8479,629490.5522,304661.8479,629790.5522,154
POINT (304361.8479 629190.5522),4926,4926,304361.8479,629190.5522,304661.8479,629490.5522,82
POINT (304361.8479 628890.5522),4927,4927,304361.8479,628890.5522,304661.8479,629190.5522,33
POINT (304361.8479 628590.5522),4928,4928,304361.8479,628590.5522,304661.8479,628890.5522,16
POINT (304361.8479 628290.5522),4929,4929,304361.8479,628290.5522,304661.8479,628590.5522,49
POINT (304361.8479 627990.5522),4930,4930,304361.8479,627990.5522,304661.8479,628290.5522,291
POINT (304361.8479 627690.5522),4931,4931,304361.8479,627690.5522,304661.8479,627990.5522,64
POINT (304361.8479 627390.5522),4932,4932,304361.8479,627390.5522,304661.8479,627690.5522,77
POINT (304361.8479 627090.5522),4933,4933,304361.8479,627090.5522,304661.8479,627390.5522,25
POINT (304361.8479 626790.5522),4934,4934,304361.8479,626790.5522,304661.8479,627090.5522,43
POINT (304361.8479 626490.5522),4935,4935,304361.8479,626490.5522,304661.8479,626790.5522,16
POINT (304361.8479 626190.5522),4936,4936,304361.8479,626190.5522,304661.8479,626490.5522,24
POINT (304361.8479 625890.5522),4937,4937,304361.8479,625890.5522,304661.8479,626190.5522,33
POINT (304361.8479 625590.5522),4938,4938,304361.8479,625590.5522,304661.8479,625890.5522,71
POINT (304361.8479 625290.5522),4939,4939,304361.8479,625290.5522,304661.8479,625590.5522,163
POINT (304361.8479 624990.5522),4940,4940,304361.8479,624990.5522,304661.8479,625290.5522,91
POINT (304361.8479 624690.5522),4941,4941,304361.8479,624690.5522,304661.8479,624990.5522,16
POINT (304361.8479 624390.5522),4942,4942,304361.8479,624390.5522,304661.8479,624690.5522,61
POINT (304361.8479 624090.5522),4943,4943,304361.8479,624090.5522,304661.8479,624390.5522,57
POINT (304361.8479 623790.5522),4944,4944,304361.8479,623790.5522,304661.8479,624090.5522,43
POINT (304361.8479 623490.5522),4945,4945,304361.8479,623490.5522,304661.8479,623790.5522,445
POINT (304361.8479 623190.5522),4946,4946,304361.8479,623190.5522,304661.8479,623490.5522,445
POINT (304361.8479 622890.5522),4947,4947,304361.8479,622890.5522,304661.8479,623190.5522,859
POINT (304361.8479 622590.5522),4948,4948,304361.8479,622590.5522,304661.8479,622890.5522,1001
POINT (304361.8479 622290.5522),4949,4949,304361.8479,622290.5522,304661.8479,622590.5522,1085
POINT (304361.8479 621990.5522),4950,4950,304361.8479,621990.5522,304661.8479,622290.5522,891
POINT (304361.8479 621690.5522),4951,4951,304361.8479,621690.5522,304661.8479,621990.5522,780
POINT (304361.8479 621390.5522),4952,4952,304361.8479,621390.5522,304661.8479,621690.5522,1032
POINT (304361.8479 621090.5522),4953,4953,304361.8479,621090.5522,304661.8479,621390.5522,879
POINT (304361.8479 620790.5522),4954,4954,304361.8479,620790.5522,304661.8479,621090.5522,233
POINT (304361.8479 620490.5522),4955,4955,304361.8479,620490.5522,304661.8479,620790.5522,942
POINT (304361.8479 620190.5522),4956,4956,304361.8479,620190.5522,304661.8479,620490.5522,616
POINT (304361.8479 619890.5522),4957,4957,304361.8479,619890.5522,304661.8479,620190.5522,317
POINT (304361.8479 619590.5522),4958,4958,304361.8479,619590.5522,304661.8479,619890.5522,426
POINT (304361.8479 619290.5522),4959,4959,304361.8479,619290.5522,304661.8479,619590.5522,526
POINT (304361.8479 618990.5522),4960,4960,304361.8479,618990.5522,304661.8479,619290.5522,162
POINT (304361.8479 618690.5522),4961,4961,304361.8479,618690.5522,304661.8479,618990.5522,825
POINT (304361.8479 618390.5522),4962,4962,304361.8479,618390.5522,304661.8479,618690.5522,866
POINT (304361.8479 618090.5522),4963,4963,304361.8479,618090.5522,304661.8479,618390.5522,44
POINT (304361.8479 617790.5522),4964,4964,304361.8479,617790.5522,304661.8479,618090.5522,397
POINT (304361.8479 617490.5522),4965,4965,304361.8479,617490.5522,304661.8479,617790.5522,796
POINT (304361.8479 617190.5522),4966,4966,304361.8479,617190.5522,304661.8479,617490.5522,619
POINT (304361.8479 616890.5522),4967,4967,304361.8479,616890.5522,304661.8479,617190.5522,813
POINT (304361.8479 616590.5522),4968,4968,304361.8479,616590.5522,304661.8479,616890.5522,829
POINT (304361.8479 616290.5522),4969,4969,304361.8479,616290.5522,304661.8479,616590.5522,269
POINT (304361.8479 615990.5522),4970,4970,304361.8479,615990.5522,304661.8479,616290.5522,503
POINT (304361.8479 615690.5522),4971,4971,304361.8479,615690.5522,304661.8479,615990.5522,587
POINT (304361.8479 615390.5522),4972,4972,304361.8479,615390.5522,304661.8479,615690.5522,539
POINT (304361.8479 615090.5522),4973,4973,304361.8479,615090.5522,304661.8479,615390.5522,43
POINT (304361.8479 614790.5522),4974,4974,304361.8479,614790.5522,304661.8479,615090.5522,187
POINT (304361.8479 614490.5522),4975,4975,304361.8479,614490.5522,304661.8479,614790.5522,301
POINT (304361.8479 614190.5522),4976,4976,304361.8479,614190.5522,304661.8479,614490.5522,173
POINT (304361.8479 613890.5522),4977,4977,304361.8479,613890.5522,304661.8479,614190.5522,407
POINT (304361.8479 613590.5522),4978,4978,304361.8479,613590.5522,304661.8479,613890.5522,631
POINT (304661.8479 652590.5522),4979,4979,304661.8479,652590.5522,304961.8479,652890.5522,
POINT (304661.8479 652290.5522),4980,4980,304661.8479,652290.5522,304961.8479,652590.5522,90
POINT (304661.8479 651990.5522),4981,4981,304661.8479,651990.5522,304961.8479,652290.5522,66
POINT (304661.8479 651690.5522),4982,4982,304661.8479,651690.5522,304961.8479,651990.5522,57
POINT (304661.8479 651390.5522),4983,4983,304661.8479,651390.5522,304961.8479,651690.5522,135
POINT (304661.8479 651090.5522),4984,4984,304661.8479,651090.5522,304961.8479,651390.5522,64
POINT (304661.8479 650790.5522),4985,4985,304661.8479,650790.5522,304961.8479,651090.5522,77
POINT (304661.8479 650490.5522),4986,4986,304661.8479,650490.5522,304961.8479,650790.5522,82
POINT (304661.8479 650190.5522),4987,4987,304661.8479,650190.5522,304961.8479,650490.5522,77
POINT (304661.8479 649890.5522),4988,4988,304661.8479,649890.5522,304961.8479,650190.5522,77
POINT (304661.8479 649590.5522),4989,4989,304661.8479,649590.5522,304961.8479,649890.5522,135
POINT (304661.8479 649290.5522),4990,4990,304661.8479,649290.5522,304961.8479,649590.5522,74
POINT (304661.8479 648990.5522),4991,4991,304661.8479,648990.5522,304961.8479,649290.5522,39
POINT (304661.8479 648690.5522),4992,4992,304661.8479,648690.5522,304961.8479,648990.5522,99
POINT (304661.8479 648390.5522),4993,4993,304661.8479,648390.5522,304961.8479,648690.5522,157
POINT (304661.8479 648090.5522),4994,4994,304661.8479,648090.5522,304961.8479,648390.5522,52
POINT (304661.8479 647790.5522),4995,4995,304661.8479,647790.5522,304961.8479,648090.5522,128
POINT (304661.8479 647490.5522),4996,4996,304661.8479,647490.5522,304961.8479,647790.5522,504
POINT (304661.8479 647190.5522),4997,4997,304661.8479,647190.5522,304961.8479,647490.5522,41
POINT (304661.8479 646890.5522),4998,4998,304661.8479,646890.5522,304961.8479,647190.5522,155
POINT (304661.8479 646590.5522),4999,4999,304661.8479,646590.5522,304961.8479,646890.5522,63
POINT (304661.8479 646290.5522),5000,5000,304661.8479,646290.5522,304961.8479,646590.5522,14
POINT (304661.8479 645990.5522),5001,5001,304661.8479,645990.5522,304961.8479,646290.5522,47
POINT (304661.8479 645690.5522),5002,5002,304661.8479,645690.5522,304961.8479,645990.5522,50
POINT (304661.8479 645390.5522),5003,5003,304661.8479,645390.5522,304961.8479,645690.5522,102
POINT (304661.8479 645090.5522),5004,5004,304661.8479,645090.5522,304961.8479,645390.5522,107
POINT (304661.8479 644790.5522),5005,5005,304661.8479,644790.5522,304961.8479,645090.5522,101
POINT (304661.8479 644490.5522),5006,5006,304661.8479,644490.5522,304961.8479,644790.5522,84
POINT (304661.8479 644190.5522),5007,5007,304661.8479,644190.5522,304961.8479,644490.5522,90
POINT (304661.8479 643890.5522),5008,5008,304661.8479,643890.5522,304961.8479,644190.5522,129
POINT (304661.8479 643590.5522),5009,5009,304661.8479,643590.5522,304961.8479,643890.5522,91
POINT (304661.8479 643290.5522),5010,5010,304661.8479,643290.5522,304961.8479,643590.5522,91
POINT (304661.8479 642990.5522),5011,5011,304661.8479,642990.5522,304961.8479,643290.5522,68
POINT (304661.8479 642690.5522),5012,5012,304661.8479,642690.5522,304961.8479,642990.5522,213
POINT (304661.8479 642390.5522),5013,5013,304661.8479,642390.5522,304961.8479,642690.5522,64
POINT (304661.8479 642090.5522),5014,5014,304661.8479,642090.5522,304961.8479,642390.5522,107
POINT (304661.8479 641790.5522),5015,5015,304661.8479,641790.5522,304961.8479,642090.5522,196
POINT (304661.8479 641490.5522),5016,5016,304661.8479,641490.5522,304961.8479,641790.5522,112
POINT (304661.8479 641190.5522),5017,5017,304661.8479,641190.5522,304961.8479,641490.5522,115
POINT (304661.8479 640890.5522),5018,5018,304661.8479,640890.5522,304961.8479,641190.5522,54
POINT (304661.8479 640590.5522),5019,5019,304661.8479,640590.5522,304961.8479,640890.5522,716
POINT (304661.8479 640290.5522),5020,5020,304661.8479,640290.5522,304961.8479,640590.5522,417
POINT (304661.8479 639990.5522),5021,5021,304661.8479,639990.5522,304961.8479,640290.5522,188
POINT (304661.8479 639690.5522),5022,5022,304661.8479,639690.5522,304961.8479,639990.5522,238
POINT (304661.8479 639390.5522),5023,5023,304661.8479,639390.5522,304961.8479,639690.5522,38
POINT (304661.8479 639090.5522),5024,5024,304661.8479,639090.5522,304961.8479,639390.5522,35
POINT (304661.8479 638790.5522),5025,5025,304661.8479,638790.5522,304961.8479,639090.5522,92
POINT (304661.8479 638490.5522),5026,5026,304661.8479,638490.5522,304961.8479,638790.5522,167
POINT (304661.8479 638190.5522),5027,5027,304661.8479,638190.5522,304961.8479,638490.5522,125
POINT (304661.8479 637890.5522),5028,5028,304661.8479,637890.5522,304961.8479,638190.5522,252
POINT (304661.8479 637590.5522),5029,5029,304661.8479,637590.5522,304961.8479,637890.5522,19
POINT (304661.8479 637290.5522),5030,5030,304661.8479,637290.5522,304961.8479,637590.5522,147
POINT (304661.8479 636990.5522),5031,5031,304661.8479,636990.5522,304961.8479,637290.5522,20
POINT (304661.8479 636690.5522),5032,5032,304661.8479,636690.5522,304961.8479,636990.5522,38
POINT (304661.8479 636390.5522),5033,5033,304661.8479,636390.5522,304961.8479,636690.5522,108
POINT (304661.8479 636090.5522),5034,5034,304661.8479,636090.5522,304961.8479,636390.5522,137
POINT (304661.8479 635790.5522),5035,5035,304661.8479,635790.5522,304961.8479,636090.5522,222
POINT (304661.8479 635490.5522),5036,5036,304661.8479,635490.5522,304961.8479,635790.5522,106
POINT (304661.8479 635190.5522),5037,5037,304661.8479,635190.5522,304961.8479,635490.5522,133
POINT (304661.8479 634890.5522),5038,5038,304661.8479,634890.5522,304961.8479,635190.5522,128
POINT (304661.8479 634590.5522),5039,5039,304661.8479,634590.5522,304961.8479,634890.5522,36
POINT (304661.8479 634290.5522),5040,5040,304661.8479,634290.5522,304961.8479,634590.5522,102
POINT (304661.8479 633990.5522),5041,5041,304661.8479,633990.5522,304961.8479,634290.5522,104
POINT (304661.8479 633690.5522),5042,5042,304661.8479,633690.5522,304961.8479,633990.5522,81
POINT (304661.8479 633390.5522),5043,5043,304661.8479,633390.5522,304961.8479,633690.5522,81
POINT (304661.8479 633090.5522),5044,5044,304661.8479,633090.5522,304961.8479,633390.5522,61
POINT (304661.8479 632790.5522),5045,5045,304661.8479,632790.5522,304961.8479,633090.5522,18
POINT (304661.8479 632490.5522),5046,5046,304661.8479,632490.5522,304961.8479,632790.5522,53
POINT (304661.8479 632190.5522),5047,5047,304661.8479,632190.5522,304961.8479,632490.5522,59
POINT (304661.8479 631890.5522),5048,5048,304661.8479,631890.5522,304961.8479,632190.5522,250
POINT (304661.8479 631590.5522),5049,5049,304661.8479,631590.5522,304961.8479,631890.5522,332
POINT (304661.8479 631290.5522),5050,5050,304661.8479,631290.5522,304961.8479,631590.5522,28
POINT (304661.8479 630990.5522),5051,5051,304661.8479,630990.5522,304961.8479,631290.5522,23
POINT (304661.8479 630690.5522),5052,5052,304661.8479,630690.5522,304961.8479,630990.5522,16
POINT (304661.8479 630390.5522),5053,5053,304661.8479,630390.5522,304961.8479,630690.5522,18
POINT (304661.8479 630090.5522),5054,5054,304661.8479,630090.5522,304961.8479,630390.5522,150
POINT (304661.8479 629790.5522),5055,5055,304661.8479,629790.5522,304961.8479,630090.5522,195
POINT (304661.8479 629490.5522),5056,5056,304661.8479,629490.5522,304961.8479,629790.5522,116
POINT (304661.8479 629190.5522),5057,5057,304661.8479,629190.5522,304961.8479,629490.5522,76
POINT (304661.8479 628890.5522),5058,5058,304661.8479,628890.5522,304961.8479,629190.5522,16
POINT (304661.8479 628590.5522),5059,5059,304661.8479,628590.5522,304961.8479,628890.5522,203
POINT (304661.8479 628290.5522),5060,5060,304661.8479,628290.5522,304961.8479,628590.5522,130
POINT (304661.8479 627990.5522),5061,5061,304661.8479,627990.5522,304961.8479,628290.5522,20
POINT (304661.8479 627690.5522),5062,5062,304661.8479,627690.5522,304961.8479,627990.5522,17
POINT (304661.8479 627390.5522),5063,5063,304661.8479,627390.5522,304961.8479,627690.5522,266
POINT (304661.8479 627090.5522),5064,5064,304661.8479,627090.5522,304961.8479,627390.5522,402
POINT (304661.8479 626790.5522),5065,5065,304661.8479,626790.5522,304961.8479,627090.5522,63
POINT (304661.8479 626490.5522),5066,5066,304661.8479,626490.5522,304961.8479,626790.5522,355
POINT (304661.8479 626190.5522),5067,5067,304661.8479,626190.5522,304961.8479,626490.5522,435
POINT (304661.8479 625890.5522),5068,5068,304661.8479,625890.5522,304961.8479,626190.5522,172
POINT (304661.8479 625590.5522),5069,5069,304661.8479,625590.5522,304961.8479,625890.5522,240
POINT (304661.8479 625290.5522),5070,5070,304661.8479,625290.5522,304961.8479,625590.5522,91
POINT (304661.8479 624990.5522),5071,5071,304661.8479,624990.5522,304961.8479,625290.5522,91
POINT (304661.8479 624690.5522),5072,5072,304661.8479,624690.5522,304961.8479,624990.5522,100
POINT (304661.8479 624390.5522),5073,5073,304661.8479,624390.5522,304961.8479,624690.5522,101
POINT (304661.8479 624090.5522),5074,5074,304661.8479,624090.5522,304961.8479,624390.5522,39
POINT (304661.8479 623790.5522),5075,5075,304661.8479,623790.5522,304961.8479,624090.5522,77
POINT (304661.8479 623490.5522),5076,5076,304661.8479,623490.5522,304961.8479,623790.5522,77
POINT (304661.8479 623190.5522),5077,5077,304661.8479,623190.5522,304961.8479,623490.5522,724
POINT (304661.8479 622890.5522),5078,5078,304661.8479,622890.5522,304961.8479,623190.5522,686
POINT (304661.8479 622590.5522),5079,5079,304661.8479,622590.5522,304961.8479,622890.5522,764
POINT (304661.8479 622290.5522),5080,5080,304661.8479,622290.5522,304961.8479,622590.5522,849
POINT (304661.8479 621990.5522),5081,5081,304661.8479,621990.5522,304961.8479,622290.5522,1045
POINT (304661.8479 621690.5522),5082,5082,304661.8479,621690.5522,304961.8479,621990.5522,913
POINT (304661.8479 621390.5522),5083,5083,304661.8479,621390.5522,304961.8479,621690.5522,977
POINT (304661.8479 621090.5522),5084,5084,304661.8479,621090.5522,304961.8479,621390.5522,1065
POINT (304661.8479 620790.5522),5085,5085,304661.8479,620790.5522,304961.8479,621090.5522,351
POINT (304661.8479 620490.5522),5086,5086,304661.8479,620490.5522,304961.8479,620790.5522,426
POINT (304661.8479 620190.5522),5087,5087,304661.8479,620190.5522,304961.8479,620490.5522,283
POINT (304661.8479 619890.5522),5088,5088,304661.8479,619890.5522,304961.8479,620190.5522,30
POINT (304661.8479 619590.5522),5089,5089,304661.8479,619590.5522,304961.8479,619890.5522,268
POINT (304661.8479 619290.5522),5090,5090,304661.8479,619290.5522,304961.8479,619590.5522,80
POINT (304661.8479 618990.5522),5091,5091,304661.8479,618990.5522,304961.8479,619290.5522,410
POINT (304661.8479 618690.5522),5092,5092,304661.8479,618690.5522,304961.8479,618990.5522,711
POINT (304661.8479 618390.5522),5093,5093,304661.8479,618390.5522,304961.8479,618690.5522,38
POINT (304661.8479 618090.5522),5094,5094,304661.8479,618090.5522,304961.8479,618390.5522,12
POINT (304661.8479 617790.5522),5095,5095,304661.8479,617790.5522,304961.8479,618090.5522,118
POINT (304661.8479 617490.5522),5096,5096,304661.8479,617490.5522,304961.8479,617790.5522,388
POINT (304661.8479 617190.5522),5097,5097,304661.8479,617190.5522,304961.8479,617490.5522,709
POINT (304661.8479 616890.5522),5098,5098,304661.8479,616890.5522,304961.8479,617190.5522,556
POINT (304661.8479 616590.5522),5099,5099,304661.8479,616590.5522,304961.8479,616890.5522,250
POINT (304661.8479 616290.5522),5100,5100,304661.8479,616290.5522,304961.8479,616590.5522,15
POINT (304661.8479 615990.5522),5101,5101,304661.8479,615990.5522,304961.8479,616290.5522,106
POINT (304661.8479 615690.5522),5102,5102,304661.8479,615690.5522,304961.8479,615990.5522,450
POINT (304661.8479 615390.5522),5103,5103,304661.8479,615390.5522,304961.8479,615690.5522,691
POINT (304661.8479 615090.5522),5104,5104,304661.8479,615090.5522,304961.8479,615390.5522,91
POINT (304661.8479 614790.5522),5105,5105,304661.8479,614790.5522,304961.8479,615090.5522,18
POINT (304661.8479 614490.5522),5106,5106,304661.8479,614490.5522,304961.8479,614790.5522,28
POINT (304661.8479 614190.5522),5107,5107,304661.8479,614190.5522,304961.8479,614490.5522,696
POINT (304661.8479 613890.5522),5108,5108,304661.8479,613890.5522,304961.8479,614190.5522,296
POINT (304661.8479 613590.5522),5109,5109,304661.8479,613590.5522,304961.8479,613890.5522,202
POINT (304961.8479 652590.5522),5110,5110,304961.8479,652590.5522,305261.8479,652890.5522,
POINT (304961.8479 652290.5522),5111,5111,304961.8479,652290.5522,305261.8479,652590.5522,52
POINT (304961.8479 651990.5522),5112,5112,304961.8479,651990.5522,305261.8479,652290.5522,38
POINT (304961.8479 651690.5522),5113,5113,304961.8479,651690.5522,305261.8479,651990.5522,120
POINT (304961.8479 651390.5522),5114,5114,304961.8479,651390.5522,305261.8479,651690.5522,154
POINT (304961.8479 651090.5522),5115,5115,304961.8479,651090.5522,305261.8479,651390.5522,40
POINT (304961.8479 650790.5522),5116,5116,304961.8479,650790.5522,305261.8479,651090.5522,82
POINT (304961.8479 650490.5522),5117,5117,304961.8479,650490.5522,305261.8479,650790.5522,43
POINT (304961.8479 650190.5522),5118,5118,304961.8479,650190.5522,305261.8479,650490.5522,53
POINT (304961.8479 649890.5522),5119,5119,304961.8479,649890.5522,305261.8479,650190.5522,29
POINT (304961.8479 649590.5522),5120,5120,304961.8479,649590.5522,305261.8479,649890.5522,79
POINT (304961.8479 649290.5522),5121,5121,304961.8479,649290.5522,305261.8479,649590.5522,93
POINT (304961.8479 648990.5522),5122,5122,304961.8479,648990.5522,305261.8479,649290.5522,56
POINT (304961.8479 648690.5522),5123,5123,304961.8479,648690.5522,305261.8479,648990.5522,119
POINT (304961.8479 648390.5522),5124,5124,304961.8479,648390.5522,305261.8479,648690.5522,30
POINT (304961.8479 648090.5522),5125,5125,304961.8479,648090.5522,305261.8479,648390.5522,60
POINT (304961.8479 647790.5522),5126,5126,304961.8479,647790.5522,305261.8479,648090.5522,61
POINT (304961.8479 647490.5522),5127,5127,304961.8479,647490.5522,305261.8479,647790.5522,30
POINT (304961.8479 647190.5522),5128,5128,304961.8479,647190.5522,305261.8479,647490.5522,47
POINT (304961.8479 646890.5522),5129,5129,304961.8479,646890.5522,305261.8479,647190.5522,50
POINT (304961.8479 646590.5522),5130,5130,304961.8479,646590.5522,305261.8479,646890.5522,120
POINT (304961.8479 646290.5522),5131,5131,304961.8479,646290.5522,305261.8479,646590.5522,495
POINT (304961.8479 645990.5522),5132,5132,304961.8479,645990.5522,305261.8479,646290.5522,84
POINT (304961.8479 645690.5522),5133,5133,304961.8479,645690.5522,305261.8479,645990.5522,55
POINT (304961.8479 645390.5522),5134,5134,304961.8479,645390.5522,305261.8479,645690.5522,35
POINT (304961.8479 645090.5522),5135,5135,304961.8479,645090.5522,305261.8479,645390.5522,120
POINT (304961.8479 644790.5522),5136,5136,304961.8479,644790.5522,305261.8479,645090.5522,106
POINT (304961.8479 644490.5522),5137,5137,304961.8479,644490.5522,305261.8479,644790.5522,133
POINT (304961.8479 644190.5522),5138,5138,304961.8479,644190.5522,305261.8479,644490.5522,248
POINT (304961.8479 643890.5522),5139,5139,304961.8479,643890.5522,305261.8479,644190.5522,55
POINT (304961.8479 643590.5522),5140,5140,304961.8479,643590.5522,305261.8479,643890.5522,55
POINT (304961.8479 643290.5522),5141,5141,304961.8479,643290.5522,305261.8479,643590.5522,230
POINT (304961.8479 642990.5522),5142,5142,304961.8479,642990.5522,305261.8479,643290.5522,126
POINT (304961.8479 642690.5522),5143,5143,304961.8479,642690.5522,305261.8479,642990.5522,59
POINT (304961.8479 642390.5522),5144,5144,304961.8479,642390.5522,305261.8479,642690.5522,102
POINT (304961.8479 642090.5522),5145,5145,304961.8479,642090.5522,305261.8479,642390.5522,59
POINT (304961.8479 641790.5522),5146,5146,304961.8479,641790.5522,305261.8479,642090.5522,75
POINT (304961.8479 641490.5522),5147,5147,304961.8479,641490.5522,305261.8479,641790.5522,23
POINT (304961.8479 641190.5522),5148,5148,304961.8479,641190.5522,305261.8479,641490.5522,92
POINT (304961.8479 640890.5522),5149,5149,304961.8479,640890.5522,305261.8479,641190.5522,125
POINT (304961.8479 640590.5522),5150,5150,304961.8479,640590.5522,305261.8479,640890.5522,78
POINT (304961.8479 640290.5522),5151,5151,304961.8479,640290.5522,305261.8479,640590.5522,27
POINT (304961.8479 639990.5522),5152,5152,304961.8479,639990.5522,305261.8479,640290.5522,81
POINT (304961.8479 639690.5522),5153,5153,304961.8479,639690.5522,305261.8479,639990.5522,112
POINT (304961.8479 639390.5522),5154,5154,304961.8479,639390.5522,305261.8479,639690.5522,48
POINT (304961.8479 639090.5522),5155,5155,304961.8479,639090.5522,305261.8479,639390.5522,63
POINT (304961.8479 638790.5522),5156,5156,304961.8479,638790.5522,305261.8479,639090.5522,49
POINT (304961.8479 638490.5522),5157,5157,304961.8479,638490.5522,305261.8479,638790.5522,97
POINT (304961.8479 638190.5522),5158,5158,304961.8479,638190.5522,305261.8479,638490.5522,118
POINT (304961.8479 637890.5522),5159,5159,304961.8479,637890.5522,305261.8479,638190.5522,123
POINT (304961.8479 637590.5522),5160,5160,304961.8479,637590.5522,305261.8479,637890.5522,94
POINT (304961.8479 637290.5522),5161,5161,304961.8479,637290.5522,305261.8479,637590.5522,36
POINT (304961.8479 636990.5522),5162,5162,304961.8479,636990.5522,305261.8479,637290.5522,20
POINT (304961.8479 636690.5522),5163,5163,304961.8479,636690.5522,305261.8479,636990.5522,28
POINT (304961.8479 636390.5522),5164,5164,304961.8479,636390.5522,305261.8479,636690.5522,207
POINT (304961.8479 636090.5522),5165,5165,304961.8479,636090.5522,305261.8479,636390.5522,163
POINT (304961.8479 635790.5522),5166,5166,304961.8479,635790.5522,305261.8479,636090.5522,173
POINT (304961.8479 635490.5522),5167,5167,304961.8479,635490.5522,305261.8479,635790.5522,186
POINT (304961.8479 635190.5522),5168,5168,304961.8479,635190.5522,305261.8479,635490.5522,113
POINT (304961.8479 634890.5522),5169,5169,304961.8479,634890.5522,305261.8479,635190.5522,113
POINT (304961.8479 634590.5522),5170,5170,304961.8479,634590.5522,305261.8479,634890.5522,272
POINT (304961.8479 634290.5522),5171,5171,304961.8479,634290.5522,305261.8479,634590.5522,302
POINT (304961.8479 633990.5522),5172,5172,304961.8479,633990.5522,305261.8479,634290.5522,158
POINT (304961.8479 633690.5522),5173,5173,304961.8479,633690.5522,305261.8479,633990.5522,158
POINT (304961.8479 633390.5522),5174,5174,304961.8479,633390.5522,305261.8479,633690.5522,76
POINT (304961.8479 633090.5522),5175,5175,304961.8479,633090.5522,305261.8479,633390.5522,197
POINT (304961.8479 632790.5522),5176,5176,304961.8479,632790.5522,305261.8479,633090.5522,120
POINT (304961.8479 632490.5522),5177,5177,304961.8479,632490.5522,305261.8479,632790.5522,154
POINT (304961.8479 632190.5522),5178,5178,304961.8479,632190.5522,305261.8479,632490.5522,657
POINT (304961.8479 631890.5522),5179,5179,304961.8479,631890.5522,305261.8479,632190.5522,526
POINT (304961.8479 631590.5522),5180,5180,304961.8479,631590.5522,305261.8479,631890.5522,352
POINT (304961.8479 631290.5522),5181,5181,304961.8479,631290.5522,305261.8479,631590.5522,323
POINT (304961.8479 630990.5522),5182,5182,304961.8479,630990.5522,305261.8479,631290.5522,44
POINT (304961.8479 630690.5522),5183,5183,304961.8479,630690.5522,305261.8479,630990.5522,28
POINT (304961.8479 630390.5522),5184,5184,304961.8479,630390.5522,305261.8479,630690.5522,15
POINT (304961.8479 630090.5522),5185,5185,304961.8479,630090.5522,305261.8479,630390.5522,323
POINT (304961.8479 629790.5522),5186,5186,304961.8479,629790.5522,305261.8479,630090.5522,627
POINT (304961.8479 629490.5522),5187,5187,304961.8479,629490.5522,305261.8479,629790.5522,71
POINT (304961.8479 629190.5522),5188,5188,304961.8479,629190.5522,305261.8479,629490.5522,38
POINT (304961.8479 628890.5522),5189,5189,304961.8479,628890.5522,305261.8479,629190.5522,145
POINT (304961.8479 628590.5522),5190,5190,304961.8479,628590.5522,305261.8479,628890.5522,73
POINT (304961.8479 628290.5522),5191,5191,304961.8479,628290.5522,305261.8479,628590.5522,58
POINT (304961.8479 627990.5522),5192,5192,304961.8479,627990.5522,305261.8479,628290.5522,35
POINT (304961.8479 627690.5522),5193,5193,304961.8479,627690.5522,305261.8479,627990.5522,17
POINT (304961.8479 627390.5522),5194,5194,304961.8479,627390.5522,305261.8479,627690.5522,73
POINT (304961.8479 627090.5522),5195,5195,304961.8479,627090.5522,305261.8479,627390.5522,125
POINT (304961.8479 626790.5522),5196,5196,304961.8479,626790.5522,305261.8479,627090.5522,182
POINT (304961.8479 626490.5522),5197,5197,304961.8479,626490.5522,305261.8479,626790.5522,38
POINT (304961.8479 626190.5522),5198,5198,304961.8479,626190.5522,305261.8479,626490.5522,70
POINT (304961.8479 625890.5522),5199,5199,304961.8479,625890.5522,305261.8479,626190.5522,128
POINT (304961.8479 625590.5522),5200,5200,304961.8479,625590.5522,305261.8479,625890.5522,134
POINT (304961.8479 625290.5522),5201,5201,304961.8479,625290.5522,305261.8479,625590.5522,202
POINT (304961.8479 624990.5522),5202,5202,304961.8479,624990.5522,305261.8479,625290.5522,135
POINT (304961.8479 624690.5522),5203,5203,304961.8479,624690.5522,305261.8479,624990.5522,155
POINT (304961.8479 624390.5522),5204,5204,304961.8479,624390.5522,305261.8479,624690.5522,39
POINT (304961.8479 624090.5522),5205,5205,304961.8479,624090.5522,305261.8479,624390.5522,18
POINT (304961.8479 623790.5522),5206,5206,304961.8479,623790.5522,305261.8479,624090.5522,303
POINT (304961.8479 623490.5522),5207,5207,304961.8479,623490.5522,305261.8479,623790.5522,303
POINT (304961.8479 623190.5522),5208,5208,304961.8479,623190.5522,305261.8479,623490.5522,1040
POINT (304961.8479 622890.5522),5209,5209,304961.8479,622890.5522,305261.8479,623190.5522,815
POINT (304961.8479 622590.5522),5210,5210,304961.8479,622590.5522,305261.8479,622890.5522,883
POINT (304961.8479 622290.5522),5211,5211,304961.8479,622290.5522,305261.8479,622590.5522,781
POINT (304961.8479 621990.5522),5212,5212,304961.8479,621990.5522,305261.8479,622290.5522,932
