fid,OBJECTID_1,OBJECTID,CATEGORY,IFT_IOA,COUNTRY,Shape_Leng,Area_ha,Shape__Are,Shape__Len
"2953","99475","411109",Woodland,Conifer,Scotland,315.765288633,0.5101069912,5101.06996154785,315.765288632407
"2954","99478","411112",Woodland,Conifer,Scotland,460.008858759,1.00561403935,10056.1404571533,460.008858758285
"2955","99479","411113",Woodland,Conifer,Scotland,1063.63565612,4.70424656645,47042.4656219482,1063.63565611639
"2956","99483","411117",Woodland,Conifer,Scotland,862.035069554,1.8876657105,18876.6570892334,862.035069555498
"2957","99485","411119",Woodland,Conifer,Scotland,1731.138254,3.73425261695,37342.5261535645,1731.13825399601
"2958","99488","411122",Woodland,Conifer,Scotland,1651.20837537,5.8449928099,58449.9280853271,1651.20837536921
"2959","99490","411124",Woodland,Conifer,Scotland,558.910572743,1.476104592,14761.0459136963,558.910572744317
"2960","99492","411126",Woodland,Conifer,Scotland,333.448086198,0.7843831975,7843.83195495605,333.44808619739
"2961","99494","411128",Woodland,Conifer,Scotland,549.913002731,1.39251936575,13925.1936950684,549.91300272914
"2962","99503","411137",Woodland,Conifer,Scotland,1252.20521204,5.8146769534,58146.7695159912,1252.20521204128
"2963","99509","411143",Woodland,Conifer,Scotland,407.763545059,0.64169359,6416.93592834473,407.76354505781
"2964","99514","411148",Woodland,Conifer,Scotland,690.917226664,2.100728876,21007.2887573242,690.917226664086
"2965","99517","411151",Woodland,Conifer,Scotland,640.613591938,1.7693021403,17693.0214538574,640.61359193718
"2966","99519","411153",Woodland,Conifer,Scotland,448.45719118,0.67382437785,6738.24383544922,448.457191182781
"2967","99520","411154",Woodland,Conifer,Scotland,736.474063961,1.670755958,16707.5595397949,736.474063961974
"2968","99525","411159",Woodland,Conifer,Scotland,528.843199251,1.5260715298,15260.7153167725,528.843199250843
"2969","99544","411178",Woodland,Conifer,Scotland,770.871066906,2.2435081291,22435.0812072754,770.871066906418
"2970","99545","411179",Woodland,Conifer,Scotland,1720.97066423,7.3889140415,73889.1403656006,1720.97066422923
"2971","99548","411182",Woodland,Conifer,Scotland,646.860813152,1.99026966505,19902.6966705322,646.86081315526
"2972","99552","411186",Woodland,Conifer,Scotland,1012.34217745,1.4492409435,14492.4094696045,1012.34217745422
"2973","99559","411193",Woodland,Conifer,Scotland,9473.94314233,69.9607396828,699607.39680481,9473.94314232004
"2974","99560","411194",Woodland,Conifer,Scotland,675.390480839,1.14999433495,11499.9433288574,675.390480841808
"2975","99561","411195",Woodland,Conifer,Scotland,1544.8148407,10.9763543381,109763.543380737,1544.8148406998
"2976","99565","411199",Woodland,Conifer,Scotland,760.846369097,2.2699609925,22699.6099243164,760.846369096859
"2977","99569","411203",Woodland,Conifer,Scotland,6640.02296509,25.5129702605,255129.702514648,6640.0229650985
"2978","99570","411204",Woodland,Conifer,Scotland,624.598999555,1.34321816,13432.1815795898,624.598999553077
"2979","99583","411217",Woodland,Conifer,Scotland,602.00975789,1.544650095,15446.5009613037,602.009757890117
"2980","99585","411219",Woodland,Conifer,Scotland,937.138908728,1.73690854995,17369.0854797363,937.138908731425
"2981","99590","411224",Woodland,Conifer,Scotland,749.917712717,1.806117865,18061.1786804199,749.917712714214
"2982","99594","411228",Woodland,Conifer,Scotland,1863.09175709,11.9815334115,119815.334060669,1863.09175709224
"2983","99596","411230",Woodland,Conifer,Scotland,499.643267441,1.10992352495,11099.235244751,499.643267441625
"2984","99598","411232",Woodland,Conifer,Scotland,1787.18896579,6.35959691325,63595.9692077637,1787.18896579519
"2985","99602","411236",Woodland,Conifer,Scotland,563.502026975,0.96011759005,9601.17599487305,563.502026975244
"2986","99607","411241",Woodland,Conifer,Scotland,421.415582627,0.7791689675,7791.68978881836,421.415582627323
"2987","99613","411247",Woodland,Conifer,Scotland,3615.6471127,17.6993940506,176993.940475464,3615.64711269793
"2988","99615","411249",Woodland,Conifer,Scotland,692.915211959,0.82758863225,8275.88633728027,692.915211958739
"2989","99629","411263",Woodland,Conifer,Scotland,639.865211621,1.7415466265,17415.4662017822,639.865211621428
"2990","99630","411264",Woodland,Conifer,Scotland,600.986645264,0.9894785425,9894.7855682373,600.986645261992
"2991","99633","411267",Woodland,Conifer,Scotland,503.1382123,0.537292533,5372.92535400391,503.138212301131
"2992","99636","411270",Woodland,Conifer,Scotland,464.599827398,0.6346609131,6346.60913085938,464.599827397788
"2993","99637","411271",Woodland,Conifer,Scotland,317.400782724,0.63977559695,6397.7559967041,317.400782722797
"2994","99639","411273",Woodland,Conifer,Scotland,651.546394398,1.7449453714,17449.4537506104,651.546394397359
"2995","99650","411284",Woodland,Conifer,Scotland,1469.58663628,3.39645803475,33964.5804595947,1469.58663627107
"2996","99657","411291",Woodland,Conifer,Scotland,684.959230283,1.64498923,16449.8923034668,684.959230281551
"2997","99661","411295",Woodland,Conifer,Scotland,505.543078563,1.0431614393,10431.614364624,505.543078563921
"2998","99666","411300",Woodland,Conifer,Scotland,420.502321969,0.8636102592,8636.10260009766,420.502321967867
"2999","99671","411305",Woodland,Conifer,Scotland,432.655324845,0.65335354875,6533.53553771973,432.655324843851
"3000","99672","411306",Woodland,Conifer,Scotland,4691.86065646,25.6884716001,256884.7159729,4691.86065647135
"3001","99673","411307",Woodland,Conifer,Scotland,491.694380878,0.7212455277,7212.4553527832,491.694380878853
"3002","99676","411310",Woodland,Conifer,Scotland,2402.04361147,15.66263902,156626.390258789,2402.04361147045
"3003","99682","411316",Woodland,Conifer,Scotland,873.403014136,1.5675516788,15675.516708374,873.403014134593
"3004","99686","411320",Woodland,Conifer,Scotland,651.411753453,2.122205495,21222.0549163818,651.411753454072
"3005","99689","411323",Woodland,Conifer,Scotland,2287.38397919,13.7074250822,137074.250823975,2287.38397919047
"3006","99702","411336",Woodland,Conifer,Scotland,442.973128552,0.6292413984,6292.4140625,442.961382668832
"3007","99704","411338",Woodland,Conifer,Scotland,987.474260867,3.8597237929,38597.2378997803,987.474260867252
"3008","99708","411342",Woodland,Conifer,Scotland,679.37152749,2.08422820595,20842.2821350098,679.371527493636
"3009","99712","411346",Woodland,Conifer,Scotland,393.501709817,0.5662669994,5662.67002868652,393.50170981912
"3010","99720","411354",Woodland,Conifer,Scotland,672.483110735,2.1787101946,21787.1019439697,672.483110735093
"3011","99721","411355",Woodland,Conifer,Scotland,3117.16936344,13.8499526263,138499.52645874,3117.16936343648
"3012","99726","411360",Woodland,Conifer,Scotland,48242.5263851,541.741192855,5417411.9286499,48242.5263851092
"3013","99727","411361",Woodland,Conifer,Scotland,448.412850941,1.247499042,12474.990447998,448.412850941597
"3014","99729","411363",Woodland,Conifer,Scotland,398.822704734,0.8124891944,8124.89193725586,398.822704735578
"3015","99730","411364",Woodland,Conifer,Scotland,1622.30132788,3.09235571015,30923.557220459,1622.30132788025
"3016","99734","411368",Woodland,Conifer,Scotland,4214.7647927,27.061747029,270617.470535278,4214.76479269346
"3017","99735","411369",Woodland,Conifer,Scotland,463.885165061,0.77979898815,7797.98992919922,463.885165061418
"3018","99736","411370",Woodland,Conifer,Scotland,1763.89101905,10.82077715,108207.771560669,1763.89101904486
"3019","99738","411372",Woodland,Conifer,Scotland,402.964723252,0.642326849,6423.26844787598,402.9647232526
"3020","99747","411381",Woodland,Conifer,Scotland,1896.26506954,4.69704648335,46970.4648742676,1896.2650695406
"3021","99749","411383",Woodland,Conifer,Scotland,615.346471093,0.872196735,8721.96737670898,615.346471092598
"3022","99752","411386",Woodland,Conifer,Scotland,417.777718218,0.9738815,9738.81500244141,417.777718217591
"3023","99766","411400",Woodland,Conifer,Scotland,1904.18577483,8.7156592224,87156.5922546387,1904.18577483827
"3024","99767","411401",Woodland,Conifer,Scotland,364.469039029,0.58717604105,5871.76045227051,364.469039027532
"3025","99770","411404",Woodland,Conifer,Scotland,773.597608307,3.309744994,33097.4499664307,773.597608307151
"3026","99774","411408",Woodland,Conifer,Scotland,427.174146531,0.7037248921,7037.24890136719,427.174146529004
"3027","99775","411409",Woodland,Conifer,Scotland,333.444147798,0.777443872,7774.43872070313,333.444147798777
"3028","99789","411423",Woodland,Conifer,Scotland,2866.17483293,10.9148235076,109148.235153198,2866.17483292454
"3029","99795","411429",Woodland,Conifer,Scotland,542.951831247,1.0031660644,10031.6606445313,542.951831248368
"3030","99796","411430",Woodland,Conifer,Scotland,851.158606217,3.2385288557,32385.2885742188,851.158606216724
"3031","99808","411442",Woodland,Conifer,Scotland,545.51370328,1.5846,15846,545.513703279985
"3032","99810","411444",Woodland,Conifer,Scotland,365.0182937,0.6243000451,6243.00045776367,365.018293699077
"3033","99811","411445",Woodland,Conifer,Scotland,324.411186236,0.609217445,6092.17446899414,324.411186236035
"3034","99813","411447",Woodland,Conifer,Scotland,783.269347081,3.2579035278,32579.0352783203,783.269347083377
"3035","99816","411450",Woodland,Conifer,Scotland,327.696534994,0.6494977255,6494.9772644043,327.696534997019
"3036","99822","411456",Woodland,Conifer,Scotland,841.905332216,2.406091587,24060.9158172607,841.905332215529
"3037","99823","411457",Woodland,Conifer,Scotland,490.757651744,0.8860023387,8860.02331542969,490.75765174612
"3038","99824","411458",Woodland,Conifer,Scotland,722.959376669,1.049314381,10493.1438751221,722.959376672058
"3039","99829","411463",Woodland,Conifer,Scotland,446.896791223,0.6084571543,6084.57157897949,446.896791224458
"3040","99831","411465",Woodland,Conifer,Scotland,299.323397813,0.507825095,5078.2509765625,299.323397812916
"3041","99832","411466",Woodland,Conifer,Scotland,738.065660769,1.6974299615,16974.2996673584,738.065660768857
"3042","99833","411467",Woodland,Conifer,Scotland,929.088644957,2.21658566,22165.856628418,929.088644953798
"3043","99838","411472",Woodland,Conifer,Scotland,5977.4522792,43.9804984325,439804.984451294,5977.45227920255
"3044","99840","411474",Woodland,Conifer,Scotland,830.280113373,1.89735481025,18973.5480041504,830.280113374324
"3045","99843","411477",Woodland,Conifer,Scotland,373.52415257,0.7273664949,7273.66500854492,373.524152570234
"3046","99847","411481",Woodland,Conifer,Scotland,866.2847619,1.5962406324,15962.4063110352,866.284761900645
"3047","99849","411483",Woodland,Conifer,Scotland,374.856682534,0.8157434454,8157.43444824219,374.856682534007
"3048","99854","411488",Woodland,Conifer,Scotland,600.733795546,1.1719205815,11719.2058563232,600.733795545059
"3049","99858","411492",Woodland,Conifer,Scotland,360.621749939,0.6845142345,6845.14236450195,360.621749938338
"3050","99861","411495",Woodland,Conifer,Scotland,364.668326333,0.7365501925,7365.50190734863,364.668326332483
"3051","99864","411498",Woodland,Conifer,Scotland,632.87385384,1.8402391389,18402.3914031982,632.873853842514
"3052","99872","411506",Woodland,Conifer,Scotland,373.087239375,0.5246726825,5246.72680664063,373.087239375012
"3053","99874","411508",Woodland,Conifer,Scotland,310.649246717,0.6197698033,6197.69805908203,310.649246717322
"3054","99887","411521",Woodland,Conifer,Scotland,1802.2518424,4.37022809625,43702.281036377,1802.25184239765
"3055","99891","411525",Woodland,Conifer,Scotland,519.914734971,0.9643415075,9643.41499328613,519.914734970981
"3056","99893","411527",Woodland,Conifer,Scotland,566.882547692,0.68096710525,6809.6710357666,566.882547692901
"3057","99898","411532",Woodland,Conifer,Scotland,788.789745392,1.60807566865,16080.7566375732,788.789745391998
"3058","99901","411535",Woodland,Conifer,Scotland,4359.01376559,34.2230844793,342230.844955444,4359.01376559206
"3059","99903","411537",Woodland,Conifer,Scotland,938.257191036,3.2781114,32781.1139678955,938.257191033549
"3060","99904","411538",Woodland,Conifer,Scotland,769.241492771,1.65589876285,16558.9875335693,769.241492772205
"3061","99907","411541",Woodland,Conifer,Scotland,431.221832078,0.6493623085,6493.62312316895,431.221832080804
"3062","99908","411542",Woodland,Conifer,Scotland,1978.9747335,9.97909703785,99790.970199585,1978.97473350503
"3063","99909","411543",Woodland,Conifer,Scotland,1576.70704059,8.0490589487,80490.5895080566,1576.70704059867
"3064","99915","411549",Woodland,Conifer,Scotland,421.838025492,0.99503075,9950.30752563477,421.838025491712
"3065","99916","411550",Woodland,Conifer,Scotland,396.516807422,0.56170433865,5617.04336547852,396.516807422772
"3066","99918","411552",Woodland,Conifer,Scotland,591.269646715,1.89577100005,18957.7099914551,591.269646714424
"3067","99919","411553",Woodland,Conifer,Scotland,310.878680029,0.60405650925,6040.56503295898,310.878680031118
"3068","99920","411554",Woodland,Conifer,Scotland,558.404154419,0.881057081,8810.57081604004,558.404154419777
"3069","99924","411558",Woodland,Conifer,Scotland,811.472693341,1.1745879955,11745.8799285889,811.472693342155
"3070","99925","411559",Woodland,Conifer,Scotland,1421.45328594,5.27052016315,52705.2015991211,1421.45328593735
"3071","99927","411561",Woodland,Conifer,Scotland,724.694920328,1.7669077241,17669.077255249,724.694920331963
"3072","99943","411577",Woodland,Conifer,Scotland,578.012852751,1.11095105635,11109.5106048584,578.012852750861
"3073","99948","411582",Woodland,Conifer,Scotland,385.592798258,0.7701420195,7701.42018127441,385.592798258015
"3074","99953","411587",Woodland,Conifer,Scotland,355.248962382,0.64910865565,6491.08653259277,355.248962380982
"3075","99965","411599",Woodland,Conifer,Scotland,367.819212866,0.7576740625,7576.74058532715,367.819212865464
"3076","99974","411608",Woodland,Conifer,Scotland,525.258730574,0.6698216063,6698.21614074707,525.258730574484
"3077","99975","411609",Woodland,Conifer,Scotland,446.26675287,0.81786742535,8178.67428588867,446.266752872212
"3078","99978","411612",Woodland,Conifer,Scotland,1156.45149303,6.0726221146,60726.2211761475,1156.45149303037
"3079","99979","411613",Woodland,Conifer,Scotland,1670.73035687,5.3195250975,53195.2509460449,1670.73035687559
"3080","99983","411617",Woodland,Conifer,Scotland,9350.80923314,71.4149417567,714149.417541504,9350.80923313971
"3081","99985","411619",Woodland,Conifer,Scotland,615.839146873,2.13442440265,21344.2440338135,615.839146875114
"3082","99988","411622",Woodland,Conifer,Scotland,1855.47411699,3.59616071445,35961.6071624756,1855.4741169957
"3083","99995","411629",Woodland,Conifer,Scotland,3740.80519627,25.735754486,257357.544784546,3740.80519627029
"3084","99999","411633",Woodland,Conifer,Scotland,26625.5094348,197.227430266,1972274.30296326,26625.5094347667
"3085","100001","411635",Woodland,Conifer,Scotland,2092.21310531,9.88900384915,98890.038482666,2092.21310531317
"3086","100004","411638",Woodland,Conifer,Scotland,738.672677118,2.119033575,21190.3357543945,738.672677115007
"3087","100005","411639",Woodland,Conifer,Scotland,411.006899701,0.78155714,7815.57141113281,411.006899701262
"3088","100007","411641",Woodland,Conifer,Scotland,21723.0543093,270.807737516,2708077.37518311,21723.0543093341
"3089","100014","411648",Woodland,Conifer,Scotland,686.435155836,2.1784374159,21784.3741607666,686.435155831276
"3090","100016","411650",Woodland,Conifer,Scotland,457.51092742,0.8085248615,8085.24858093262,457.510927419563
"3091","100022","411656",Woodland,Conifer,Scotland,7019.69851317,56.1951368611,561951.368774414,7019.69851317284
"3092","100023","411657",Woodland,Conifer,Scotland,1072.91940047,2.24178236705,22417.8235626221,1072.91940047154
"3093","100026","411660",Woodland,Conifer,Scotland,744.65545292,1.23745889415,12374.588973999,744.655452920137
"3094","100028","411662",Woodland,Conifer,Scotland,819.037699129,1.6775573115,16775.5730438232,819.037699127837
"3095","100033","411667",Woodland,Conifer,Scotland,504.565654135,0.7049562821,7049.56285095215,504.56565413331
"3096","100034","411668",Woodland,Conifer,Scotland,527.621193449,1.1329528022,11329.5279846191,527.621193449619
"3097","100041","411675",Woodland,Conifer,Scotland,1484.29359958,13.3353316706,133353.316696167,1484.29359958069
"3098","100043","411677",Woodland,Conifer,Scotland,719.749654975,0.9030756084,9030.75605773926,719.7496549759
"3099","100049","411683",Woodland,Conifer,Scotland,397.876767006,0.66626002865,6662.6003112793,397.876767006557
"3100","100057","411691",Woodland,Conifer,Scotland,637.966299153,1.6270016052,16270.0160827637,637.966299150565
"3101","100058","411692",Woodland,Conifer,Scotland,500.096718065,1.43787125095,14378.7126159668,500.096718064036
"3102","100059","411693",Woodland,Conifer,Scotland,592.472589583,1.5205342159,15205.3422851563,592.472589584775
"3103","100061","411695",Woodland,Conifer,Scotland,367.331253109,0.72884326,7288.43266296387,367.33125310933
"3104","100071","411705",Woodland,Conifer,Scotland,3109.46827243,10.0947847053,100947.847015381,3109.46827242531
"3105","100072","411706",Woodland,Conifer,Scotland,1528.74891193,2.2289071425,22289.0713195801,1528.74891193404
"3106","100074","411708",Woodland,Conifer,Scotland,531.32687102,1.155361745,11553.617477417,531.326871019658
"3107","100078","411712",Woodland,Conifer,Scotland,333.134255933,0.5703347959,5703.34794616699,333.134255934969
"3108","100084","411718",Woodland,Conifer,Scotland,549.615847701,1.4638889613,14638.8896636963,549.615847700211
"3109","100086","411720",Woodland,Conifer,Scotland,515.01684447,0.8644783664,8644.78366088867,515.016844470075
"3110","100088","411722",Woodland,Conifer,Scotland,479.09238168,1.3536366205,13536.3661804199,479.092381681474
"3111","100092","411726",Woodland,Conifer,Scotland,3775.75815869,25.1706853464,251706.853530884,3775.75815868989
"3112","100096","411730",Woodland,Conifer,Scotland,15883.8884479,78.1100759238,781100.75944519,15883.8884478537
"3113","100100","411734",Woodland,Conifer,Scotland,929.255480006,2.5683060576,25683.0605316162,929.255480001607
"3114","100102","411736",Woodland,Conifer,Scotland,930.30017731,2.85384484535,28538.4484558105,930.300177312599
"3115","100104","411738",Woodland,Conifer,Scotland,562.696134915,1.36787578875,13678.7578735352,562.696134915383
"3116","100105","411739",Woodland,Conifer,Scotland,2130.60779241,13.6975282883,136975.282928467,2130.60779241334
"3117","100112","411746",Woodland,Conifer,Scotland,3106.52502256,11.5619612091,115619.612045288,3106.5250225624
"3118","100116","411750",Woodland,Conifer,Scotland,721.670715837,1.88080966495,18808.096572876,721.670715838691
"3119","100119","411753",Woodland,Conifer,Scotland,2747.43945199,7.49438683705,74943.8682556152,2747.43945199152
"3120","100121","411755",Woodland,Conifer,Scotland,848.066947971,1.01398686375,10139.8685760498,848.066947972993
"3121","100125","411759",Woodland,Conifer,Scotland,764.881825864,1.9483195415,19483.1953887939,764.8818258665
"3122","100127","411761",Woodland,Conifer,Scotland,1059.41284844,3.92647761765,39264.7762298584,1059.41284843416
"3123","100134","411768",Woodland,Conifer,Scotland,783.016025799,3.38397439,33839.7439117432,783.016025799844
"3124","100135","411769",Woodland,Conifer,Scotland,1396.09699368,10.2587880006,102587.880020142,1396.0969936798
"3125","100138","411772",Woodland,Conifer,Scotland,1135.5216035,4.4791664769,44791.6648406982,1135.52160349825
"3126","100146","411780",Woodland,Conifer,Scotland,685.173297188,2.320462215,23204.6221160889,685.173297187177
"3127","100148","411782",Woodland,Conifer,Scotland,4151.3340784,15.2058944145,152058.944366455,4151.33407839826
"3128","100149","411783",Woodland,Conifer,Scotland,4688.43497732,21.2987974613,212987.974685669,4688.43497732159
"3129","100150","411784",Woodland,Conifer,Scotland,481.006972882,0.63090110475,6309.01095581055,481.006972881749
"3130","100154","411788",Woodland,Conifer,Scotland,782.105368764,1.97786241265,19778.6241149902,782.105368763417
"3131","100155","411789",Woodland,Conifer,Scotland,703.900059514,2.9201650395,29201.6504058838,703.900059513042
"3132","100156","411790",Woodland,Conifer,Scotland,393.54470252,0.784820025,7848.20027160645,393.5447025193
"3133","100158","411792",Woodland,Conifer,Scotland,745.117186544,1.4596231444,14596.2314453125,745.117186544693
"3134","100163","411797",Woodland,Conifer,Scotland,388.571569249,0.678412375,6784.12373352051,388.571569248814
"3135","100164","411798",Woodland,Conifer,Scotland,407.813529325,0.8390126068,8390.12608337402,407.813529326543
"3136","100168","411802",Woodland,Conifer,Scotland,2937.03986472,6.4442582002,64442.5819396973,2937.03986471784
"3137","100169","411803",Woodland,Conifer,Scotland,551.863980591,1.40038716285,14003.8716430664,551.863980589299
"3138","100174","411808",Woodland,Conifer,Scotland,363.31264314,0.53501742255,5350.17420959473,363.312643139758
"3139","100176","411810",Woodland,Conifer,Scotland,537.099539769,1.5743021,15743.0210113525,537.09953976928
"3140","100180","411814",Woodland,Conifer,Scotland,478.763643667,0.685032021999,6850.3203125,478.763643665432
"3141","100181","411815",Woodland,Conifer,Scotland,664.660157275,1.0982943613,10982.9436645508,664.660157276102
"3142","100182","411816",Woodland,Conifer,Scotland,1204.18957634,4.36096424,43609.6423797607,1204.18957634306
"3143","100183","411817",Woodland,Conifer,Scotland,6302.57724546,30.23247268,302324.726776123,6302.5772454658
"3144","100186","411820",Woodland,Conifer,Scotland,10760.9919205,66.3436952993,663436.952789307,10760.9919204703
"3145","100187","411821",Woodland,Conifer,Scotland,362.764801838,0.720847475,7208.4747467041,362.764801837281
"3146","100192","411826",Woodland,Conifer,Scotland,5835.99353775,42.3013571965,423013.571777344,5835.9935377569
"3147","100197","411831",Woodland,Conifer,Scotland,520.280228881,0.94839531635,9483.95318603516,520.280228881187
"3148","100202","411836",Woodland,Conifer,Scotland,2488.48337939,7.66612057815,76661.2055969238,2488.48337939025
"3149","100204","411838",Woodland,Conifer,Scotland,719.445537272,1.517741306,15177.4132232666,719.445537272507
"3150","100207","411841",Woodland,Conifer,Scotland,469.792726756,0.628850062,6288.50061035156,469.792726754682
"3151","100211","411845",Woodland,Conifer,Scotland,375.715070037,0.8155536115,8155.53611755371,375.715070037824
"3152","100214","411848",Woodland,Conifer,Scotland,1235.72594048,7.08213210865,70821.3211517334,1235.72594047772
"3153","100215","411849",Woodland,Conifer,Scotland,294.701743854,0.5000880848,5000.88084411621,294.701743853615
"3154","100217","411851",Woodland,Conifer,Scotland,618.967897331,1.501590125,15015.9012145996,618.967897330343
"3155","100218","411852",Woodland,Conifer,Scotland,352.201000675,0.661575,6615.75,352.201000674912
"3156","100219","411853",Woodland,Conifer,Scotland,329.166231555,0.5392299065,5392.29902648926,329.166231555804
"3157","100220","411854",Woodland,Conifer,Scotland,612.264028315,1.05583114935,10558.3114624023,612.264028316235
"3158","100223","411857",Woodland,Conifer,Scotland,4129.02134541,63.9116935549,639116.935546875,4129.02134540625
"3159","100225","411859",Woodland,Conifer,Scotland,557.452171656,0.8055859297,8055.85932922363,557.452171655253
"3160","100228","411862",Woodland,Conifer,Scotland,2421.2340221,6.40883418405,64088.3417663574,2421.23402209308
"3161","100229","411863",Woodland,Conifer,Scotland,751.644838421,2.49855007,24985.5007324219,751.644838422605
"3162","100231","411865",Woodland,Conifer,Scotland,731.38015296,1.04424423155,10442.4423522949,731.380152962238
"3163","100233","411867",Woodland,Conifer,Scotland,1153.81349317,2.54234359425,25423.4361114502,1153.81349317301
"3164","100235","411869",Woodland,Conifer,Scotland,427.054300787,0.6080527146,6080.52708435059,427.054300788587
"3165","100236","411870",Woodland,Conifer,Scotland,1608.08531533,5.83016175495,58301.6176452637,1608.08531532642
"3166","100240","411874",Woodland,Conifer,Scotland,572.707600001,1.4547002025,14547.0020599365,572.707600002048
"3167","100252","411886",Woodland,Conifer,Scotland,605.678784663,0.776296785499,7762.96788024902,605.678784663791
"3168","100253","411887",Woodland,Conifer,Scotland,451.695993107,1.0605125,10605.125,451.695993106782
"3169","100254","411888",Woodland,Conifer,Scotland,1641.17501244,5.27255351535,52725.5350646973,1641.17501244552
"3170","100255","411889",Woodland,Conifer,Scotland,2848.20678278,20.2585362573,202585.362625122,2848.2067827841
"3171","100258","411892",Woodland,Conifer,Scotland,319.604591245,0.521069605,5210.69604492188,319.604591243919
"3172","100259","411893",Woodland,Conifer,Scotland,4895.69659284,63.9126642587,639126.64251709,4895.6965928356
"3173","100260","411894",Woodland,Conifer,Scotland,415.384418761,0.7839705519,7839.70553588867,415.384418761339
"3174","100261","411895",Woodland,Conifer,Scotland,2162.91621546,8.7267784522,87267.7845001221,2162.91621545983
"3175","100266","411900",Woodland,Conifer,Scotland,394.792415519,0.92774635,9277.46348571777,394.792415517922
"3176","100267","411901",Woodland,Conifer,Scotland,365.000502874,0.70381606035,7038.16058349609,365.000502875796
"3177","100269","411903",Woodland,Conifer,Scotland,992.607049802,1.8693844726,18693.8446044922,992.607049800578
"3178","100271","411905",Woodland,Conifer,Scotland,435.190776033,0.98533988205,9853.3988494873,435.190776031681
"3179","100273","411907",Woodland,Conifer,Scotland,524.972204908,0.7834385253,7834.38528442383,524.972204906822
"3180","100274","411908",Woodland,Conifer,Scotland,462.114238959,0.55548196645,5554.81964111328,462.114238958674
"3181","100275","411909",Woodland,Conifer,Scotland,887.089801238,2.10944641965,21094.4642028809,887.089801240359
"3182","100278","411912",Woodland,Conifer,Scotland,24026.5019469,468.344659822,4683446.59844971,24026.5019468819
"3183","100282","411916",Woodland,Conifer,Scotland,470.557588268,0.7902789215,7902.78915405273,470.557588267525
"3184","100283","411917",Woodland,Conifer,Scotland,502.354368647,1.00906368115,10090.6368103027,502.354368647841
"3185","100290","411924",Woodland,Conifer,Scotland,428.414825438,0.62962537295,6296.25372314453,428.414825438917
"3186","100294","411928",Woodland,Conifer,Scotland,413.890277055,0.5941983139,5941.98316955566,413.890277054142
"3187","100297","411931",Woodland,Conifer,Scotland,1195.84899234,1.4817376653,14817.3766479492,1195.84899233732
"3188","100298","411932",Woodland,Conifer,Scotland,1017.09722935,3.69637658685,36963.7658691406,1017.09722934793
"3189","100305","411939",Woodland,Conifer,Scotland,10676.9661477,188.581416248,1885814.16200256,10676.9661476538
"3190","100309","411943",Woodland,Conifer,Scotland,729.925128805,2.023565405,20235.6540374756,729.925128805303
"3191","100310","411944",Woodland,Conifer,Scotland,573.302280359,1.9436511545,19436.5115814209,573.302280358374
"3192","100312","411946",Woodland,Conifer,Scotland,4889.18497514,18.5356368448,185356.368362427,4889.18497513269
"3193","100314","411948",Woodland,Conifer,Scotland,648.327263325,1.4776285249,14776.2853088379,648.3272633252
"3194","100318","411952",Woodland,Conifer,Scotland,632.219438166,1.1257800831,11257.8008728027,632.219438163494
"3195","100319","411953",Woodland,Conifer,Scotland,400.141264781,0.6978779745,6978.77975463867,400.14126478242
"3196","100321","411955",Woodland,Conifer,Scotland,345.856005218,0.6961770282,6961.77024841309,345.856005221445
"3197","100324","411958",Woodland,Conifer,Scotland,916.22917355,2.250644115,22506.4411621094,916.229173551349
"3198","100325","411959",Woodland,Conifer,Scotland,407.990741842,0.6183588077,6183.5880279541,407.990741842264
"3199","100327","411961",Woodland,Conifer,Scotland,496.964552678,1.00351569995,10035.1570281982,496.964552676492
"3200","100329","411963",Woodland,Conifer,Scotland,1502.59895645,6.71096845275,67109.6845703125,1502.59895645553
"3201","100330","411964",Woodland,Conifer,Scotland,407.245294904,0.6705088989,6705.08898925781,407.245294904182
"3202","100331","411965",Woodland,Conifer,Scotland,6651.30742169,41.1448837205,411448.837402344,6651.30742169522
"3203","100332","411966",Woodland,Conifer,Scotland,956.308292475,2.41334989745,24133.4989624023,956.308292474687
"3204","100334","411968",Woodland,Conifer,Scotland,390.710165392,0.84881695385,8488.1695098877,390.71016539129
"3205","100335","411969",Woodland,Conifer,Scotland,323.373780741,0.5541894533,5541.89451599121,323.37378073924
"3206","100337","411971",Woodland,Conifer,Scotland,1411.9845988,3.8516101125,38516.1010894775,1411.98459880027
"3207","100340","411974",Woodland,Conifer,Scotland,293.186754712,0.555196549,5551.96546936035,293.186754711682
"3208","100344","411978",Woodland,Conifer,Scotland,291.712679095,0.4728778142,4728.77809143066,291.712679095722
"3209","100347","411981",Woodland,Conifer,Scotland,403.045437173,0.90227871185,9022.78704833984,403.045437174018
"3210","100349","411983",Woodland,Conifer,Scotland,2167.86080635,6.90796212815,69079.6212921143,2167.86080635157
"3211","100351","411985",Woodland,Conifer,Scotland,719.764750594,0.97924066,9792.40658569336,719.764750592115
"3212","100355","411989",Woodland,Conifer,Scotland,450.130161776,0.75988542725,7598.85423278809,450.130161775505
"3213","100365","411999",Woodland,Conifer,Scotland,521.479628026,1.494494333,14944.9433746338,521.479628024507
"3214","100366","412000",Woodland,Conifer,Scotland,1008.42833246,3.472482921,34724.8292694092,1008.42833246255
