fid,OBJECTID_1,OBJECTID,CATEGORY,IFT_IOA,COUNTRY,Shape_Leng,Area_ha,Shape__Are,Shape__Len
"1","349","1230",Non woodland,Bare area,Scotland,348.329317069,0.7809719519,7809.71952819824,348.329317069556
"2","352","1233",Non woodland,Bare area,Scotland,1259.49437558,1.32116781855,13211.6781921387,1259.49437557635
"3","353","1234",Non woodland,Bare area,Scotland,347.870523746,0.6975947306,6975.94738769531,347.870523745391
"4","355","1236",Non woodland,Bare area,Scotland,660.340697728,1.51252122955,15125.212310791,660.34069772785
"5","357","1238",Non woodland,Bare area,Scotland,545.436501159,1.2234235666,12234.2355957031,545.436501160874
"6","358","1239",Non woodland,Bare area,Scotland,324.187717147,0.59971313135,5997.1312713623,324.187717146992
"7","359","1240",Non woodland,Bare area,Scotland,499.61759397,1.3227828177,13227.8282318115,499.617593969524
"8","361","1242",Non woodland,Bare area,Scotland,483.537080156,0.74186554675,7418.65547180176,483.537080154324
"9","362","1243",Non woodland,Bare area,Scotland,483.021969177,1.4547923201,14547.9231719971,483.021969175458
"10","363","1244",Non woodland,Bare area,Scotland,427.096755267,0.719830949,7198.30950927734,427.096755266432
"11","364","1245",Non woodland,Bare area,Scotland,395.365514888,0.8137863239,8137.86323547363,395.36551488741
"12","365","1246",Non woodland,Bare area,Scotland,387.149086657,0.50627563385,5062.75637817383,387.14908665656
"13","366","1247",Non woodland,Bare area,Scotland,385.456513002,0.8596073811,8596.07376098633,385.456512999212
"14","368","1249",Non woodland,Bare area,Scotland,461.050118707,0.6009020057,6009.02008056641,461.050118706511
"15","370","1251",Non woodland,Bare area,Scotland,351.056652664,0.59928545605,5992.85466003418,351.056652662876
"16","373","1254",Non woodland,Bare area,Scotland,3636.12734061,36.8569340813,368569.340820313,3636.12734061108
"17","374","1255",Non woodland,Bare area,Scotland,507.684677691,0.50801592345,5080.1591796875,507.684677692019
"18","375","1256",Non woodland,Bare area,Scotland,1974.3019639,5.4407226759,54407.2265625,1974.30196390097
"19","377","1258",Non woodland,Bare area,Scotland,464.396441793,0.88518317045,8851.83172607422,464.396441793219
"20","379","1260",Non woodland,Bare area,Scotland,565.59308477,0.943981822501,9439.81817626953,565.593084770151
"21","381","1262",Non woodland,Bare area,Scotland,4658.68825035,11.2028279184,112028.279144287,4658.68825034958
"22","382","1263",Non woodland,Bare area,Scotland,309.744724981,0.5493578492,5493.57850646973,309.744724980068
"23","383","1264",Non woodland,Bare area,Scotland,344.975622219,0.50272730805,5027.27307128906,344.975622217373
"24","386","1267",Non woodland,Bare area,Scotland,365.860457471,0.5839660778,5839.66081237793,365.860457472619
"25","387","1268",Non woodland,Bare area,Scotland,555.716192394,1.1682646067,11682.6459960938,555.716192392652
"26","388","1269",Non woodland,Bare area,Scotland,523.331169834,0.735189077201,7351.89079284668,523.33116983393
"27","390","1271",Non woodland,Bare area,Scotland,424.048700152,0.54447829085,5444.78291320801,424.048700150976
"28","393","1274",Non woodland,Bare area,Scotland,2444.66424308,5.4120356236,54120.3557891846,2444.66424307445
"29","397","1278",Non woodland,Bare area,Scotland,1757.60492704,3.6052012197,36052.0122375488,1757.60492704023
"30","404","1285",Non woodland,Bare area,Scotland,744.295317053,1.78251534275,17825.1533050537,744.295317051566
"31","405","1286",Non woodland,Bare area,Scotland,501.400243971,0.7704185013,7704.18501281738,501.400243972944
"32","406","1287",Non woodland,Bare area,Scotland,470.85025098,0.7965769809,7965.76986694336,470.850250977927
"33","407","1288",Non woodland,Bare area,Scotland,709.220478939,1.424729279,14247.2928619385,709.220478943708
"34","409","1290",Non woodland,Bare area,Scotland,1423.0258771,6.1056906996,61056.9069671631,1423.02587710022
"35","410","1291",Non woodland,Bare area,Scotland,401.012968437,0.8956766632,8956.76661682129,401.012968436569
"36","413","1294",Non woodland,Bare area,Scotland,396.517668911,0.9806181605,9806.18179321289,396.51766891244
"37","414","1295",Non woodland,Bare area,Scotland,1342.96128644,8.58403292535,85840.3293151855,1342.96128644162
"38","416","1297",Non woodland,Bare area,Scotland,486.602528892,1.05759338895,10575.9339752197,486.602528891366
"39","418","1299",Non woodland,Bare area,Scotland,429.469280912,1.07424718045,10742.4718780518,429.46928091216
"40","419","1300",Non woodland,Bare area,Scotland,367.232237543,0.9209774244,9209.77420043945,367.232237541357
"41","421","1302",Non woodland,Bare area,Scotland,370.590200924,0.60356195145,6035.61953735352,370.590200922757
"42","423","1304",Non woodland,Bare area,Scotland,487.61357958,0.91552724905,9155.27247619629,487.613579581909
"43","430","1311",Non woodland,Bare area,Scotland,632.535566994,0.682358883899,6823.58882141113,632.535566994129
"44","431","1312",Non woodland,Bare area,Scotland,552.595031002,0.552077215,5520.77217102051,552.595031002331
"45","432","1313",Non woodland,Bare area,Scotland,637.244542775,0.7212161637,7212.16162109375,637.244542776577
"46","433","1314",Non woodland,Bare area,Scotland,419.068035283,0.555307726,5553.07725524902,419.06803528687
"47","434","1315",Non woodland,Bare area,Scotland,1299.56294396,4.1441149649,41441.1497039795,1299.56294397053
"48","436","1317",Non woodland,Bare area,Scotland,929.814989618,1.86058414095,18605.8414001465,929.814989616994
"49","3080","4706",Non woodland,Agriculture land,Scotland,778.090531334,3.89867957575,38986.795791626,778.09053133542
"50","3085","4711",Non woodland,Agriculture land,Scotland,741.567247583,3.2435189824,32435.1898040771,741.567247581129
"51","3089","4715",Non woodland,Agriculture land,Scotland,1316.46918155,8.39771551125,83977.1551055908,1316.46918155095
"52","3090","4716",Non woodland,Agriculture land,Scotland,1120.46343016,3.60415863445,36041.5863647461,1120.46343015568
"53","3207","4931",Non woodland,Urban,Scotland,505.766068015,0.9926193484,9926.19360351563,505.76606801187
"54","3212","4936",Non woodland,Urban,Scotland,496.258259376,0.80931071255,8093.10697937012,496.258259373292
"55","5284","13300",Non woodland,Grassland,Scotland,682.549316364,1.2515101673,12515.1016387939,682.549316364994
"56","5286","13302",Non woodland,Grassland,Scotland,1435.6573539,1.81564990865,18156.4990539551,1435.65735389451
"57","5287","13303",Non woodland,Grassland,Scotland,602.102840215,0.9090823409,9090.82342529297,602.102840213754
"58","5288","13304",Non woodland,Grassland,Scotland,498.235842264,1.04323172255,10432.3170928955,498.235842263025
"59","5289","13305",Non woodland,Grassland,Scotland,513.239651808,0.55417762,5541.77619934082,513.239651808363
"60","5290","13306",Non woodland,Grassland,Scotland,331.075329113,0.64604062135,6460.40620422363,331.075329111064
"61","5292","13308",Non woodland,Grassland,Scotland,368.118829241,0.5804519979,5804.51998901367,368.11882924105
"62","5293","13309",Non woodland,Grassland,Scotland,593.162069747,0.57807291535,5780.72915649414,593.16206974579
"63","5297","13313",Non woodland,Grassland,Scotland,681.183414813,2.2507539933,22507.5399475098,681.183414811297
"64","5298","13314",Non woodland,Grassland,Scotland,377.894904962,0.63242397485,6324.23973083496,377.894904962391
"65","5300","13316",Non woodland,Grassland,Scotland,7976.63881651,24.1612175754,241612.17565918,7976.63881651202
"66","5301","13317",Non woodland,Grassland,Scotland,699.905545206,0.562576163499,5625.76164245605,699.905545206942
"67","5302","13318",Non woodland,Grassland,Scotland,567.241506008,0.57031934065,5703.19342041016,567.24150600887
"68","5303","13319",Non woodland,Grassland,Scotland,1116.64310731,7.83734274525,78373.4273223877,1116.64310731255
"69","5304","13320",Non woodland,Grassland,Scotland,331.96057297,0.6034360335,6034.3603515625,331.960572970544
"70","5305","13321",Non woodland,Grassland,Scotland,705.109738598,1.0677302194,10677.3021850586,705.109738596601
"71","5306","13322",Non woodland,Grassland,Scotland,801.32452729,0.8008925027,8008.92509460449,801.324527295282
"72","5307","13323",Non woodland,Grassland,Scotland,417.832968932,0.72777515345,7277.75152587891,417.83296893013
"73","5308","13324",Non woodland,Grassland,Scotland,470.541812492,0.8862963644,8862.96362304688,470.541812493967
"74","5311","13327",Non woodland,Grassland,Scotland,776.720118725,0.7729771721,7729.77174377441,776.720118724035
"75","5314","13330",Non woodland,Grassland,Scotland,2906.5861909,13.4301653611,134301.653625488,2906.58619089981
"76","5315","13331",Non woodland,Grassland,Scotland,1768.24888058,2.30620299085,23062.0299072266,1768.2488805752
"77","5317","13333",Non woodland,Grassland,Scotland,956.105865538,1.0076897157,10076.8971557617,956.105865540686
"78","5318","13334",Non woodland,Grassland,Scotland,452.000259839,0.5419209591,5419.20959472656,452.000259839135
"79","5321","13337",Non woodland,Grassland,Scotland,460.496155438,0.6373544358,6373.54432678223,460.496155440016
"80","5322","13338",Non woodland,Grassland,Scotland,1250.10710604,2.4809031479,24809.0314941406,1250.10710604267
"81","5323","13339",Non woodland,Grassland,Scotland,306.156523301,0.5166809948,5166.81001281738,306.156523300583
"82","5324","13340",Non woodland,Grassland,Scotland,423.911757605,0.88021238205,8802.12380981445,423.91175760511
"83","5329","13345",Non woodland,Grassland,Scotland,317.15564912,0.5210480327,5210.48036193848,317.155649121467
"84","5330","13346",Non woodland,Grassland,Scotland,480.449866842,0.68486322835,6848.63227844238,480.449866842958
"85","5331","13347",Non woodland,Grassland,Scotland,475.413934123,0.6344921942,6344.92196655273,475.413934121773
"86","5341","13357",Non woodland,Grassland,Scotland,2658.37980832,3.9222304886,39222.304901123,2658.37980832546
"87","5343","13359",Non woodland,Grassland,Scotland,442.12647339,0.69779088825,6977.90887451172,442.126473388785
"88","5344","13360",Non woodland,Grassland,Scotland,484.411319084,0.5692509066,5692.50918579102,484.411319083624
"89","5349","13365",Non woodland,Grassland,Scotland,595.792080361,0.88114705215,8811.47053527832,595.792080360035
"90","5350","13366",Non woodland,Grassland,Scotland,371.879970719,0.60560086665,6056.00868225098,371.879970719997
"91","5355","13371",Non woodland,Grassland,Scotland,497.537347882,0.58833740545,5883.37403869629,497.537347881687
"92","5359","13375",Non woodland,Grassland,Scotland,760.955485512,1.1617502394,11617.502456665,760.955485510362
"93","5360","13376",Non woodland,Grassland,Scotland,1238.19086196,1.4236096372,14236.0963745117,1238.19086195724
"94","5362","13378",Non woodland,Grassland,Scotland,484.021615751,0.65278549905,6527.85493469238,484.021615751683
"95","5366","13382",Non woodland,Grassland,Scotland,395.574201727,0.717209745,7172.09744262695,395.574201728135
"96","5369","13385",Non woodland,Grassland,Scotland,396.730969339,0.6467502187,6467.50216674805,396.730969341247
"97","5376","13392",Non woodland,Grassland,Scotland,612.775491861,0.6468174935,6468.17486572266,612.775491861184
"98","5384","13400",Non woodland,Grassland,Scotland,838.144531249,3.3193434353,33193.4344177246,838.144531244952
"99","5385","13401",Non woodland,Grassland,Scotland,2431.1101406,4.055573566,40555.7356414795,2431.1101406041
"100","5391","13407",Non woodland,Grassland,Scotland,2999.79792835,5.3309837214,53309.8370819092,2999.79792835751
"101","5394","13410",Non woodland,Grassland,Scotland,1478.75795853,1.2733784844,12733.7847747803,1478.75795852557
"102","5396","13412",Non woodland,Grassland,Scotland,563.616123153,0.5018917965,5018.91796875,563.616123151978
"103","5398","13414",Non woodland,Grassland,Scotland,595.159347031,1.5107817913,15107.8179321289,595.159347030286
"104","5399","13415",Non woodland,Grassland,Scotland,317.876634236,0.72106392125,7210.63920593262,317.876634236377
"105","5402","13418",Non woodland,Grassland,Scotland,1244.88320266,2.0795826962,20795.826965332,1244.88320266462
"106","5407","13423",Non woodland,Grassland,Scotland,969.318591131,1.10440737975,11044.0738372803,969.318591132454
"107","5408","13424",Non woodland,Grassland,Scotland,1529.33330436,2.51550810765,25155.0811004639,1529.33330435995
"108","5409","13425",Non woodland,Grassland,Scotland,933.361190979,1.29036858365,12903.6857910156,933.361190979328
"109","5410","13426",Non woodland,Grassland,Scotland,881.011875241,2.4587149082,24587.1490936279,881.011875240233
"110","5413","13429",Non woodland,Grassland,Scotland,697.983191451,0.96595355015,9659.53541564941,697.983191453555
"111","5414","13430",Non woodland,Grassland,Scotland,3415.71817664,3.81709791125,38170.9790496826,3415.71817663183
"112","5416","13432",Non woodland,Grassland,Scotland,637.789035688,0.6648532374,6648.53244018555,637.789035688359
"113","5418","13434",Non woodland,Grassland,Scotland,718.296171137,0.91814262565,9181.42622375488,718.296171134944
"114","5420","13436",Non woodland,Grassland,Scotland,590.76267767,0.893407362151,8934.07356262207,590.762677669589
"115","5422","13438",Non woodland,Grassland,Scotland,612.821300458,0.613339124601,6133.3911895752,612.821300456106
"116","5423","13439",Non woodland,Grassland,Scotland,1997.99683779,3.1135621885,31135.6218719482,1997.99683779237
"117","5424","13440",Non woodland,Grassland,Scotland,1478.75196592,3.69669998655,36966.9998321533,1478.75196591913
"118","5425","13441",Non woodland,Grassland,Scotland,512.258716382,0.58535832365,5853.58312988281,512.25871638118
"119","5426","13442",Non woodland,Grassland,Scotland,962.667108263,1.4756132986,14756.1330718994,962.667108257237
"120","5428","13444",Non woodland,Grassland,Scotland,469.902749486,0.69955504165,6995.55038452148,469.902749487291
"121","5430","13446",Non woodland,Grassland,Scotland,647.646774647,0.67918376135,6791.83772277832,647.646774646264
"122","5431","13447",Non woodland,Grassland,Scotland,1235.38398381,1.4240767087,14240.7671508789,1235.38398381415
"123","5432","13448",Non woodland,Grassland,Scotland,779.907430668,0.91634016185,9163.40159606934,779.907430671414
"124","5433","13449",Non woodland,Grassland,Scotland,860.681140836,0.88366992425,8836.69923400879,860.681140827587
"125","5434","13450",Non woodland,Grassland,Scotland,531.142001993,0.687273834,6872.73829650879,531.142001993619
"126","5435","13451",Non woodland,Grassland,Scotland,461.735936585,0.5969201705,5969.20162963867,461.735936584693
"127","5436","13452",Non woodland,Grassland,Scotland,932.887221509,0.97217339625,9721.73405456543,932.887221507052
"128","5437","13453",Non woodland,Grassland,Scotland,2021.82964375,8.00773041365,80077.3041687012,2021.82964374219
"129","5438","13454",Non woodland,Grassland,Scotland,467.957580594,0.5776188606,5776.18865966797,467.957580595486
"130","5439","13455",Non woodland,Grassland,Scotland,2698.83299798,4.90666062365,49066.6061096191,2698.83299798844
"131","5441","13457",Non woodland,Grassland,Scotland,3836.07484875,4.35337575575,43533.7577056885,3836.07484874604
"132","5442","13458",Non woodland,Grassland,Scotland,1418.4066307,2.01026767205,20102.6767120361,1418.40663070299
"133","5443","13459",Non woodland,Grassland,Scotland,451.495501891,0.6579650538,6579.6505279541,451.495501890434
"134","5444","13460",Non woodland,Grassland,Scotland,935.852535855,1.49453328125,14945.3327331543,935.852535855929
"135","5449","13465",Non woodland,Grassland,Scotland,384.307109648,0.6410279781,6410.27980041504,384.307109648957
"136","5452","13468",Non woodland,Grassland,Scotland,390.916174334,0.96860029155,9686.00294494629,390.916174333361
"137","5453","13469",Non woodland,Grassland,Scotland,624.568043332,0.70463464035,7046.34637451172,624.56804333317
"138","5454","13470",Non woodland,Grassland,Scotland,645.931966641,0.85423537225,8542.35375976563,645.931966639931
"139","5455","13471",Non woodland,Grassland,Scotland,465.581869015,0.71837805915,7183.78060913086,465.581869017119
"140","5456","13472",Non woodland,Grassland,Scotland,357.947477818,0.6715949128,6715.94906616211,357.947477816956
"141","5462","13478",Non woodland,Grassland,Scotland,314.914882343,0.6087673631,6087.67362976074,314.914882344918
"142","5464","13480",Non woodland,Grassland,Scotland,503.101224565,0.80625464905,8062.5464630127,503.101224565886
"143","5467","13483",Non woodland,Grassland,Scotland,476.292209289,0.7368995226,7368.9952545166,476.29220928926
"144","5469","13485",Non woodland,Grassland,Scotland,286.189774193,0.6146875,6146.875,286.189774193044
"145","5470","13486",Non woodland,Grassland,Scotland,368.899708275,0.5848434103,5848.43406677246,368.899708271023
"146","5471","13487",Non woodland,Grassland,Scotland,461.040306519,0.567923955,5679.23957824707,461.0403065203
"147","5472","13488",Non woodland,Grassland,Scotland,538.673076122,0.739470987,7394.7098236084,538.673076123369
"148","5474","13490",Non woodland,Grassland,Scotland,396.158304248,0.5737474587,5737.474609375,396.158304247283
"149","5476","13492",Non woodland,Grassland,Scotland,2335.54903034,4.67671067075,46767.1067504883,2335.54903033605
"150","5477","13493",Non woodland,Grassland,Scotland,603.679864187,0.57943470055,5794.34703063965,603.679864186782
"151","5482","13498",Non woodland,Grassland,Scotland,399.769212118,0.66464086185,6646.40858459473,399.769212116857
"152","5484","13500",Non woodland,Grassland,Scotland,762.411248387,1.3724091763,13724.0918731689,762.411248389017
"153","5485","13501",Non woodland,Grassland,Scotland,692.181889819,1.68936767795,16893.6768188477,692.181889818238
"154","5486","13502",Non woodland,Grassland,Scotland,520.738619479,0.8053721437,8053.72143554688,520.738619476441
"155","5487","13503",Non woodland,Grassland,Scotland,365.04657009,0.75731942615,7573.19418334961,365.046570090034
"156","5491","13507",Non woodland,Grassland,Scotland,737.987285522,1.3012975839,13012.9757995605,737.98728552237
"157","5493","13509",Non woodland,Grassland,Scotland,1243.69785711,1.9039944811,19039.9449615479,1243.69785711459
"158","5494","13510",Non woodland,Grassland,Scotland,535.917834024,1.1325590037,11325.5899963379,535.917834022593
"159","5495","13511",Non woodland,Grassland,Scotland,467.223925861,0.76797643985,7679.76441955566,467.223925863297
"160","5497","13513",Non woodland,Grassland,Scotland,299.561431693,0.622233469,6222.3346862793,299.561431693627
"161","5498","13514",Non woodland,Grassland,Scotland,1269.4666396,2.3159130666,23159.1306762695,1269.46663959761
"162","5507","13523",Non woodland,Grassland,Scotland,487.419546649,1.16754683105,11675.4683380127,487.419546650281
"163","5514","13530",Non woodland,Grassland,Scotland,661.575239543,1.47023826985,14702.3826904297,661.575239539952
"164","5523","13539",Non woodland,Grassland,Scotland,761.073090316,1.29631605345,12963.1605682373,761.07309031604
"165","5524","13540",Non woodland,Grassland,Scotland,1751.42301742,2.36281712265,23628.1711425781,1751.42301742249
"166","5525","13541",Non woodland,Grassland,Scotland,462.649559171,1.2567751539,12567.7515411377,462.649559169368
"167","5527","13543",Non woodland,Grassland,Scotland,381.007061926,0.52161570745,5216.15707397461,381.007061926189
"168","5529","13545",Non woodland,Grassland,Scotland,1322.69717351,4.6125572612,46125.5726013184,1322.69717350762
"169","5530","13546",Non woodland,Grassland,Scotland,1077.47491361,6.12280169975,61228.0169830322,1077.47491360941
"170","5537","13553",Non woodland,Grassland,Scotland,483.491191079,0.5035886142,5035.8861541748,483.491191078664
"171","5539","13555",Non woodland,Grassland,Scotland,507.507729258,0.60700490735,6070.04913330078,507.507729258516
"172","5541","13557",Non woodland,Grassland,Scotland,417.460967495,0.83386187505,8338.61875915527,417.460967495303
"173","5543","13559",Non woodland,Grassland,Scotland,376.984398241,0.5675401602,5675.40162658691,376.984398242727
"174","5546","13562",Non woodland,Grassland,Scotland,513.697084768,0.88621233245,8862.12335205078,513.697084767936
"175","5561","13577",Non woodland,Grassland,Scotland,308.835235192,0.54266022205,5426.60220336914,308.835235194882
"176","5571","13587",Non woodland,Grassland,Scotland,1006.65863736,2.4981082684,24981.0826568604,1006.658637357
"177","5575","13591",Non woodland,Grassland,Scotland,550.758229306,0.78176501515,7817.65020751953,550.758229308559
"178","5577","13593",Non woodland,Grassland,Scotland,397.921220165,1.07928033665,10792.8033599854,397.921220163326
"179","5578","13594",Non woodland,Grassland,Scotland,335.776818643,0.58742238285,5874.22378540039,335.776818643161
"180","5579","13595",Non woodland,Grassland,Scotland,363.436427534,0.58602522505,5860.25225830078,363.436427533974
"181","5587","13603",Non woodland,Grassland,Scotland,454.305976291,0.5611485553,5611.48547363281,454.30597629373
"182","5589","13605",Non woodland,Grassland,Scotland,2830.67032178,17.2289856937,172289.85697937,2830.67032177573
"183","5595","13611",Non woodland,Grassland,Scotland,556.291513606,1.2725651383,12725.6513366699,556.291513605516
"184","5596","13612",Non woodland,Grassland,Scotland,1407.64408756,9.53468211725,95346.8211669922,1407.64408755643
"185","5598","13614",Non woodland,Grassland,Scotland,417.561735793,0.59655395175,5965.53953552246,417.561735792548
"186","5599","13615",Non woodland,Grassland,Scotland,598.974832598,2.0147035288,20147.0353088379,598.974832600743
"187","5601","13617",Non woodland,Grassland,Scotland,1646.03086062,8.02509450385,80250.9449615479,1646.03086061549
"188","5603","13619",Non woodland,Grassland,Scotland,1083.18580274,2.5514713064,25514.7130279541,1083.18580274776
"189","5605","13621",Non woodland,Grassland,Scotland,820.601047815,2.14898807855,21489.8807678223,820.601047813565
"190","5606","13622",Non woodland,Grassland,Scotland,1039.16879913,1.2928455649,12928.4557647705,1039.16879913135
"191","5609","13625",Non woodland,Grassland,Scotland,770.736167547,2.5288679806,25288.6797485352,770.736167547489
"192","5613","13629",Non woodland,Grassland,Scotland,827.113475493,1.1654006094,11654.0060882568,827.11347549157
"193","5615","13631",Non woodland,Grassland,Scotland,664.915660906,1.29488009935,12948.800994873,664.915660910062
"194","5618","13634",Non woodland,Grassland,Scotland,657.960709363,1.15280417495,11528.041809082,657.96070935968
"195","5619","13635",Non woodland,Grassland,Scotland,514.435680035,0.6723000447,6723.00035095215,514.435680034898
"196","5623","13639",Non woodland,Grassland,Scotland,447.380633315,0.51000160645,5100.0160369873,447.38063331353
"197","5632","13648",Non woodland,Grassland,Scotland,1880.79455714,2.99220898045,29922.0897674561,1880.79455714623
"198","5634","13650",Non woodland,Grassland,Scotland,369.132767832,0.8241016347,8241.01637268066,369.132767831788
"199","5639","13655",Non woodland,Grassland,Scotland,963.351918267,1.15546432795,11554.6432189941,963.351918269104
"200","5640","13656",Non woodland,Grassland,Scotland,412.380034097,0.6613628435,6613.62840270996,412.380034098286
"201","5641","13657",Non woodland,Grassland,Scotland,484.840087081,0.69549295845,6954.92953491211,484.840087080666
"202","5642","13658",Non woodland,Grassland,Scotland,499.823065601,1.2575732302,12575.7323303223,499.823065601011
"203","5645","13661",Non woodland,Grassland,Scotland,863.981222254,4.07842566305,40784.2566833496,863.981222251115
"204","5650","13666",Non woodland,Grassland,Scotland,740.038218195,0.73748584475,7374.85845947266,740.038218193985
"205","5651","13667",Non woodland,Grassland,Scotland,405.947833311,0.9154984405,9154.98443603516,405.947833311589
"206","5653","13669",Non woodland,Grassland,Scotland,736.648325959,3.611192423,36111.9242553711,736.648325961334
"207","5657","13673",Non woodland,Grassland,Scotland,489.294812289,0.6040310076,6040.31005859375,489.294812290509
"208","5661","13677",Non woodland,Grassland,Scotland,911.772618907,2.8798731137,28798.7310943604,911.772618908447
"209","5662","13678",Non woodland,Grassland,Scotland,308.860602061,0.52284306635,5228.4306640625,308.860602060755
"210","5663","13679",Non woodland,Grassland,Scotland,1390.6882694,7.976102268,79761.022567749,1390.6882694046
"211","5668","13684",Non woodland,Grassland,Scotland,658.499768037,2.04641250825,20464.1250915527,658.499768036572
"212","5675","13691",Non woodland,Grassland,Scotland,439.935718443,0.83551275165,8355.12750244141,439.935718442781
"213","5676","13692",Non woodland,Grassland,Scotland,1609.01179286,5.76183024915,57618.3025360107,1609.01179285729
"214","5678","13694",Non woodland,Grassland,Scotland,522.346004735,0.5091875696,5091.8757019043,522.346004733306
"215","5680","13696",Non woodland,Grassland,Scotland,453.89076778,0.64877448895,6487.74485778809,453.890767780787
"216","5681","13697",Non woodland,Grassland,Scotland,391.345412419,0.92329747955,9232.97477722168,391.345412420056
"217","5687","13703",Non woodland,Grassland,Scotland,425.854729741,0.6392075295,6392.07531738281,425.854729741667
"218","5695","13711",Non woodland,Grassland,Scotland,422.358366995,0.8332206915,8332.20686340332,422.358366997002
"219","5696","13712",Non woodland,Grassland,Scotland,1846.94007612,2.5353928437,25353.9284820557,1846.94007612304
"220","5697","13713",Non woodland,Grassland,Scotland,617.595011454,1.169729156,11697.2915649414,617.595011451468
"221","5701","13717",Non woodland,Grassland,Scotland,610.822449466,1.729977949,17299.7795410156,610.822449469313
"222","5714","13730",Non woodland,Grassland,Scotland,4267.42464688,39.5181990723,395181.990768433,4267.42464687818
"223","5715","13731",Non woodland,Grassland,Scotland,381.316305806,0.5279581303,5279.58129882813,381.31630580715
"224","5716","13732",Non woodland,Grassland,Scotland,427.295594761,0.8287831382,8287.83135986328,427.295594759028
"225","5720","13736",Non woodland,Grassland,Scotland,413.735435334,0.59612230235,5961.22300720215,413.735435332384
"226","5734","13750",Non woodland,Grassland,Scotland,1205.6260505,1.83412886285,18341.2885894775,1205.62605050174
"227","5735","13751",Non woodland,Grassland,Scotland,4764.07281469,39.4948167951,394948.167999268,4764.07281469626
"228","5742","13758",Non woodland,Grassland,Scotland,1938.08673201,5.67654269285,56765.4268951416,1938.08673200814
"229","5756","13772",Non woodland,Grassland,Scotland,450.69655811,0.57935218105,5793.52183532715,450.696558110656
"230","5759","13775",Non woodland,Grassland,Scotland,415.065981029,0.85787317985,8578.7318572998,415.065981028499
"231","5760","13776",Non woodland,Grassland,Scotland,926.137919464,1.16333398345,11633.3399047852,926.137919460707
"232","5761","13777",Non woodland,Grassland,Scotland,477.218662697,1.0236425263,10236.4253845215,477.218662697957
"233","5762","13778",Non woodland,Grassland,Scotland,793.230253159,1.51128183635,15112.8183288574,793.230253160537
"234","5764","13780",Non woodland,Grassland,Scotland,8785.81067656,60.5643554342,605643.554428101,8785.81067656055
"235","5766","13782",Non woodland,Grassland,Scotland,329.392403906,0.51243885285,5124.38851928711,329.392403906396
"236","5770","13786",Non woodland,Grassland,Scotland,3710.1126155,7.5861602664,75861.6030426025,3710.11261550002
"237","5771","13787",Non woodland,Grassland,Scotland,395.612054471,0.6077593926,6077.59391784668,395.612054469675
"238","5772","13788",Non woodland,Grassland,Scotland,799.880634782,1.9747552255,19747.5522460938,799.880634783126
"239","5790","13806",Non woodland,Grassland,Scotland,306.907599679,0.58630476245,5863.04759216309,306.907599679365
"240","5793","13809",Non woodland,Grassland,Scotland,558.188481126,0.9756155908,9756.15591430664,558.188481126715
"241","5795","13811",Non woodland,Grassland,Scotland,403.595105064,0.61180122405,6118.01217651367,403.59510506309
"242","5796","13812",Non woodland,Grassland,Scotland,562.047334163,1.2396087305,12396.0873260498,562.047334159939
"243","5800","13816",Non woodland,Grassland,Scotland,579.719264062,1.24136061505,12413.6061553955,579.719264062566
"244","5802","13818",Non woodland,Grassland,Scotland,432.369319547,0.6571385537,6571.38558959961,432.369319547954
"245","5803","13819",Non woodland,Grassland,Scotland,482.6337608,0.5585413872,5585.41390991211,482.633760802095
"246","5806","13822",Non woodland,Grassland,Scotland,806.664900655,1.1858120141,11858.120223999,806.664900654665
"247","5809","13825",Non woodland,Grassland,Scotland,379.258846561,0.65251448665,6525.14485168457,379.258846559022
"248","5810","13826",Non woodland,Grassland,Scotland,703.393205117,1.11054242405,11105.4241943359,703.393205117511
"249","5812","13828",Non woodland,Grassland,Scotland,404.613702374,0.7412679665,7412.67965698242,404.613702372846
"250","5813","13829",Non woodland,Grassland,Scotland,386.16039707,0.5327501087,5327.50112915039,386.160397070488
"251","5819","13835",Non woodland,Grassland,Scotland,1170.84463343,2.4132952232,24132.952255249,1170.84463343485
"252","5828","13844",Non woodland,Grassland,Scotland,1121.1376619,7.15364691215,71536.4692382813,1121.13766190115
"253","5829","13845",Non woodland,Grassland,Scotland,2531.0058213,11.0418463989,110418.463760376,2531.00582129926
"254","5841","13857",Non woodland,Grassland,Scotland,413.821557771,0.6620078258,6620.07824707031,413.821557771411
"255","5846","13862",Non woodland,Grassland,Scotland,797.621646608,1.58827921885,15882.792098999,797.621646607543
"256","5855","13871",Non woodland,Grassland,Scotland,1596.2370416,13.8706119329,138706.119293213,1596.23704159583
"257","5857","13873",Non woodland,Grassland,Scotland,829.56418572,3.03250761845,30325.0762023926,829.564185716883
"258","5859","13875",Non woodland,Grassland,Scotland,1342.94006722,3.0916395065,30916.3950805664,1342.94006722403
"259","5862","13878",Non woodland,Grassland,Scotland,949.208633687,1.83775278655,18377.52784729,949.208633687122
"260","5864","13880",Non woodland,Grassland,Scotland,470.493847778,0.66559965545,6655.99658203125,470.493847778798
"261","5878","13894",Non woodland,Grassland,Scotland,537.479404847,0.7442503909,7442.50390625,537.479404845293
"262","5883","13899",Non woodland,Grassland,Scotland,567.829434269,0.9398738718,9398.73878479004,567.829434269051
