fid,id,left,top,right,bottom,OC,BAND_11,BAND_12,BAND_2,BAND_3,BAND_4,BAND_5,BAND_6,BAND_7,BAND_8,BAND_8A,DEM_ELEV,DEM_CS,DEM_LSF,DEM_SLOPE,DEM_TWI
"347","347",13.01,46.08,13.03,46.1,18.0128631591797,0.144009113311768,0.0554484166204929,0.0898085758090019,0.0762177109718323,0.0468737185001373,0.0683778822422028,0.259114533662796,0.417013764381409,0.400087863206863,0.448519229888916,118.917175292969,1.56976401805878,38.577766418457,89.9545669555664,0
"348","348",13.01,46.06,13.03,46.08,19.5378360748291,0.147187307476997,0.0587493740022182,0.0904646068811417,0.0783326104283333,0.0489954687654972,0.0717183873057365,0.273554742336273,0.445966869592667,0.427113443613052,0.479900747537613,105.368469238281,1.56992185115814,38.6501846313477,89.9513626098633,0
"349","349",13.01,46.04,13.03,46.06,21.0358829498291,0.163753420114517,0.0734184235334396,0.0881020575761795,0.0758180692791939,0.0468451306223869,0.0710544139146805,0.261247545480728,0.403568089008331,0.373734831809998,0.434492439031601,89.4010620117188,1.56974184513092,38.7002067565918,89.9496994018555,0
"350","350",13.01,46.02,13.03,46.04,22.3180809020996,0.180342420935631,0.0893926471471786,0.108676180243492,0.0968783497810364,0.0854568853974342,0.0885282009840012,0.266529619693756,0.402102917432785,0.353230804204941,0.424895524978638,73.8892974853516,1.5692948102951,39.4804916381836,89.9207153320313,0
"351","351",13.01,46,13.03,46.02,23.1955070495605,0.19430285692215,0.0848081558942795,0.0906029865145683,0.0863116011023521,0.0474442951381207,0.108161956071854,0.293266922235489,0.364132523536682,0.390117675065994,0.398644298315048,63.2937393188477,1.57010209560394,38.2046089172363,89.968505859375,0
"352","352",13.01,45.98,13.03,46,24.028865814209,0.269964575767517,0.140340059995651,0.100067399442196,0.104888945817947,0.0727883130311966,0.130776166915894,0.385979741811752,0.473413228988647,0.451362043619156,0.500517308712006,50.8164367675781,1.56932258605957,38.8868103027344,89.9330978393555,0
"353","353",13.01,45.96,13.03,45.98,25.6201171875,0.148520097136497,0.057111531496048,0.0888215526938438,0.074835866689682,0.045857697725296,0.0668318197131157,0.24901357293129,0.388502687215805,0.371520936489105,0.421937733888626,39.0665092468262,1.56947755813599,38.4438896179199,89.9563217163086,0
"354","354",13.01,45.94,13.03,45.96,27.1803188323975,0.271506190299988,0.157977774739265,0.100644022226334,0.100428268313408,0.0745522603392601,0.124677062034607,0.277751117944717,0.335422456264496,0.32628059387207,0.370632261037827,26.1572456359863,1.56980919837952,38.8096961975098,89.9473724365234,0
"355","355",13.01,45.92,13.03,45.94,27.4085006713867,0.132555678486824,0.0522577725350857,0.0870428457856178,0.075116939842701,0.043598186224699,0.0803736448287964,0.257253229618073,0.333155006170273,0.3282550573349,0.3680619597435,30.2405624389648,1.56909310817719,39.2139091491699,89.9116363525391,-25.6302375793457
"356","356",13.01,45.9,13.03,45.92,27.3145923614502,0.195915132761002,0.089020773768425,0.0952598750591278,0.0843705609440804,0.0554585158824921,0.0879790261387825,0.329004228115082,0.490037024021149,0.453226715326309,0.53023099899292,19.8923568725586,1.56998074054718,39.3006477355957,89.9321975708008,0
"415","415",13.03,46.2,13.05,46.22,54.7022247314453,0.158694565296173,0.061608362942934,0.0880317613482475,0.074506975710392,0.0432369410991669,0.0737856477499008,0.256141006946564,0.328708171844482,0.322290569543839,0.350987613201141,187.336120605469,1.57055115699768,37.5537414550781,89.9846649169922,0
"416","416",13.03,46.18,13.05,46.2,56.0495300292969,0.25848326086998,0.146594107151031,0.10373168438673,0.100799486041069,0.0907565653324127,0.126250296831131,0.250131785869598,0.305850595235825,0.29367533326149,0.347374349832535,198.388565063477,1.57064568996429,37.0674171447754,89.9968872070313,0
"417","417",13.03,46.16,13.05,46.18,48.7971725463867,0.220759719610214,0.117257736623287,0.0963765010237694,0.0884518921375275,0.0604849085211754,0.131553530693054,0.300371825695038,0.361987113952637,0.240267351269722,0.401506900787354,147.357009887695,1.56991410255432,13.4512891769409,89.8911285400391,-23.9372520446777
"418","418",13.03,46.14,13.05,46.16,38.6658668518066,0.248943224549294,0.160802870988846,0.116628780961037,0.125351503491402,0.125764206051826,0.140845865011215,0.278596788644791,0.337280333042145,0.344729840755463,0.374192208051682,179.454223632813,1.57029402256012,37.5241737365723,89.986198425293,0
"419","419",13.03,46.12,13.05,46.14,31.8617935180664,0.371851921081543,0.282404780387878,0.138390988111496,0.153369233012199,0.182166457176208,0.210978791117668,0.293073117733002,0.330684840679169,0.319158554077148,0.358386874198914,155.367279052734,1.57008528709412,39.0299911499023,89.927848815918,0
"420","420",13.03,46.1,13.05,46.12,26.7395172119141,0.175087824463844,0.0788626447319984,0.0941459536552429,0.0853609070181847,0.058326743543148,0.0847024247050285,0.278743058443069,0.383971273899078,0.402856171131134,0.408308625221252,136.255035400391,1.57017385959625,38.4166412353516,89.961540222168,0
"421","421",13.03,46.08,13.05,46.1,27.5044822692871,0.188517853617668,0.0926143974065781,0.0912158414721489,0.0812593251466751,0.0528939925134182,0.0887475162744522,0.278574824333191,0.392594009637833,0.379641145467758,0.422721832990646,109.149147033691,1.56945776939392,39.1545295715332,89.9299774169922,0
"422","422",13.03,46.06,13.05,46.08,28.2491912841797,0.313382148742676,0.260812133550644,0.12995345890522,0.124386996030807,0.15080052614212,0.169919520616531,0.204146191477776,0.2262232452631,0.20699106156826,0.244762733578682,101.427719116211,1.56915926933289,39.8129768371582,89.8773651123047,0
"423","423",13.03,46.04,13.05,46.06,26.759635925293,0.254170268774033,0.107873789966106,0.0886549651622772,0.0814113840460777,0.0441128388047218,0.0897832959890366,0.419371008872986,0.588424205780029,0.561466991901398,0.623389005661011,86.1740951538086,1.56957185268402,38.6052703857422,89.9567642211914,0
