fid,OBJECTID_1,OBJECTID,CATEGORY,IFT_IOA,COUNTRY,Shape_Leng,Area_ha,Shape__Are,Shape__Len,x_coord,y_coord,satellite1,satellite2
"9039","108384","420018",Woodland,Conifer,Scotland,1717.23699517,7.41398112165,74139.8111877441,1717.23699517409,273547.808927,684699.828529,0.101382337510586,0.0286252796649933
"9040","108386","420020",Woodland,Conifer,Scotland,1004.79752472,1.76212477155,17621.2477264404,1004.79752471852,286637.448621,684821.32291,0.244235426187515,0.0472228899598122
"9041","108387","420021",Woodland,Conifer,Scotland,394.715424138,0.50204374445,5020.43746948242,394.715424138526,284469.897113,684835.988581,0.0831525027751923,0.00113280431833118
"9042","108388","420022",Woodland,Conifer,Scotland,540.856317474,0.7037318808,7037.31881713867,540.856317474324,286923.378724,684889.507719,-0.0348988808691502,-0.0195461288094521
"9043","108392","420026",Woodland,Conifer,Scotland,1238.78141203,4.61454458135,46145.4457855225,1238.78141202486,315876.083895,684703.942505,0.0895271673798561,0.0571113079786301
"9044","108398","420032",Woodland,Conifer,Scotland,875.094016689,4.41484292135,44148.4292297363,875.094016688953,274027.080879,684949.553284,0.0724467113614082,0.045049574226141
"9045","108399","420033",Woodland,Conifer,Scotland,1502.8639697,3.5122802366,35122.8023986816,1502.86396970163,314871.450314,684856.322777,0.393707036972046,0.195068627595901
"9046","108402","420036",Woodland,Conifer,Scotland,640.661127372,1.6565307957,16565.3079986572,640.661127373202,308040.389125,684984.163325,0.134250432252884,0.0264308229088783
"9047","108403","420037",Woodland,Conifer,Scotland,548.73531769,1.4456391599,14456.3916015625,548.735317691196,281228.832245,685017.952993,0.0216095894575119,-0.015903240069747
"9048","108406","420040",Woodland,Conifer,Scotland,1185.62273335,3.62773033885,36277.3034210205,1185.62273335173,273919.066741,685081.378095,0.148852318525314,-0.0123991221189499
"9049","108408","420042",Woodland,Conifer,Scotland,930.395468503,3.4550162705,34550.1627655029,930.395468502531,274376.639813,685045.030551,0.0966006144881248,0.0364476963877678
"9050","108410","420044",Woodland,Conifer,Scotland,974.490806188,2.31484588285,23148.4588470459,974.490806186353,249923.505619,685034.394067,0.305052042007446,0.020216004922986
"9051","108413","420047",Woodland,Conifer,Scotland,24738.9954129,224.788017048,2247880.17060852,24738.9954129278,262137.427401,684291.271614,0.0776005387306213,0.0093245068565011
"9052","108414","420048",Woodland,Conifer,Scotland,884.775035629,3.3911760748,33911.7606811523,884.775035630757,273050.234498,685084.381628,0.169468089938164,-0.0446987003087997
"9053","108415","420049",Woodland,Conifer,Scotland,683.799620003,3.03293296,30329.329574585,683.799620002776,315291.780526,685086.97417,0.165231093764305,-0.0372710004448891
"9054","108417","420051",Woodland,Conifer,Scotland,1498.22245662,9.9299342495,99299.3425598145,1498.2224566175,274879.446669,685031.020633,0.0658364742994308,-0.0254511013627052
"9055","108418","420052",Woodland,Conifer,Scotland,4853.78911761,24.6023763652,246023.763793945,4853.78911761969,273270.033172,684878.816995,0.109434276819229,0.102009385824203
"9056","108420","420054",Woodland,Conifer,Scotland,373.788579341,0.8882413469,8882.41346740723,373.788579340154,273763.757157,685206.394291,0.0695184469223022,-0.0116389654576778
"9057","108422","420056",Woodland,Conifer,Scotland,920.125957361,3.7848509907,37848.5098571777,920.125957355758,274046.47049,685233.26314,0.0624430142343044,0.00386176770552993
"9058","108424","420058",Woodland,Conifer,Scotland,843.490125687,1.381988775,13819.8877868652,843.490125686781,276243.649605,685181.173673,0.22040855884552,-0.016652500256896
"9059","108425","420059",Woodland,Conifer,Scotland,661.646766078,1.1503551859,11503.5518188477,661.646766077904,313871.033897,685246.797014,0.0867882892489433,-0.0025562746450305
"9060","108427","420061",Woodland,Conifer,Scotland,627.834669801,1.4338541444,14338.5415649414,627.834669804014,315209.754185,685332.783907,0.289663851261139,0.0943790897727013
"9061","108428","420062",Woodland,Conifer,Scotland,1479.56985117,7.4966250091,74966.2499694824,1479.56985117221,314942.641686,685262.013452,0.203557640314102,0.0660455971956253
"9062","108433","420067",Woodland,Conifer,Scotland,3838.05893616,41.0383130136,410383.130065918,3838.05893615782,283432.071085,685003.004875,0.239431291818619,0.0237418152391911
"9063","108440","420074",Woodland,Conifer,Scotland,2957.09789965,32.3167994092,323167.994003296,2957.09789965316,269971.249478,685218.713899,0.205387473106384,0.0416070111095905
"9064","108442","420076",Woodland,Conifer,Scotland,497.314253432,0.730042986,7300.42988586426,497.314253432336,308127.853249,685440.554252,0.176623061299324,0.0372184589505196
"9065","108444","420078",Woodland,Conifer,Scotland,837.960726311,3.31481285445,33148.1285400391,837.960726310703,267334.557568,685473.589537,0.197543397545815,0.331252992153168
"9066","108445","420079",Woodland,Conifer,Scotland,3672.14287162,30.9609900594,309609.900558472,3672.14287162218,274790.525853,685343.754867,0.0818823948502541,0.037204559892416
"9067","108447","420081",Woodland,Conifer,Scotland,587.664605228,0.91251353495,9125.1353302002,587.664605231172,308449.41102,685481.223838,0.0630677789449692,0.00500039849430323
"9068","108451","420085",Woodland,Conifer,Scotland,888.976383511,1.44838136155,14483.813659668,888.976383510852,276919.645432,685450.144011,0.146288812160492,0.0809864178299904
"9069","108452","420086",Woodland,Conifer,Scotland,670.658373436,1.07531383365,10753.1383056641,670.658373432401,310995.986406,685576.035562,0.210928604006767,-0.0253140013664961
"9070","108454","420088",Woodland,Conifer,Scotland,427.584694458,0.96216684215,9621.66839599609,427.584694459443,282564.868764,685581.275062,0.0907070636749268,0.0310961827635765
"9071","108464","420098",Woodland,Conifer,Scotland,1919.38280888,11.4496810536,114496.81048584,1919.38280888086,270824.476238,685483.206257,0.214684769511223,0.0204155389219522
"9072","108465","420099",Woodland,Conifer,Scotland,681.65875572,1.8572302045,18572.3020782471,681.65875572146,276211.65873,685643.812526,0.222182795405388,0.0377075709402561
"9073","108469","420103",Woodland,Conifer,Scotland,369.651112189,0.6568485825,6568.48583984375,369.651112191205,279692.114389,685793.331185,0.0225851628929377,0.0290376450866461
"9074","108474","420108",Woodland,Conifer,Scotland,1814.78904915,10.0377343544,100377.343551636,1814.78904915252,257613.457336,685659.304857,-0.0516584850847721,-0.00391601677983999
"9075","108479","420113",Woodland,Conifer,Scotland,1102.1406179,2.9939637754,29939.6377410889,1102.14061789907,269697.247886,685861.41897,0.0518601611256599,0.000963121885433793
"9076","108481","420115",Woodland,Conifer,Scotland,2229.23171922,9.6428687161,96428.6871337891,2229.23171922944,258013.655334,685697.497332,-0.0180385876446962,-0.0100490543991327
"9077","108486","420120",Woodland,Conifer,Scotland,2527.73681791,12.2264210394,122264.210372925,2527.73681790535,315479.729574,685708.067593,0.431702017784119,0.0653006210923195
"9078","108487","420121",Woodland,Conifer,Scotland,658.823021218,1.32934044935,13293.4044647217,658.823021218175,266869.231434,685950.377393,0.0466088727116585,-0.00447585759684443
"9079","108490","420124",Woodland,Conifer,Scotland,740.753529809,1.81498523255,18149.8522949219,740.753529809722,257335.722402,685981.48809,0.150116786360741,0.0729721710085869
"9080","108494","420128",Woodland,Conifer,Scotland,1063.04990614,2.1115586189,21115.5861816406,1063.04990613636,308593.78904,686070.664163,0.133955806493759,0.0338483452796936
"9081","108495","420129",Woodland,Conifer,Scotland,5025.86113786,13.9296972603,139296.972442627,5025.86113786082,314691.398526,685818.268314,-0.0511551648378372,0.110957972705364
"9082","108496","420130",Woodland,Conifer,Scotland,968.390267247,1.65078445545,16507.8445281982,968.390267249987,319006.959106,686063.381027,0.350496679544449,-0.0147418510168791
"9083","108497","420131",Woodland,Conifer,Scotland,1468.68129437,5.12186960045,51218.6959838867,1468.68129436708,271597.300885,686008.266174,0.0966433808207512,0.00189817824866623
"9084","108498","420132",Woodland,Conifer,Scotland,1183.3513623,4.33759204105,43375.9203338623,1183.3513622967,266857.909998,686110.920304,0.0411887317895889,0.0510087758302689
"9085","108500","420134",Woodland,Conifer,Scotland,15321.2642062,334.654398116,3346543.98097229,15321.2642062228,266268.023848,685149.240915,0.147681310772896,0.0671718418598175
"9086","108503","420137",Woodland,Conifer,Scotland,642.658820333,1.5526111949,15526.1119232178,642.658820333013,257357.080399,686144.541906,0.0219419840723276,0.0267167519778013
"9087","108508","420142",Woodland,Conifer,Scotland,350.626438002,0.59161751355,5916.17517089844,350.626438001576,254385.398899,686270.949683,0.105325318872929,0.0345959737896919
"9088","108510","420144",Woodland,Conifer,Scotland,504.857277643,0.9169328573,9169.32852172852,504.857277644357,307687.55322,686249.679411,-0.013028952293098,0.0842465683817863
"9089","108511","420145",Woodland,Conifer,Scotland,607.446047412,1.1100861131,11100.8611297607,607.446047412513,257951.370182,686268.193786,-0.000606093613896519,-0.0528549663722515
"9090","108516","420150",Woodland,Conifer,Scotland,648.539172198,1.0346214846,10346.2148590088,648.539172195431,305492.220105,686308.08617,-0.0202707666903734,-0.081319659948349
"9091","108517","420151",Woodland,Conifer,Scotland,1135.41622725,3.85936599625,38593.6599884033,1135.41622724535,257654.58274,686280.436184,0.118728950619698,0.099286824464798
"9092","108519","420153",Woodland,Conifer,Scotland,701.029897278,0.96467109525,9646.71099853516,701.029897279731,247096.901563,686373.935196,0.0166022032499313,0.0173220615833998
"9093","108522","420156",Woodland,Conifer,Scotland,1216.27868503,2.67447339565,26744.7339477539,1216.27868503127,267707.557612,686178.31322,0.380382984876633,0.0435800291597843
"9094","108524","420158",Woodland,Conifer,Scotland,776.4409554,1.62328790145,16232.8791046143,776.440955400184,258534.172275,686395.333584,0.689125299453735,0.0018390198238194
"9095","108525","420159",Woodland,Conifer,Scotland,595.449450685,1.94172301745,19417.2301177979,595.449450688127,279509.234617,686449.287746,0.151452049612999,0.0557469315826893
"9096","108526","420160",Woodland,Conifer,Scotland,470.608487783,1.09393703305,10939.3703460693,470.608487782012,298755.134212,686482.26899,0.157047465443611,0.0236033108085394
"9097","108528","420162",Woodland,Conifer,Scotland,751.453955378,1.97171759455,19717.1759033203,751.453955380161,261922.991941,686479.837319,0.036726500838995,0.0241379104554653
"9098","108530","420164",Woodland,Conifer,Scotland,515.719721877,1.0401020492,10401.0205230713,515.71972187722,277122.324144,686514.930892,0.147599756717682,0.0555069297552109
"9099","108532","420166",Woodland,Conifer,Scotland,448.885884703,0.64885550845,6488.55513000488,448.88588470203,263103.55484,686541.920667,0.133022710680962,0.0573755130171776
"9100","108534","420168",Woodland,Conifer,Scotland,346.828628871,0.5441422246,5441.42225646973,346.828628869816,266541.263999,686562.843815,0.104519046843052,0.0578818023204803
"9101","108535","420169",Woodland,Conifer,Scotland,10624.9774197,130.787413351,1307874.13334656,10624.9774197461,268743.949959,685976.574858,0.0945919156074524,0.216666981577873
"9102","108536","420170",Woodland,Conifer,Scotland,724.547675175,2.97409007725,29740.9007415771,724.547675176205,315489.36012,686542.487247,0.100133799016476,-0.0524668172001839
"9103","108538","420172",Woodland,Conifer,Scotland,623.892939821,0.60269051095,6026.90510559082,623.892939824628,318830.192222,686617.172176,-0.0379447303712368,0.0533229932188988
"9104","108540","420174",Woodland,Conifer,Scotland,465.509455438,1.32872577215,13287.2577056885,465.509455438782,263556.721459,686618.93781,0.125785037875175,-0.0300320722162724
"9105","108544","420178",Woodland,Conifer,Scotland,520.325554174,0.8283154418,8283.15441894531,520.325554173189,263034.689979,686593.007862,0.182108283042908,0.00348836951889098
"9106","108550","420184",Woodland,Conifer,Scotland,386.904636339,0.6724413641,6724.4136505127,386.904636338037,261109.743624,686698.735042,0.00930558517575264,0.00154044467490166
"9107","108555","420189",Woodland,Conifer,Scotland,1839.72402166,9.10729470255,91072.9469299316,1839.72402166471,279155.546763,686593.54035,0.138394728302956,0.0774700716137886
"9108","108557","420191",Woodland,Conifer,Scotland,532.920654662,1.1691431652,11691.431640625,532.920654659816,263054.161187,686752.266978,0.263431072235107,0.0919912308454514
"9109","108558","420192",Woodland,Conifer,Scotland,467.825879662,0.618064995,6180.64993286133,467.825879661837,283099.01582,686740.366325,0.0941477417945862,-0.0239917114377022
"9110","108559","420193",Woodland,Conifer,Scotland,286.984598715,0.5200795018,5200.79502868652,286.984598714164,282849.539252,686765.790991,0.0735698193311691,0.0208505392074585
"9111","108563","420197",Woodland,Conifer,Scotland,3613.21757573,39.2767996361,392767.996337891,3613.21757573061,268145.383894,686441.60952,0.0787777304649353,0.115487590432167
"9112","108567","420201",Woodland,Conifer,Scotland,370.245905991,0.6362309823,6362.3098449707,370.245905990191,279036.911985,686831.561496,0.23679818212986,0.0579303205013275
"9113","108568","420202",Woodland,Conifer,Scotland,366.41390716,0.53828326135,5382.83253479004,366.413907162641,318585.498082,686865.671157,0.0616945773363113,0.0809770971536636
"9114","108569","420203",Woodland,Conifer,Scotland,724.224106156,1.62441360525,16244.1360015869,724.224106156064,251722.360812,686815.550859,0.348715633153915,0.024979954585433
"9115","108572","420206",Woodland,Conifer,Scotland,501.154083058,1.26702783715,12670.2783660889,501.154083058271,282757.437305,686879.336261,-0.0201800353825092,-0.0398673824965954
"9116","108573","420207",Woodland,Conifer,Scotland,1000.54903874,4.1211010738,41211.0106811523,1000.54903874038,248501.881955,686855.015312,0.21268855035305,-0.0452899113297462
"9117","108576","420210",Woodland,Conifer,Scotland,1173.0384639,4.66552868725,46655.2868804932,1173.03846390264,313127.196257,686824.391353,0.163617491722107,0.0221665985882282
"9118","108577","420211",Woodland,Conifer,Scotland,485.447650655,0.7555070918,7555.07086181641,485.447650656178,261802.065392,686981.030422,0.117024809122086,0.0169522240757942
"9119","108580","420214",Woodland,Conifer,Scotland,4285.90962211,28.1088972893,281088.972976685,4285.90962211288,296868.293754,686944.657359,0.335254073143005,0.0206233151257038
"9120","108581","420215",Woodland,Conifer,Scotland,446.50536141,0.663555995,6635.55992126465,446.505361410085,316105.311406,687075.342059,0.111929729580879,0.0218802019953728
"9121","108582","420216",Woodland,Conifer,Scotland,360.246422367,0.8538864739,8538.86470031738,360.246422365797,252702.750645,687084.75129,0.307902902364731,0.0100307669490576
"9122","108583","420217",Woodland,Conifer,Scotland,725.619026689,1.31431949985,13143.1949920654,725.619026691623,253435.144884,687037.712852,0.22294819355011,-0.00224340008571744
"9123","108591","420225",Woodland,Conifer,Scotland,369.728825351,0.5242494819,5242.49485778809,369.728825351305,286232.596056,687208.334308,0.227813616394997,0.0866603925824165
"9124","108592","420226",Woodland,Conifer,Scotland,680.021742852,1.16820121625,11682.0121307373,680.02174285276,252600.069136,687187.207223,0.00347329466603696,-0.0147721758112311
"9125","108593","420227",Woodland,Conifer,Scotland,335.055793551,0.6697488718,6697.4886932373,335.055793550581,254044.55417,687234.460652,0.135989025235176,0.0727664157748222
"9126","108596","420230",Woodland,Conifer,Scotland,431.491385624,0.53462089395,5346.20895385742,431.491385627721,276603.334314,687287.681687,0.283287733793259,-0.00714174704626203
"9127","108597","420231",Woodland,Conifer,Scotland,2008.55903248,7.65876972555,76587.6972503662,2008.55903247362,281114.453834,687115.671369,0.0590398088097572,0.0591817647218704
"9128","108598","420232",Woodland,Conifer,Scotland,573.644449222,0.57350137745,5735.01379394531,573.644449222353,251469.089567,687302.83754,-0.0588941462337971,-0.00072728015948087
"9129","108600","420234",Woodland,Conifer,Scotland,686.434663626,1.0679710476,10679.7103881836,686.434663624282,307975.535178,687286.25471,-0.0741308107972145,-0.0484298355877399
"9130","108602","420236",Woodland,Conifer,Scotland,495.912022814,1.28877659655,12887.7660064697,495.912022817337,281012.945178,687328.706516,0.157028555870056,-0.0255848132073879
"9131","108603","420237",Woodland,Conifer,Scotland,4540.59618665,21.3634061605,213634.061477661,4540.59618664602,277215.286319,687240.32356,0.201211154460907,0.0486530363559723
"9132","108606","420240",Woodland,Conifer,Scotland,565.892499454,0.7840283939,7840.28393554688,565.892499453648,325726.22282,687479.10266,0.0491306819021702,-0.0250596832484007
"9133","108607","420241",Woodland,Conifer,Scotland,594.746565042,0.9921997359,9921.9973449707,594.746565039325,277478.993174,687493.192613,-0.0304464120417833,-0.0482991449534893
"9134","108609","420243",Woodland,Conifer,Scotland,804.502348474,2.0148020704,20148.020690918,804.502348473015,260459.590083,687435.293982,0.425508886575699,0.0838707685470581
"9135","108610","420244",Woodland,Conifer,Scotland,440.087492876,0.7476242624,7476.2425994873,440.087492875863,254681.930444,687498.837027,-0.028382970020175,-0.0376424603164196
"9136","108611","420245",Woodland,Conifer,Scotland,412.143663725,0.55358198225,5535.81979370117,412.143663723205,305218.476568,687501.297735,0.0241690184921026,-0.0163361243903637
"9137","108612","420246",Woodland,Conifer,Scotland,3897.70749987,23.6929105949,236929.105865479,3897.70749986665,279627.580123,687124.762698,0.0824031382799149,0.177264839410782
"9138","108613","420247",Woodland,Conifer,Scotland,1937.62589927,5.62125772415,56212.5771789551,1937.6258992686,321904.715692,687547.205545,0.126328572630882,0.0681559666991234
"9139","108618","420252",Woodland,Conifer,Scotland,882.820079252,2.185754635,21857.5464019775,882.820079252463,281606.586383,687520.491,0.0894749686121941,-0.0617541819810867
"9140","108619","420253",Woodland,Conifer,Scotland,4366.32429763,14.8411535181,148411.535232544,4366.32429763189,300643.021276,687364.928093,0.37202975153923,0.0927037969231606
"9141","108621","420255",Woodland,Conifer,Scotland,1048.96085985,2.4446701992,24446.7020874023,1048.9608598543,252780.304475,687612.041092,0.0937635526061058,-0.0215824320912361
"9142","108625","420259",Woodland,Conifer,Scotland,531.876125263,1.0607550218,10607.5503082275,531.876125262963,286258.927509,687677.893357,0.0903495997190475,0.0556844361126423
"9143","108626","420260",Woodland,Conifer,Scotland,2045.27835248,6.2082951237,62082.9511413574,2045.27835247064,315854.873538,687491.877868,0.0477529130876064,-0.038850300014019
"9144","108628","420262",Woodland,Conifer,Scotland,380.29244042,0.747952321,7479.52326965332,380.292440421011,261779.685366,687755.351407,0.0117072630673647,0.0100293345749378
"9145","108632","420266",Woodland,Conifer,Scotland,417.859704034,0.66087408545,6608.74084472656,417.859704036481,252313.888775,687846.606957,0.358648836612701,0.108384497463703
"9146","108633","420267",Woodland,Conifer,Scotland,1391.308927,5.4811289805,54811.2898101807,1391.30892699534,275992.680852,687716.934131,0.016598304733634,0.0527965649962425
"9147","108635","420269",Woodland,Conifer,Scotland,506.81738216,0.57095664205,5709.56645202637,506.817382160473,305099.114021,687863.017564,0.164025261998177,-0.0225835032761097
"9148","108638","420272",Woodland,Conifer,Scotland,403.234295609,0.49156524605,4915.65246582031,403.234295606473,304806.929955,687906.603746,0.194221526384354,0.0490387342870235
"9149","108639","420273",Woodland,Conifer,Scotland,350.888803303,0.5250296986,5250.2970123291,350.888803301713,304559.050252,687890.068231,0.398526757955551,0.0678989589214325
"9150","108641","420275",Woodland,Conifer,Scotland,785.873155184,2.15600048265,21560.0048217773,785.873155182351,253075.842787,687879.912648,0.0667610540986061,0.04022216796875
"9151","108643","420277",Woodland,Conifer,Scotland,1589.11162296,6.9991099054,69991.0990447998,1589.11162296333,317592.522705,687825.584872,0.031876977533102,0.0704650282859802
"9152","108644","420278",Woodland,Conifer,Scotland,3841.44299984,8.935938869,89359.3888244629,3841.44299982859,305674.634723,687724.762863,0.206133976578712,0.00272147753275931
"9153","108645","420279",Woodland,Conifer,Scotland,601.370802096,1.0176899143,10176.8991241455,601.370802096521,251145.360992,687896.143432,0.156856581568718,0.105853542685509
"9154","108646","420280",Woodland,Conifer,Scotland,283.237783277,0.4896560416,4896.5604095459,283.237783279779,304862.976583,687993.969686,-0.0224164426326752,0.0334442295134068
"9155","108650","420284",Woodland,Conifer,Scotland,385.658699913,0.5895158281,5895.15824890137,385.658699915113,302724.934077,688081.301378,0.135255247354507,-0.0041802036575973
"9156","108652","420286",Woodland,Conifer,Scotland,814.625606473,1.66057795,16605.7794036865,814.625606471086,303610.174565,688107.328251,0.220565319061279,0.035824578255415
"9157","108653","420287",Woodland,Conifer,Scotland,392.471074801,0.50050845915,5005.0845489502,392.471074801398,258297.878655,688144.168275,0.0528797917068005,0.06022709608078
"9158","108655","420289",Woodland,Conifer,Scotland,1682.88052631,6.79822290765,67982.229019165,1682.88052631008,305370.573398,688070.46477,0.00892587099224329,-0.0231472216546535
"9159","108657","420291",Woodland,Conifer,Scotland,1217.37780423,3.68839097085,36883.90965271,1217.37780423,318170.11246,688081.973573,0.086651012301445,-0.000524447066709399
"9160","108659","420293",Woodland,Conifer,Scotland,2745.8566128,10.9644847639,109644.847564697,2745.85661279985,297115.99615,687892.88849,0.0556837096810341,0.00645555276423693
"9161","108660","420294",Woodland,Conifer,Scotland,558.183689979,0.7191091235,7191.09107971191,558.183689978285,317767.617441,688137.842095,0.11571529507637,-0.0173696801066399
"9162","108661","420295",Woodland,Conifer,Scotland,2592.49892549,11.6893495428,116893.495285034,2592.49892548885,305963.2952,688047.087135,0.128062456846237,0.104773573577404
"9163","108663","420297",Woodland,Conifer,Scotland,633.726851314,2.2886312315,22886.3123016357,633.726851316023,279626.35741,688206.537823,0.280400216579437,0.0353463776409626
"9164","108666","420300",Woodland,Conifer,Scotland,2781.09558213,10.3748013882,103748.014038086,2781.09558213644,302999.397009,688200.635562,0.192332461476326,-0.0356720499694347
"9165","108667","420301",Woodland,Conifer,Scotland,1219.42674971,5.7919419721,57919.4198303223,1219.42674971458,277817.712273,688179.141386,-0.000368820241419598,0.0647682100534439
"9166","108668","420302",Woodland,Conifer,Scotland,1694.55495703,7.83502838765,78350.2839050293,1694.55495703323,298678.555551,688221.825268,0.244945347309113,0.089014858007431
"9167","108670","420304",Woodland,Conifer,Scotland,1034.64200291,2.61923597425,26192.3598022461,1034.64200290569,253157.031367,688221.236265,0.159901842474937,-0.0394832715392113
"9168","108671","420305",Woodland,Conifer,Scotland,635.311496387,0.79048560435,7904.85600280762,635.311496389351,261390.110611,688282.77576,0.247663468122482,0.110326215624809
"9169","108672","420306",Woodland,Conifer,Scotland,1303.46332558,4.0271179839,40271.1798858643,1303.46332558335,317924.206656,688213.8516,0.304264724254608,0.044616024941206
"9170","108674","420308",Woodland,Conifer,Scotland,493.708358159,1.2956738098,12956.7380523682,493.708358158545,278131.711773,688357.899646,-0.0348963104188442,-0.0105230109766126
"9171","108677","420311",Woodland,Conifer,Scotland,856.019814747,3.29397646215,32939.7646179199,856.019814748329,302363.364339,688340.606913,0.0106475865468383,0.0539870671927929
"9172","108678","420312",Woodland,Conifer,Scotland,764.484549617,1.5719834361,15719.8344268799,764.484549617404,302870.898217,688384.887634,0.160356596112251,0.0424997620284557
"9173","108679","420313",Woodland,Conifer,Scotland,320.152705756,0.7186877763,7186.87777709961,320.152705756565,299084.206384,688400.891264,0.304809510707855,-0.00563934678211808
"9174","108680","420314",Woodland,Conifer,Scotland,1013.1725464,1.9458573429,19458.5733642578,1013.1725464011,253676.986969,688359.645609,-0.0293318871408701,-0.0175330359488726
"9175","108682","420316",Woodland,Conifer,Scotland,966.971258744,3.32558990565,33255.8989868164,966.971258742616,261738.284231,688354.056773,0.194384604692459,0.0440255030989647
"9176","108684","420318",Woodland,Conifer,Scotland,1218.61022484,2.4816713899,24816.7140045166,1218.61022484284,255564.244086,688365.28102,0.279376953840256,0.033631581813097
"9177","108685","420319",Woodland,Conifer,Scotland,443.959581641,1.1642425318,11642.4253234863,443.959581642131,279464.668451,688479.753516,0.158103555440903,-0.0333060100674629
"9178","108686","420320",Woodland,Conifer,Scotland,629.616443992,1.9012727241,19012.7271881104,629.616443990669,302594.117723,688477.752773,0.0638905689120293,0.0468742698431015
"9179","108690","420324",Woodland,Conifer,Scotland,2038.78878581,11.9947478638,119947.478637695,2038.78878580405,298607.719651,688493.293801,0.280299961566925,0.0616955459117889
"9180","108697","420331",Woodland,Conifer,Scotland,7513.26371791,69.5947728806,695947.729019165,7513.26371791173,294289.596215,688006.327875,-0.0397439897060394,0.0363799221813679
"9181","108699","420333",Woodland,Conifer,Scotland,549.267376886,1.2048007256,12048.0071258545,549.267376886461,253016.534254,688644.771575,0.442411780357361,0.00886846520006657
"9182","108702","420336",Woodland,Conifer,Scotland,437.167559702,0.5377684298,5377.68434143066,437.16755970164,255527.34972,688697.03423,0.151646137237549,-0.0411169491708279
"9183","108703","420337",Woodland,Conifer,Scotland,432.986576483,0.776136445,7761.3645324707,432.98657648458,247099.938697,688682.733835,0.840386688709259,0.0777615457773209
"9184","108705","420339",Woodland,Conifer,Scotland,1591.60739755,5.9266878678,59266.8786468506,1591.60739755969,318429.864782,688549.226276,,
"9185","108711","420345",Woodland,Conifer,Scotland,1115.43750877,3.4115092004,34115.0919952393,1115.43750876966,256713.691145,688670.478654,0.216710641980171,0.305321037769318
"9186","108712","420346",Woodland,Conifer,Scotland,841.78398261,3.09860134695,30986.0134277344,841.783982608217,279071.070643,688716.122388,0.243553504347801,0.0296304114162922
"9187","108713","420347",Woodland,Conifer,Scotland,438.11210892,1.0170583199,10170.583190918,438.1121089215,300119.397421,688801.422223,,
"9188","108715","420349",Woodland,Conifer,Scotland,2696.17286444,18.8421592498,188421.592575073,2696.17286444859,300373.577142,688497.976395,0.0116543248295784,-0.020444305613637
"9189","108716","420350",Woodland,Conifer,Scotland,772.582818676,1.81325909995,18132.5910186768,772.582818679118,253314.141445,688772.89569,0.0337292850017548,0.0623305626213551
"9190","108725","420359",Woodland,Conifer,Scotland,843.803592016,1.2260794311,12260.7943115234,843.803592013651,252875.207686,688860.365336,-0.0551126636564732,-0.0185678116977215
"9191","108726","420360",Woodland,Conifer,Scotland,899.519324583,1.7246179732,17246.1797790527,899.51932458428,256263.686526,688952.193081,0.408981561660767,-0.0127456374466419
"9192","108733","420367",Woodland,Conifer,Scotland,508.875858337,1.04960340925,10496.0340576172,508.875858335007,277618.464695,689000.545324,0.106234423816204,0.0235253218561411
"9193","108734","420368",Woodland,Conifer,Scotland,1248.62089079,1.8163205516,18163.2055053711,1248.62089078366,255642.872836,688890.866085,-0.0160740371793509,0.0150239411741495
"9194","108735","420369",Woodland,Conifer,Scotland,685.450766196,1.7778426704,17778.4267120361,685.450766197177,276654.314371,688982.941665,0.0781538859009743,0.023147476837039
"9195","108736","420370",Woodland,Conifer,Scotland,328.158273789,0.52746443015,5274.64430236816,328.158273787327,254353.246716,689068.54362,0.00694832904264331,-0.0165385268628597
"9196","108741","420375",Woodland,Conifer,Scotland,449.29707178,0.8184018578,8184.01860046387,449.297071779999,279971.311576,689097.243118,0.0505044609308243,0.0218003615736961
"9197","108742","420376",Woodland,Conifer,Scotland,1788.61301475,13.065654364,130656.543533325,1788.61301475587,287536.709799,688846.004914,0.192967161536217,0.0132386973127723
"9198","108750","420384",Woodland,Conifer,Scotland,463.655795038,0.61898896055,6189.88960266113,463.655795039031,251592.290602,689191.961555,0.13175342977047,0.0451685301959515
"9199","108753","420387",Woodland,Conifer,Scotland,418.663300835,0.97657375965,9765.73754882813,418.663300835862,288342.841985,689290.529557,,
"9200","108754","420388",Woodland,Conifer,Scotland,12503.3047734,135.08682534,1350868.25349426,12503.3047734175,276509.397065,688355.514128,0.1534214168787,0.0731797963380814
"9201","108757","420391",Woodland,Conifer,Scotland,520.74025781,1.7186244032,17186.2440643311,520.740257810798,288076.50652,689247.047454,,
"9202","108760","420394",Woodland,Conifer,Scotland,449.733466249,0.6846783642,6846.78364562988,449.733466251711,276849.912886,689393.014851,,
"9203","108761","420395",Woodland,Conifer,Scotland,811.175204287,1.7862142282,17862.1422576904,811.175204287917,276315.929331,689388.799687,,
"9204","108767","420401",Woodland,Conifer,Scotland,1518.68030796,10.4196141685,104196.141693115,1518.68030796039,248418.880667,689397.923843,-0.0351532027125359,-0.0107013378292322
"9205","108769","420403",Woodland,Conifer,Scotland,583.950639268,1.96666438965,19666.6438293457,583.950639266817,276079.582212,689531.399883,,
"9206","108779","420413",Woodland,Conifer,Scotland,760.851576639,3.2847231567,32847.2315979004,760.851576638623,253780.139244,689594.504852,0.269818812608719,0.060161866247654
