idx,lr,layers,neurons,max_iter,fit_time,score_time,test_root_mean_squared_error,test_mean_absolute_error,test_r2_score
52.0,0.01,7.0,50.0,100.0,0.35331974029541013,0.0010010242462158204,0.619194312430414,0.3834015965461731,0.028973963421998362
53.0,0.01,7.0,50.0,200.0,0.3289013385772705,0.0012011528015136719,0.599798082112219,0.3597577393054962,0.0886232577739405
54.0,0.01,7.0,50.0,500.0,0.2691744327545166,0.0010011672973632812,0.5846121536305079,0.3417713701725006,0.13424972506925342
55.0,0.01,7.0,50.0,1000.0,0.22773847579956055,0.0010009288787841796,0.6399926856487255,0.4095906376838684,-0.04503800282238708
56.0,0.01,7.0,100.0,100.0,0.5450382232666016,0.002002096176147461,0.5862283061310295,0.343663626909256,0.12891699924546787
57.0,0.01,7.0,100.0,200.0,0.5175429821014405,0.0017820358276367187,0.5799338164468976,0.33632323145866394,0.14742041827826108
58.0,0.01,7.0,100.0,500.0,0.48401808738708496,0.0020018577575683593,0.5919189226556051,0.3503680109977722,0.11358813563686494
59.0,0.01,7.0,100.0,1000.0,0.6615355968475342,0.0019074440002441405,0.5910203780987228,0.3493050873279572,0.11497094109199979
60.0,0.01,9.0,5.0,100.0,0.3379065036773682,0.000800323486328125,0.5669035418810432,0.32137962579727175,0.18598023285393683
61.0,0.01,9.0,5.0,200.0,0.20878877639770507,0.0010010719299316407,0.5600813471089119,0.3136911153793335,0.205388739472522
62.0,0.01,9.0,5.0,500.0,0.4047673225402832,0.0008008480072021484,0.5933944942887517,0.3521170258522034,0.10922014793836017
63.0,0.01,9.0,5.0,1000.0,0.4886444568634033,0.0006004810333251953,0.6071693312458828,0.3686545968055725,0.06682731501942762
64.0,0.01,9.0,10.0,100.0,0.2505654811859131,0.00040030479431152344,0.5770016091339178,0.3329308569431305,0.1574756044182113
65.0,0.01,9.0,10.0,200.0,0.28911399841308594,0.00040044784545898435,0.5619328500671759,0.31576852798461913,0.20052749006521328
66.0,0.01,9.0,10.0,500.0,0.2201993942260742,0.0008006572723388671,0.5726630279431334,0.327942943572998,0.17019769634309576
67.0,0.01,9.0,10.0,1000.0,0.30808067321777344,0.0010008811950683594,0.5653473314780486,0.31961760520935056,0.19015187875278933
68.0,0.01,9.0,20.0,100.0,0.2356116771697998,0.0010008811950683594,0.5682047840158703,0.32285667657852174,0.18246507844345478
69.0,0.01,9.0,20.0,200.0,0.24021997451782226,0.0008008003234863282,0.5693924367100203,0.3242077469825745,0.17878271337703203
70.0,0.01,9.0,20.0,500.0,0.29146437644958495,0.000800466537475586,0.6033309901000546,0.3640082836151123,0.07317731630226035
71.0,0.01,9.0,20.0,1000.0,0.3222156047821045,0.0010006427764892578,0.6066350569411166,0.3680060923099518,0.06867544986197298
72.0,0.01,9.0,50.0,100.0,0.39529004096984866,0.0012007713317871093,0.5977501340440754,0.3573052227497101,0.09402304826388327
73.0,0.01,9.0,50.0,200.0,0.49522976875305175,0.0010007381439208984,0.6225884069148282,0.38761632442474364,0.015136579529598838
74.0,0.01,9.0,50.0,500.0,0.39887423515319825,0.001201295852661133,0.578612003888358,0.3347918510437012,0.15164967352105047
75.0,0.01,9.0,50.0,1000.0,0.3669464111328125,0.0014009475708007812,0.6136077594833437,0.37651448249816893,0.042555102733707884
76.0,0.01,9.0,100.0,100.0,0.6290384292602539,0.0020020008087158203,0.6535436958262841,0.42711936235427855,-0.07930924342623717
77.0,0.01,9.0,100.0,200.0,0.8052487373352051,0.0022018909454345702,0.6025040627180334,0.36301114559173586,0.08082668057850402
78.0,0.01,9.0,100.0,500.0,0.6588106155395508,0.0022020816802978517,0.648607286952052,0.42069141268730165,-0.06367133058792174
79.0,0.01,9.0,100.0,1000.0,0.7741082191467286,0.002602386474609375,0.6099212545628969,0.37200393676757815,0.05756574935741243
80.0,0.01,11.0,5.0,100.0,0.1853689193725586,0.0008009910583496094,0.6034321205614513,0.3641303241252899,0.07971576428818576
81.0,0.01,11.0,5.0,200.0,0.2992719173431396,0.0008008003234863282,0.5857074998211615,0.343053275346756,0.1327533850723869
82.0,0.01,11.0,5.0,500.0,0.4716292381286621,0.0008006095886230469,0.5855609446763568,0.34288161993026733,0.12957971367364432
83.0,0.01,11.0,5.0,1000.0,0.290941858291626,0.0010010242462158204,0.6144396005004206,0.3775360226631165,0.04412796559177183
84.0,0.01,11.0,10.0,100.0,0.2554315090179443,0.00040035247802734376,0.5615029080826005,0.3152855157852173,0.20129797292401297
85.0,0.01,11.0,10.0,200.0,0.22450456619262696,0.0006005764007568359,0.5689905967723164,0.3237502992153168,0.18095623454926152
86.0,0.01,11.0,10.0,500.0,0.35466480255126953,0.0004002094268798828,0.5520204118344388,0.3047265350818634,0.2279732479717161
87.0,0.01,11.0,10.0,1000.0,0.24722518920898437,0.0004002571105957031,0.5600984328051373,0.3137102544307709,0.20505795436183502
88.0,0.01,11.0,20.0,100.0,0.23201022148132325,0.0006005287170410157,0.5538008198119323,0.30669534802436826,0.22275183685507907
89.0,0.01,11.0,20.0,200.0,0.28219780921936033,0.0008033275604248047,0.56385094223167,0.317927885055542,0.19397206958064633
90.0,0.01,11.0,20.0,500.0,0.2511919021606445,0.001000690460205078,0.571773022799042,0.32692438960075376,0.17026581811348268
91.0,0.01,11.0,20.0,1000.0,0.2591581344604492,0.000800466537475586,0.5720693518570961,0.327263343334198,0.16971962400476384
92.0,0.01,11.0,50.0,100.0,0.4552135467529297,0.0016012191772460938,0.5928671095112095,0.3514914095401764,0.11042453199323905
93.0,0.01,11.0,50.0,200.0,0.5479858875274658,0.001601409912109375,0.593470000451264,0.3522066414356232,0.10770925543633474
94.0,0.01,11.0,50.0,500.0,0.5721219062805176,0.001801300048828125,0.5649427039709328,0.319160258769989,0.19121845271460097
95.0,0.01,11.0,50.0,1000.0,0.5536034584045411,0.001401233673095703,0.5720210988348305,0.327208137512207,0.1706374397165022
96.0,0.01,11.0,100.0,100.0,0.778547716140747,0.003204822540283203,0.5699709718824995,0.324866908788681,0.17707536647364402
97.0,0.01,11.0,100.0,200.0,0.7822964668273926,0.002402210235595703,0.5666614299653748,0.32110517621040346,0.18610612936345355
98.0,0.01,11.0,100.0,500.0,1.0507821083068847,0.002402067184448242,0.5883696875898665,0.34617888927459717,0.11981592746093395
99.0,0.01,11.0,100.0,1000.0,1.009516429901123,0.0028025627136230467,0.5929577310013269,0.35159887075424195,0.10765574056050856
100.0,0.01,13.0,5.0,100.0,0.38745737075805664,0.0010009765625,0.6013903086554743,0.36167030334472655,0.08279222720883213
101.0,0.01,13.0,5.0,200.0,0.30347676277160646,0.000600433349609375,0.5821466472336861,0.3388947188854218,0.14167454614102046
102.0,0.01,13.0,5.0,500.0,0.3643766403198242,0.0004002571105957031,0.5988202596547275,0.3585857033729553,0.09026108466641436
103.0,0.01,13.0,5.0,1000.0,0.2977039337158203,0.0005015850067138672,0.5732993154312404,0.32867210507392886,0.16934944421968784
104.0,0.01,13.0,10.0,100.0,0.2761566638946533,0.0012010574340820313,0.5672586117978005,0.3217823326587677,0.18405662071148982
105.0,0.01,13.0,10.0,200.0,0.2892615795135498,0.0010012149810791015,0.8933249122901207,0.7980293989181518,-1.02095370460733
106.0,0.01,13.0,10.0,500.0,0.3648855209350586,0.0008007049560546875,0.5577990607771791,0.3111397922039032,0.21193360029997357
107.0,0.01,13.0,10.0,1000.0,0.292507266998291,0.0004002571105957031,0.5551769139153325,0.3082214057445526,0.21920864899941145
108.0,0.01,13.0,20.0,100.0,0.37694196701049804,0.0010009288787841796,0.5635685784429976,0.31760954260826113,0.1953213989465658
109.0,0.01,13.0,20.0,200.0,0.34331140518188474,0.0010009288787841796,0.5656415525933386,0.31995036602020266,0.1893589852534106
110.0,0.01,13.0,20.0,500.0,0.3154261589050293,0.0006005764007568359,0.5780139919620195,0.3341001749038696,0.15220751701754098
111.0,0.01,13.0,20.0,1000.0,0.35372276306152345,0.0010009765625,0.5779632445168824,0.33404151201248167,0.150181782746267
112.0,0.01,13.0,50.0,100.0,0.5283965110778809,0.0012009143829345703,0.5618141761760722,0.3156351685523987,0.19958305907278212
113.0,0.01,13.0,50.0,200.0,0.4904451847076416,0.0018016338348388673,0.5771233154612697,0.3330713212490082,0.155507682154497
114.0,0.01,13.0,50.0,500.0,0.6452126502990723,0.0016027450561523437,0.5944509133638572,0.35337188839912415,0.1053677047495831
115.0,0.01,13.0,50.0,1000.0,0.5709540843963623,0.0018019676208496094,0.5563957130657774,0.30957618951797483,0.21602829857894337
116.0,0.01,13.0,100.0,100.0,1.123349905014038,0.003193521499633789,0.5592578648085376,0.31276935935020445,0.20781725754738786
117.0,0.01,13.0,100.0,200.0,1.1256405353546142,0.003111743927001953,0.5580763387879227,0.31144919991493225,0.2108812746744778
118.0,0.01,13.0,100.0,500.0,0.9143388271331787,0.003002357482910156,0.5611942181977958,0.31493895053863524,0.20205006253924557
119.0,0.01,13.0,100.0,1000.0,1.3450988292694093,0.003802633285522461,0.5674434662274267,0.32199208736419677,0.18418604727336904
120.0,0.005,3.0,5.0,100.0,0.17295660972595214,0.00020012855529785156,1.40329986111386,1.969250500202179,-3.9862083375274366
121.0,0.005,3.0,5.0,200.0,0.3061988353729248,0.0006007194519042969,1.0708990313764697,1.146824735403061,-1.9009521415953738
122.0,0.005,3.0,5.0,500.0,0.2396482467651367,0.0010006427764892578,0.6027002054196722,0.36324753761291506,0.08003161083272008
123.0,0.005,3.0,5.0,1000.0,0.18036346435546874,0.0010009765625,0.5861496909894602,0.3435714602470398,0.12997808248390988
124.0,0.005,3.0,10.0,100.0,0.17115168571472167,0.0004004001617431641,0.5760073824631272,0.3317845046520233,0.16021372250591373
125.0,0.005,3.0,10.0,200.0,0.1646806240081787,0.0008006095886230469,0.7110759809835085,0.505629050731659,-0.28103484359802783
126.0,0.005,3.0,10.0,500.0,0.15434155464172364,0.00040044784545898435,1.3230947377163749,1.750579684972763,-3.4303856030343227
127.0,0.005,3.0,10.0,1000.0,0.223403263092041,0.001001119613647461,0.8359608762806003,0.6988305866718292,-0.7428018307751734
128.0,0.005,3.0,20.0,100.0,0.13412122726440429,0.0008007526397705078,0.6104142399458663,0.3726055443286896,0.05558005801476522
129.0,0.005,3.0,20.0,200.0,0.16266293525695802,0.0008005619049072266,0.5918928112665263,0.3503371000289917,0.11216820025543768
130.0,0.005,3.0,20.0,500.0,0.17535829544067383,0.00020012855529785156,0.6158228503028852,0.3792377829551697,0.04008998751517216
131.0,0.005,3.0,20.0,1000.0,0.192574405670166,0.0006006240844726562,0.6545569697153456,0.4284448266029358,-0.08532727485459779
132.0,0.005,3.0,50.0,100.0,0.22366228103637695,0.0006007671356201172,0.5933902152348558,0.3521119475364685,0.10746696663149435
133.0,0.005,3.0,50.0,200.0,0.23541364669799805,0.0006005287170410157,0.5855838064160419,0.34290839433670045,0.13113418950442174
134.0,0.005,3.0,50.0,500.0,0.3002597808837891,0.0007027149200439453,0.5809625171037506,0.33751744627952573,0.144257864406881
135.0,0.005,3.0,50.0,1000.0,0.31980109214782715,0.0006007194519042969,0.737076328104851,0.54328151345253,-0.3803397011942178
136.0,0.005,3.0,100.0,100.0,0.3753406047821045,0.001000690460205078,0.5784708174431108,0.3346284866333008,0.1524186782103223
137.0,0.005,3.0,100.0,200.0,0.3529458522796631,0.001000833511352539,0.5869994902681676,0.3445684015750885,0.12814540951624895
138.0,0.005,3.0,100.0,500.0,0.291049861907959,0.0010010719299316407,0.6249457812633752,0.3905572295188904,0.011379305106422844
139.0,0.005,3.0,100.0,1000.0,0.3137937068939209,0.0010370731353759766,0.5917841189177385,0.35020844340324403,0.11189174943946974
140.0,0.005,5.0,5.0,100.0,0.16638264656066895,0.00020017623901367188,0.5626693417700608,0.3165967881679535,0.19813347397674094
141.0,0.005,5.0,5.0,200.0,0.2995912075042725,0.000199127197265625,0.7363763080080868,0.5422500669956207,-0.3541692563994553
142.0,0.005,5.0,5.0,500.0,0.3291934013366699,0.00040044784545898435,0.5977924665413482,0.35735583305358887,0.09504439449618965
143.0,0.005,5.0,5.0,1000.0,0.20577726364135743,0.000600433349609375,0.5580745765232946,0.31144723296165466,0.21107808278077952
144.0,0.005,5.0,10.0,100.0,0.2021925926208496,0.0008007049560546875,0.5810746287281964,0.3376477241516113,0.14397534012824115
145.0,0.005,5.0,10.0,200.0,0.17478981018066406,0.0008005619049072266,0.7619109551924509,0.5805083036422729,-0.469035919511153
146.0,0.005,5.0,10.0,500.0,0.18100109100341796,0.0007999420166015625,0.5863342061194422,0.34378780126571656,0.1291689345381693
147.0,0.005,5.0,10.0,1000.0,0.23933234214782714,0.0007997512817382813,0.5765484371382793,0.3324081003665924,0.155665729728864
148.0,0.005,5.0,20.0,100.0,0.22913765907287598,0.0006005764007568359,0.8134465426141336,0.6616952776908874,-0.6815479522102159
149.0,0.005,5.0,20.0,200.0,0.1801530361175537,0.0005993843078613281,0.5743235641627595,0.32984755635261537,0.16319209218115133
150.0,0.005,5.0,20.0,500.0,0.18356599807739257,0.00040044784545898435,0.6099911338130546,0.37208918333053587,0.05829095659967698
151.0,0.005,5.0,20.0,1000.0,0.15053625106811525,0.0004002571105957031,0.5817931744399032,0.33848329782485964,0.14383944940470042
152.0,0.005,5.0,50.0,100.0,0.2127925395965576,0.0010009288787841796,0.6018378234584155,0.362208765745163,0.08244724479267662
153.0,0.005,5.0,50.0,200.0,0.24061799049377441,0.0010007858276367188,0.7055644041250789,0.49782112836837766,-0.2679312984022405
154.0,0.005,5.0,50.0,500.0,0.16094594001770018,0.0006005764007568359,0.63525162622393,0.4035446286201477,-0.020514460115174993
155.0,0.005,5.0,50.0,1000.0,0.26984491348266604,0.0008008956909179687,0.6688026175788826,0.447296941280365,-0.13966740667236902
156.0,0.005,5.0,100.0,100.0,0.38735175132751465,0.0014011383056640625,0.6022038100547454,0.3626494288444519,0.07804409071513167
157.0,0.005,5.0,100.0,200.0,0.5074604034423829,0.001801443099975586,0.6696782817553245,0.4484690010547638,-0.1386002918008508
158.0,0.005,5.0,100.0,500.0,0.42958908081054686,0.0016015052795410156,0.9776698403239208,0.9558383166790009,-1.4922314533512568
159.0,0.005,5.0,100.0,1000.0,0.4846407413482666,0.0012009620666503906,0.6001314208027488,0.360157722234726,0.0883885473262909
160.0,0.005,7.0,5.0,100.0,0.24942526817321778,0.0006007671356201172,0.5620548235075179,0.31590562462806704,0.1997262504361138
161.0,0.005,7.0,5.0,200.0,0.3790499210357666,0.0005848407745361328,0.5822226497668395,0.33898321390151975,0.1396265923148654
162.0,0.005,7.0,5.0,500.0,0.3692671298980713,0.0010009288787841796,0.5962749650715042,0.35554383397102357,0.10059541645142926
163.0,0.005,7.0,5.0,1000.0,0.3312985420227051,0.0004002571105957031,0.5654158410994206,0.31969507336616515,0.19071148631779977
164.0,0.005,7.0,10.0,100.0,0.29639015197753904,0.0006003856658935546,0.7480643606507782,0.5596002876758576,-0.4179500457288342
165.0,0.005,7.0,10.0,200.0,0.2691981792449951,0.0005965232849121094,0.5598704440252383,0.31345491409301757,0.20561563048882361
166.0,0.005,7.0,10.0,500.0,0.22260670661926268,0.0006003856658935546,0.5943176216565123,0.3532134354114532,0.10606264506569037
167.0,0.005,7.0,10.0,1000.0,0.24262022972106934,0.000600433349609375,0.5897151579483422,0.3477639675140381,0.11938992226908947
168.0,0.005,7.0,20.0,100.0,0.22559762001037598,0.0006005287170410157,0.6017011953213627,0.36204432845115664,0.07797527779894635
169.0,0.005,7.0,20.0,200.0,0.17716407775878906,0.0008006572723388671,0.5874305673923359,0.3450746715068817,0.12584434633685243
170.0,0.005,7.0,20.0,500.0,0.26923933029174807,0.000600433349609375,0.5781542487091533,0.3342623353004456,0.15142131012024676
171.0,0.005,7.0,20.0,1000.0,0.24922604560852052,0.0008008956909179687,0.5742080427975085,0.32971487641334535,0.16519305156252723
172.0,0.005,7.0,50.0,100.0,0.28685989379882815,0.0012008190155029298,0.6079437271102002,0.3695955753326416,0.06483290749146302
173.0,0.005,7.0,50.0,200.0,0.2964688777923584,0.0010007858276367188,0.6400039779643767,0.4096050918102264,-0.03637072032000974
174.0,0.005,7.0,50.0,500.0,0.29846982955932616,0.0010010242462158204,0.6500539326300819,0.42257011532783506,-0.0682500947575804
175.0,0.005,7.0,50.0,1000.0,0.3677342414855957,0.001401233673095703,0.6176930831476214,0.3815447449684143,0.02878784649811166
176.0,0.005,7.0,100.0,100.0,0.4683248519897461,0.0018017292022705078,0.6470518681240329,0.4186761200428009,-0.05485979901937739
177.0,0.005,7.0,100.0,200.0,0.601375675201416,0.002202939987182617,0.6135256966507767,0.3764137804508209,0.04303182597112987
178.0,0.005,7.0,100.0,500.0,0.48531761169433596,0.0019023895263671875,0.6461310305558431,0.4174853086471558,-0.06125816342965649
179.0,0.005,7.0,100.0,1000.0,0.5346875667572022,0.001801300048828125,0.5946820372402243,0.35364672541618347,0.10271153017553183
180.0,0.005,9.0,5.0,100.0,0.3040750026702881,0.0006005764007568359,0.5603778757144507,0.31402336359024047,0.20456063341148617
181.0,0.005,9.0,5.0,200.0,0.23708057403564453,0.0006006717681884766,0.5732854199719197,0.32865617275238035,0.16687448654682796
182.0,0.005,9.0,5.0,500.0,0.2708456039428711,0.0010012149810791015,0.5929081922324495,0.3515401244163513,0.10903403436596966
183.0,0.005,9.0,5.0,1000.0,0.24241991043090821,0.00040035247802734376,0.5872846350689274,0.3449032425880432,0.1255547169922092
184.0,0.005,9.0,10.0,100.0,0.33360719680786133,0.0002002716064453125,0.566065339721417,0.32042996883392333,0.18794221349244936
185.0,0.005,9.0,10.0,200.0,0.2586347579956055,0.0006006240844726562,0.5678493715364566,0.32245290875434873,0.18421230359616797
186.0,0.005,9.0,10.0,500.0,0.22258467674255372,0.0008007049560546875,0.5595750472316187,0.3131242334842682,0.2067508166917118
187.0,0.005,9.0,10.0,1000.0,0.21239233016967773,0.0008008480072021484,0.5601566298734901,0.3137754499912262,0.20470466332188514
188.0,0.005,9.0,20.0,100.0,0.271846342086792,0.0008005142211914062,0.5786401824492123,0.3348244607448578,0.15224865696851042
189.0,0.005,9.0,20.0,200.0,0.30287418365478513,0.0010008811950683594,0.5730443661874721,0.32837984561920164,0.1677034259886202
190.0,0.005,9.0,20.0,500.0,0.21239175796508789,0.0004002571105957031,0.5695401540303523,0.3243759870529175,0.1786491964062203
191.0,0.005,9.0,20.0,1000.0,0.24181947708129883,0.0006006717681884766,0.5706753451814183,0.3256703495979309,0.17414190621331804
192.0,0.005,9.0,50.0,100.0,0.5365476608276367,0.0010007858276367188,0.5818937100722302,0.33860028982162477,0.14300102872147274
193.0,0.005,9.0,50.0,200.0,0.3615638256072998,0.0011993885040283204,0.6202272572789495,0.3846818506717682,0.024471387466224414
194.0,0.005,9.0,50.0,500.0,0.40761547088623046,0.001001262664794922,0.5916214232764823,0.35001590847969055,0.1125907552794285
195.0,0.005,9.0,50.0,1000.0,0.46805219650268554,0.0014014244079589844,0.5770316120294282,0.3329654812812805,0.155931846621329
196.0,0.005,9.0,100.0,100.0,0.6916280269622803,0.0026023387908935547,0.5799374907615177,0.3363274931907654,0.1473132310358699
197.0,0.005,9.0,100.0,200.0,0.7909182548522949,0.0024020195007324217,0.6135296555419062,0.3764186382293701,0.044809817789079734
198.0,0.005,9.0,100.0,500.0,0.7228600025177002,0.0022020816802978517,0.6027794900797574,0.3633431136608124,0.07520771991176685
199.0,0.005,9.0,100.0,1000.0,0.8899388790130616,0.0022010326385498045,0.6396255931706126,0.40912089943885804,-0.03486697449181366
200.0,0.005,11.0,5.0,100.0,0.3415090084075928,0.0008007049560546875,0.5577476175224001,0.31108240485191346,0.21229391962202798
201.0,0.005,11.0,5.0,200.0,0.5113380908966064,0.0008030414581298828,0.5682162756875168,0.322869735956192,0.18013031734384727
202.0,0.005,11.0,5.0,500.0,0.36115274429321287,0.0010004043579101562,0.590504439225012,0.3486954927444458,0.11659325596736143
203.0,0.005,11.0,5.0,1000.0,0.3676058292388916,0.0008007526397705078,0.5735046253882531,0.32890755534172056,0.16881922849207873
204.0,0.005,11.0,10.0,100.0,0.26396851539611815,0.0008009433746337891,0.5625033749373173,0.3164100468158722,0.1983864533080744
205.0,0.005,11.0,10.0,200.0,0.29841885566711424,0.0007993221282958984,0.565613611644096,0.3199187576770782,0.1888881397712859
206.0,0.005,11.0,10.0,500.0,0.33681087493896483,0.000798177719116211,0.5622739549607879,0.3161520004272461,0.1995688264231661
207.0,0.005,11.0,10.0,1000.0,0.3180197238922119,0.0008007049560546875,0.568342951901092,0.32301371097564696,0.18155956397791057
208.0,0.005,11.0,20.0,100.0,0.3094804763793945,0.0008011341094970703,0.5672962904074031,0.32182508111000063,0.18483784356549446
209.0,0.005,11.0,20.0,200.0,0.3311188220977783,0.0010007858276367188,0.5598241845943311,0.31340311765670775,0.20644719824321842
