idx,lr,n_estimators,max_depth,fit_time,score_time,test_root_mean_squared_error,test_mean_absolute_error,test_r2_score
0.0,0.5,1.0,1.0,0.0034026622772216795,0.0008013725280761718,0.5864122388199124,0.343879313837782,0.12924128381442176
1.0,0.5,1.0,2.0,0.006407022476196289,0.000600433349609375,0.5672591234254586,0.3217829131094197,0.1851026735907916
2.0,0.5,1.0,3.0,0.009004020690917968,0.0010010719299316407,0.5615169623236979,0.31530129897723314,0.20144404097339738
3.0,0.5,1.0,4.0,0.012210655212402343,0.00020031929016113282,0.559963869267853,0.31355953488542515,0.20571400365928794
4.0,0.5,1.0,5.0,0.013611745834350587,0.0006005764007568359,0.5577096125300667,0.31104001190843716,0.21207134235777847
5.0,0.5,1.0,10.0,0.02201952934265137,0.00040044784545898435,0.5799300875886343,0.33631890649056106,0.1473170842223855
6.0,0.5,10.0,1.0,0.032229042053222655,0.0004004001617431641,0.5424787357382913,0.2942831787282149,0.25428182677295263
7.0,0.5,10.0,2.0,0.0592536449432373,0.0008006572723388671,0.5372378168294133,0.2886244718316342,0.2684985991972685
8.0,0.5,10.0,3.0,0.08318114280700684,0.000600433349609375,0.5397570190956931,0.29133763966306836,0.2617881099892309
9.0,0.5,10.0,4.0,0.10824065208435059,0.0004004001617431641,0.545935323414233,0.29804537735140324,0.24452986092529713
10.0,0.5,10.0,5.0,0.13492212295532227,0.0004002571105957031,0.5546671330468697,0.30765562848243383,0.2198779266438045
11.0,0.5,10.0,10.0,0.22831130027770996,0.0010010242462158204,0.6059999641959232,0.3672359566054602,0.06844846092342445
12.0,0.5,50.0,1.0,0.1501397132873535,0.0006003856658935546,0.5387672195116773,0.2902701168203438,0.2641947352886779
13.0,0.5,50.0,2.0,0.2894754409790039,0.0006004810333251953,0.5448420973042958,0.29685291099494365,0.2478197427924833
14.0,0.5,50.0,3.0,0.4170204162597656,0.0008024215698242187,0.5631242213199494,0.3171088886371994,0.19662281546180185
15.0,0.5,50.0,4.0,0.5524155616760253,0.001001119613647461,0.5796874594319454,0.33603755062266344,0.14818075482000018
16.0,0.5,50.0,5.0,0.678015947341919,0.0008008956909179687,0.5875400564985066,0.3452033179902683,0.12496353492889936
